stem,C4_e1_med,C4_e1_n,C4_e2_med,C4_e2_n,C4_e5_med,C4_e5_n,C4_e10_med,C4_e10_n,C5_e1_med,C5_e1_n,C5_e2_med,C5_e2_n,C5_e5_med,C5_e5_n,C5_e10_med,C5_e10_n,C4_e20_med,C4_e20_n,C5_e20_med,C5_e20_n
ank_28_38,1.499960848778824,63,1.0043420384527406,61,1.6104458474219354,33,2.1054812410227126,48,1.5455242580470823,72,1.680351167359356,73,0.723550555037565,41,1.1299357799753866,73,1.682531808863966,65,0.9392716393599098,69
ank_28_9,3.487865249499599,56,3.9760393708882273,59,3.495515578931393,58,2.996431305456743,48,2.906312793549908,52,3.522820898486166,57,2.973411611972597,57,3.7229166951601225,49,3.417763931667682,53,4.04707175579343,58
ank_29_0,1.7488746361203864,85,1.3114124365479307,87,1.037002734923221,73,1.6544925858318136,94,1.3078101576231087,111,1.2310421975644985,111,1.2252530120676302,97,0.9708009854419849,112,0.9356113921270096,71,1.1283701114910114,104
ank_29_11,3.200620404911452,67,3.3921126583090664,43,3.5808029142212483,37,3.6536913646239704,38,2.9691648534162156,54,2.8666324830289223,62,2.978766883990387,53,3.266922515489704,67,2.5735868114607445,50,3.3223001745521676,74
ank_29_21,1.8917480302380394,47,1.9219830112623557,49,2.682944974142541,54,3.035557995280571,46,1.6210555162354408,50,1.9060522482846234,54,2.048103966465927,53,1.5025810945033693,54,2.0904562136344915,47,1.7581918310549915,52
ank_29_24,1.1854053027720262,124,0.9865406611447486,119,0.8084483050635489,147,0.8423836160897198,155,0.8186527262136397,176,0.7204610286646593,196,0.6241579219311256,216,0.6284019444615038,209,0.8448699243219455,141,0.6202392284620022,223
ank_29_26,1.4478428873074574,60,0.8576945323894257,74,0.7971213572362174,48,0.8445930588774794,62,0.853080726660601,93,0.8258448678543626,107,0.6849187451352533,123,0.5523040159085265,94,1.1174394310629705,73,0.6994332636929947,107
ank_2_12,1.8531922913888443,101,2.365142329877805,106,1.7322787060009908,93,1.5010577304904906,76,1.8548790113516738,109,1.3659606005120755,106,1.5742242824958115,101,1.4714071208213815,117,1.9519950361164753,93,1.5549402761324085,119
ank_2_23,2.031892940263054,58,1.2549617973041354,36,1.3963657393480104,74,1.4130138137262185,49,1.1415290455108147,70,1.1716194533789215,65,0.741658172016846,68,0.7390085028511518,80,1.0610125317564552,56,0.6388412794073501,83
ank_30_30,0.7983611314437865,125,0.675917803768822,130,0.4935010891984914,103,0.5529028829240786,130,0.6131871453498552,163,0.5070856416266362,151,0.4821668150308692,174,0.47040462023909596,184,0.6621963494877938,131,0.4842671549253561,194
ank_30_7,1.150476756721408,115,1.4042797865055325,96,1.2618780011678168,110,1.1084882559571518,118,0.7024279241306154,114,0.7424552649819469,112,0.8213553445383097,133,0.790615850536228,132,0.9560925491183784,108,0.6246056949671772,130
ank_31_32,0.7690996901419197,145,0.6613962917705845,177,0.5201348415469578,200,0.5922923029766983,178,0.554790835566283,229,0.5448026979589415,240,0.5361728485941917,267,0.5035498844014643,263,0.6404482554189246,183,0.5118380077236014,274
ank_31_7,1.0733692894225206,130,0.8600639161281873,140,0.9410946239263525,144,0.8276220794002451,131,0.7180956876970803,172,0.5326818439748181,173,0.5211977791134922,193,0.515735809126648,234,0.8616580128679997,150,0.4952874572420798,221
ank_32_12,3.64443434908477,47,3.0528904220020165,67,2.8230891897156916,59,3.3420155528432898,59,3.2500441322674423,72,2.5282288637179855,56,2.8266890534940576,56,2.5676231292337786,63,2.6170256219801264,73,2.457621675576765,49
ank_32_21,1.6218092828207886,69,0.9307110716488841,70,1.4826880945154852,79,1.275645980995865,88,1.231798442624328,91,1.2301074285303888,101,0.9932076521134208,108,0.794869479586304,108,1.3754260338728062,74,0.8292585016572039,123
