set,arm,stem,orb,orb_inl,akaze,mi
eu150,C2,31TCM_0853_00,1.44000244140625,36.0,,0.0
eu150,C2,31TCM_1060_00,1.1999969482421875,19.0,,1.4142135623730951
eu150,C2,31TCM_1094_00,2.036470890045166,17.0,,0.0
eu150,C2,31TCM_1192_00,,,,1.4142135623730951
eu150,C2,31TCM_1717_00,,,,1.4142135623730951
eu150,C2,31TCM_1743_00,1.4142135381698608,13.0,,1.0
eu150,C2,31TCM_2040_00,,,,0.0
eu150,C2,31TCN_1555_00,2.443756580352783,15.0,,0.0
eu150,C2,31TCN_1803_00,,,,1.0
eu150,C2,31TFH_0022_00,1.6970573663711548,44.0,1.120754599571228,0.0
eu150,C2,31TFJ_1359_00,1.4142135381698608,33.0,1.2967180013656616,0.0
eu150,C2,31TGH_0053_00,1.6970546245574951,37.0,,0.0
eu150,C2,31TGH_0153_00,,,,0.0
eu150,C2,31TGJ_0274_00,1.4142135381698608,56.0,1.7470388412475586,1.0
eu150,C2,31TGJ_0550_00,,,,1.0
eu150,C2,31TGJ_0811_00,,,,0.0
eu150,C2,31TGJ_0814_00,,,,1.4142135623730951
eu150,C2,31TGJ_0831_00,,,,0.0
eu150,C2,31TGJ_1054_00,,,,0.0
eu150,C2,31TGJ_1156_00,1.0,27.0,,0.0
eu150,C2,31TGJ_1189_00,1.2324528694152832,26.0,,1.0
eu150,C2,31TGK_0015_00,1.6970627307891846,13.0,,1.4142135623730951
eu150,C2,31TGK_1163_00,,,,1.0
eu150,C2,31UCQ_0211_00,1.4142135381698608,10.0,,0.0
eu150,C2,31UCQ_0249_00,,,,0.0
eu150,C2,31UCQ_1476_00,,,,0.0
eu150,C2,31UDP_0247_00,,,,1.0
eu150,C2,31UDQ_0751_00,,,,1.4142135623730951
eu150,C2,31UDQ_1914_00,,,,0.0
eu150,C2,31UDQ_2521_00,,,,0.0
eu150,C2,31UFQ_0566_00,,,,1.4142135623730951
eu150,C2,31UFQ_0574_00,,,,1.4142135623730951
eu150,C2,31UFQ_1482_00,,,,0.0
eu150,C2,31UFS_0030_00,,,,1.0
eu150,C2,31UFS_0938_00,,,,1.0
eu150,C2,31UFS_1028_00,,,,0.0
eu150,C2,31UFS_1127_00,3.0371012687683105,15.0,,0.0
eu150,C2,31UFS_2358_00,,,,1.0
eu150,C2,32ULA_0661_00,1.1830965280532837,16.0,,0.0
eu150,C2,32ULC_1573_00,2.0,13.0,,1.0
eu150,C2,32UMA_0976_00,1.7280044555664062,21.0,,0.0
eu150,C2,32UMC_0051_00,1.44000244140625,29.0,,0.0
eu150,C2,32UMC_0836_00,2.0,25.0,,0.0
eu150,C2,32UMC_1241_00,,,,0.0
eu150,C2,32UMC_1688_00,1.5839996337890625,12.0,,0.0
eu150,C2,32UMC_2029_00,,,,0.0
eu150,C2,32UNE_1359_00,,,,1.4142135623730951
eu150,C2,32UNE_1364_00,3.4090609550476074,10.0,,0.0
eu150,C2,32UNE_2091_00,1.2165640592575073,17.0,,0.0
eu150,C2,32UNE_2132_00,1.1999988555908203,40.0,,0.0
eu150,C2,32UPA_0047_00,,,,1.0
eu150,C2,32UPA_1016_00,1.414222240447998,21.0,,1.0
eu150,C2,32UPA_1036_00,,,,0.0
eu150,C2,32UPA_1085_00,,,,1.0
eu150,C2,32UPA_1861_00,,,,0.0
eu150,C2,32UPA_1883_00,,,,0.0
eu150,C2,32UPA_1911_00,,,,0.0
eu150,C2,32UPA_2227_00,3.32643723487854,10.0,,0.0
eu150,C2,32UPB_1109_00,1.6970627307891846,41.0,1.8201179504394531,0.0
eu150,C2,33TVN_1850_00,1.4142135381698608,55.0,,0.0
eu150,C2,33TWE_1260_00,1.2109395265579224,14.0,,0.0
eu150,C2,33TWF_0539_00,,,,5.830951894845301
eu150,C2,33TWF_1076_00,,,,1.0
eu150,C2,33TWF_1157_00,1.0,54.0,,0.0
eu150,C2,33TWF_1161_00,,,,0.0
eu150,C2,33TWF_1416_00,1.307105302810669,30.0,1.5950109958648682,0.0
eu150,C2,33UWS_0309_00,1.7117656469345093,20.0,,1.0
eu150,C2,33UWT_0062_00,,,,0.0
eu150,C2,33UWT_0167_00,,,,0.0
eu150,C2,33UWT_0872_00,1.3318824768066406,20.0,,0.0
eu150,C2,33UWT_0956_00,,,,0.0
eu150,C2,33UWT_1630_00,1.4271042346954346,20.0,,0.0
eu150,C2,33UWT_2290_00,,,,0.0
eu150,C2,33UWT_2410_00,,,,1.0
eu150,C2,33VXG_1377_00,,,,1.4142135623730951
eu150,C2,34TCR_0072_00,1.44000244140625,11.0,,0.0
eu150,C2,34TCR_0106_00,,,,0.0
eu150,C2,34TCR_0112_00,,,,1.0
eu150,C2,34TCR_0339_00,,,,0.0
eu150,C2,34TCR_0343_00,,,,0.0
eu150,C2,34TCR_0361_00,,,,3.1622776601683795
eu150,C2,34TCR_0369_00,1.4399871826171875,25.0,,0.0
eu150,C2,34TCR_0421_00,,,,0.0
eu150,C2,34TCR_0769_00,,,,0.0
eu150,C2,34TCR_0850_00,,,,2.0
eu150,C2,34TCR_1120_00,,,,1.0
eu150,C2,34TCR_1124_00,,,,0.0
eu150,C2,34TCR_1129_00,,,,6.0
eu150,C2,34TCR_1162_00,5.789419174194336,12.0,,0.0
eu150,C2,34TCR_1204_00,,,,8.94427190999916
eu150,C2,34TCR_1346_00,,,,1.4142135623730951
eu150,C2,34TCR_1412_00,,,,1.0
eu150,C2,34TCS_0235_00,1.1082797050476074,10.0,,1.0
eu150,C2,34TCS_0241_00,,,,11.313708498984761
eu150,C2,34TCT_0129_00,3.300178050994873,30.0,,0.0
eu150,C2,34TCT_0362_00,,,,8.94427190999916
eu150,C2,34TCT_0468_00,,,,1.0
eu150,C2,34TCT_0686_00,,,,0.0
eu150,C2,34TCT_0701_00,,,,0.0
eu150,C2,34TCT_0757_00,,,,8.48528137423857
eu150,C2,34TCT_0853_00,1.4142135381698608,48.0,1.3029240369796753,0.0
eu150,C2,34TCT_0997_00,,,,0.0
eu150,C2,34TCT_1134_00,1.7472327947616577,17.0,,0.0
eu150,C2,34TCT_1281_00,,,,1.0
eu150,C2,34TCT_1282_00,,,,0.0
eu150,C2,34TCT_1573_00,,,,1.0
eu150,C2,34TCT_1595_00,,,,10.63014581273465
eu150,C2,34TCT_1673_00,,,,0.0
eu150,C2,34TCT_1710_00,,,,1.0
eu150,C2,34TCT_1726_00,,,,1.0
eu150,C2,34TCT_1903_00,,,,1.0
eu150,C2,34TCT_2072_00,,,,1.0
ank30_prod,pretrained,ank_0_30,,,,2.8284271247461903
ank30_prod,pretrained,ank_13_34,,,,10.0
ank30_prod,pretrained,ank_13_6,,,,0.0
ank30_prod,pretrained,ank_17_22,,,,2.8284271247461903
ank30_prod,pretrained,ank_18_7,,,,1.0
ank30_prod,pretrained,ank_20_6,,,,3.1622776601683795
ank30_prod,pretrained,ank_22_16,,,,8.06225774829855
ank30_prod,pretrained,ank_22_37,,,,1.0
ank30_prod,pretrained,ank_24_3,,,,1.4142135623730951
ank30_prod,pretrained,ank_25_16,,,,0.0
ank30_prod,pretrained,ank_26_3,,,,6.082762530298219
ank30_prod,pretrained,ank_26_5,,,,1.0
ank30_prod,pretrained,ank_27_14,,,,7.280109889280518
ank30_prod,pretrained,ank_29_21,,,,1.0
ank30_prod,pretrained,ank_2_12,,,,1.0
ank30_prod,pretrained,ank_33_3,,,,0.0
ank30_prod,pretrained,ank_33_34,1.658156394958496,12.0,,0.0
ank30_prod,pretrained,ank_34_11,,,,1.0
ank30_prod,pretrained,ank_35_11,,,,1.0
ank30_prod,pretrained,ank_38_22,,,,1.4142135623730951
ank30_prod,pretrained,ank_3_13,,,,1.0
ank30_prod,pretrained,ank_4_41,,,,2.0
ank30_prod,pretrained,ank_5_12,,,,1.0
ank30_prod,pretrained,ank_5_5,,,,0.0
ank30_prod,pretrained,ank_6_10,,,,1.4142135623730951
ank30_prod,pretrained,ank_7_36,,,,10.63014581273465
ank30_prod,pretrained,ank_7_8,,,,2.23606797749979
ank30_prod,pretrained,ank_8_31,,,,2.0
ank30_prod,pretrained,ank_9_1,,,,1.0
ank30_prod,pretrained,ank_9_25,,,,2.0
ank30_prod,C1,ank_0_30,,,,5.385164807134504
ank30_prod,C1,ank_13_34,,,,8.06225774829855
ank30_prod,C1,ank_13_6,,,,0.0
ank30_prod,C1,ank_17_22,,,,11.313708498984761
ank30_prod,C1,ank_18_7,,,,0.0
ank30_prod,C1,ank_20_6,,,,7.0710678118654755
ank30_prod,C1,ank_22_16,,,,11.313708498984761
ank30_prod,C1,ank_22_37,,,,0.0
ank30_prod,C1,ank_24_3,,,,11.313708498984761
ank30_prod,C1,ank_25_16,,,,0.0
ank30_prod,C1,ank_26_3,,,,7.615773105863909
ank30_prod,C1,ank_26_5,,,,0.0
ank30_prod,C1,ank_27_14,,,,6.082762530298219
ank30_prod,C1,ank_29_21,,,,1.0
ank30_prod,C1,ank_2_12,,,,8.06225774829855
ank30_prod,C1,ank_33_3,,,,1.0
ank30_prod,C1,ank_33_34,,,1.7852367162704468,0.0
ank30_prod,C1,ank_34_11,,,,0.0
ank30_prod,C1,ank_35_11,,,,1.4142135623730951
ank30_prod,C1,ank_38_22,1.4142135381698608,39.0,1.435495376586914,0.0
ank30_prod,C1,ank_3_13,,,,1.0
ank30_prod,C1,ank_4_41,1.8822317123413086,28.0,,0.0
ank30_prod,C1,ank_5_12,,,,11.313708498984761
ank30_prod,C1,ank_5_5,,,,0.0
ank30_prod,C1,ank_6_10,,,,8.246211251235321
ank30_prod,C1,ank_7_36,,,,5.385164807134504
ank30_prod,C1,ank_7_8,,,,8.94427190999916
ank30_prod,C1,ank_8_31,2.737152099609375,12.0,,1.0
ank30_prod,C1,ank_9_1,,,,4.123105625617661
ank30_prod,C1,ank_9_25,2.0,19.0,,0.0
ank30_prod,C2,ank_0_30,,,,0.0
ank30_prod,C2,ank_13_34,,,,5.830951894845301
ank30_prod,C2,ank_13_6,,,,0.0
ank30_prod,C2,ank_17_22,,,,0.0
ank30_prod,C2,ank_18_7,1.2902052402496338,20.0,,0.0
ank30_prod,C2,ank_20_6,,,,0.0
ank30_prod,C2,ank_22_16,,,,0.0
ank30_prod,C2,ank_22_37,1.7280006408691406,17.0,,0.0
ank30_prod,C2,ank_24_3,,,,8.06225774829855
ank30_prod,C2,ank_25_16,,,,0.0
ank30_prod,C2,ank_26_3,,,,10.63014581273465
ank30_prod,C2,ank_26_5,,,,0.0
ank30_prod,C2,ank_27_14,,,,1.0
ank30_prod,C2,ank_29_21,,,,0.0
ank30_prod,C2,ank_2_12,,,,8.54400374531753
ank30_prod,C2,ank_33_3,,,,0.0
ank30_prod,C2,ank_33_34,1.0999977588653564,28.0,1.4454213380813599,0.0
ank30_prod,C2,ank_34_11,,,,0.0
ank30_prod,C2,ank_35_11,,,,0.0
ank30_prod,C2,ank_38_22,1.44000244140625,39.0,1.0324969291687012,0.0
ank30_prod,C2,ank_3_13,,,,0.0
ank30_prod,C2,ank_4_41,1.4142135381698608,35.0,1.646030068397522,0.0
ank30_prod,C2,ank_5_12,,,,0.0
ank30_prod,C2,ank_5_5,1.2000045776367188,12.0,,0.0
ank30_prod,C2,ank_6_10,,,,1.0
ank30_prod,C2,ank_7_36,,,,11.313708498984761
ank30_prod,C2,ank_7_8,,,,1.0
ank30_prod,C2,ank_8_31,31.364286422729492,10.0,,0.0
ank30_prod,C2,ank_9_1,,,,1.0
ank30_prod,C2,ank_9_25,1.2924351692199707,25.0,,0.0
ank30_prod,C3,ank_0_30,,,,1.4142135623730951
ank30_prod,C3,ank_13_34,,,,0.0
ank30_prod,C3,ank_13_6,,,,0.0
ank30_prod,C3,ank_17_22,,,,0.0
ank30_prod,C3,ank_18_7,,,,0.0
ank30_prod,C3,ank_20_6,,,,0.0
ank30_prod,C3,ank_22_16,,,,0.0
ank30_prod,C3,ank_22_37,,,,0.0
ank30_prod,C3,ank_24_3,,,,1.0
ank30_prod,C3,ank_25_16,,,,0.0
ank30_prod,C3,ank_26_3,,,,8.54400374531753
ank30_prod,C3,ank_26_5,,,,0.0
ank30_prod,C3,ank_27_14,,,,2.0
ank30_prod,C3,ank_29_21,,,,0.0
ank30_prod,C3,ank_2_12,,,,9.433981132056603
ank30_prod,C3,ank_33_3,,,,0.0
ank30_prod,C3,ank_33_34,1.2000007629394531,27.0,1.1581312417984009,0.0
ank30_prod,C3,ank_34_11,,,,0.0
ank30_prod,C3,ank_35_11,,,,0.0
ank30_prod,C3,ank_38_22,1.339561104774475,36.0,1.1216968297958374,0.0
ank30_prod,C3,ank_3_13,,,,0.0
ank30_prod,C3,ank_4_41,1.4400005340576172,40.0,1.510450005531311,0.0
ank30_prod,C3,ank_5_12,,,,0.0
ank30_prod,C3,ank_5_5,1.0999984741210938,10.0,,0.0
ank30_prod,C3,ank_6_10,,,,1.0
ank30_prod,C3,ank_7_36,,,,8.94427190999916
ank30_prod,C3,ank_7_8,,,,1.0
ank30_prod,C3,ank_8_31,,,,0.0
ank30_prod,C3,ank_9_1,,,,1.0
ank30_prod,C3,ank_9_25,1.1999969482421875,32.0,0.8378061056137085,0.0
ank30_ovp,pretrained,ank_0_30,,,,2.0
ank30_ovp,pretrained,ank_13_34,,,,2.23606797749979
ank30_ovp,pretrained,ank_13_6,,,,0.0
ank30_ovp,pretrained,ank_17_22,,,,3.605551275463989
ank30_ovp,pretrained,ank_18_7,,,,1.0
ank30_ovp,pretrained,ank_20_6,,,,2.23606797749979
ank30_ovp,pretrained,ank_22_16,,,,10.63014581273465
ank30_ovp,pretrained,ank_22_37,,,,2.0
ank30_ovp,pretrained,ank_24_3,,,,1.4142135623730951
ank30_ovp,pretrained,ank_25_16,,,,0.0
ank30_ovp,pretrained,ank_26_3,,,,0.0
ank30_ovp,pretrained,ank_26_5,,,,1.0
ank30_ovp,pretrained,ank_27_14,,,,8.06225774829855
ank30_ovp,pretrained,ank_29_21,,,,1.0
ank30_ovp,pretrained,ank_2_12,,,,0.0
ank30_ovp,pretrained,ank_33_3,,,,1.0
ank30_ovp,pretrained,ank_33_34,,,,0.0
ank30_ovp,pretrained,ank_34_11,,,,2.0
ank30_ovp,pretrained,ank_35_11,,,,1.0
ank30_ovp,pretrained,ank_38_22,,,,1.4142135623730951
ank30_ovp,pretrained,ank_3_13,,,,1.0
ank30_ovp,pretrained,ank_4_41,,,,2.23606797749979
ank30_ovp,pretrained,ank_5_12,,,,0.0
ank30_ovp,pretrained,ank_5_5,,,,0.0
ank30_ovp,pretrained,ank_6_10,,,,1.0
ank30_ovp,pretrained,ank_7_36,,,,10.63014581273465
ank30_ovp,pretrained,ank_7_8,1.4685114622116089,11.0,,1.0
ank30_ovp,pretrained,ank_8_31,,,,2.0
ank30_ovp,pretrained,ank_9_1,,,,1.0
ank30_ovp,pretrained,ank_9_25,,,,2.0
ank30_ovp,C1,ank_0_30,,,,6.324555320336759
ank30_ovp,C1,ank_13_34,,,,3.605551275463989
ank30_ovp,C1,ank_13_6,,,,0.0
ank30_ovp,C1,ank_17_22,,,,11.313708498984761
ank30_ovp,C1,ank_18_7,,,,0.0
ank30_ovp,C1,ank_20_6,,,,1.0
ank30_ovp,C1,ank_22_16,,,,11.313708498984761
ank30_ovp,C1,ank_22_37,,,,0.0
ank30_ovp,C1,ank_24_3,,,,11.313708498984761
ank30_ovp,C1,ank_25_16,,,,0.0
ank30_ovp,C1,ank_26_3,1.4123650789260864,14.0,,0.0
ank30_ovp,C1,ank_26_5,1.6886227130889893,16.0,,0.0
ank30_ovp,C1,ank_27_14,,,,6.708203932499369
ank30_ovp,C1,ank_29_21,,,,0.0
ank30_ovp,C1,ank_2_12,,,,1.0
ank30_ovp,C1,ank_33_3,,,,1.0
ank30_ovp,C1,ank_33_34,,,,0.0
ank30_ovp,C1,ank_34_11,2.214707851409912,16.0,,0.0
ank30_ovp,C1,ank_35_11,,,,1.0
ank30_ovp,C1,ank_38_22,1.4142135381698608,36.0,1.4057574272155762,0.0
ank30_ovp,C1,ank_3_13,,,,0.0
ank30_ovp,C1,ank_4_41,1.9857048988342285,18.0,,0.0
ank30_ovp,C1,ank_5_12,1.2201664447784424,28.0,,0.0
ank30_ovp,C1,ank_5_5,,,,0.0
ank30_ovp,C1,ank_6_10,,,,0.0
ank30_ovp,C1,ank_7_36,,,,9.433981132056603
ank30_ovp,C1,ank_7_8,,,,0.0
ank30_ovp,C1,ank_8_31,2.8800048828125,11.0,,0.0
ank30_ovp,C1,ank_9_1,,,,0.0
ank30_ovp,C1,ank_9_25,,,,1.0
ank30_ovp,C2,ank_0_30,,,,0.0
ank30_ovp,C2,ank_13_34,,,,8.602325267042627
ank30_ovp,C2,ank_13_6,,,,0.0
ank30_ovp,C2,ank_17_22,,,,0.0
ank30_ovp,C2,ank_18_7,1.3533251285552979,18.0,,0.0
ank30_ovp,C2,ank_20_6,,,,0.0
ank30_ovp,C2,ank_22_16,,,,0.0
ank30_ovp,C2,ank_22_37,1.2000007629394531,15.0,,0.0
ank30_ovp,C2,ank_24_3,,,,6.0
ank30_ovp,C2,ank_25_16,,,,0.0
ank30_ovp,C2,ank_26_3,1.077033519744873,19.0,,0.0
ank30_ovp,C2,ank_26_5,1.1999969482421875,37.0,,0.0
ank30_ovp,C2,ank_27_14,,,,10.63014581273465
ank30_ovp,C2,ank_29_21,,,,0.0
ank30_ovp,C2,ank_2_12,,,,0.0
ank30_ovp,C2,ank_33_3,1.3416476249694824,17.0,,0.0
ank30_ovp,C2,ank_33_34,1.199998140335083,26.0,,0.0
ank30_ovp,C2,ank_34_11,1.0,25.0,,0.0
ank30_ovp,C2,ank_35_11,1.1759967803955078,18.0,,0.0
ank30_ovp,C2,ank_38_22,1.3199958801269531,36.0,1.1934189796447754,0.0
ank30_ovp,C2,ank_3_13,,,,0.0
ank30_ovp,C2,ank_4_41,1.4142135381698608,43.0,1.6889569759368896,0.0
ank30_ovp,C2,ank_5_12,1.0937267541885376,60.0,,0.0
ank30_ovp,C2,ank_5_5,1.0123140811920166,12.0,,0.0
ank30_ovp,C2,ank_6_10,,,,0.0
ank30_ovp,C2,ank_7_36,,,,8.94427190999916
ank30_ovp,C2,ank_7_8,,,,0.0
ank30_ovp,C2,ank_8_31,31.364286422729492,10.0,,0.0
ank30_ovp,C2,ank_9_1,,,,0.0
ank30_ovp,C2,ank_9_25,1.0770363807678223,21.0,,0.0
ank30_ovp,C3,ank_0_30,,,,0.0
ank30_ovp,C3,ank_13_34,,,,0.0
ank30_ovp,C3,ank_13_6,1.2000045776367188,12.0,,0.0
ank30_ovp,C3,ank_17_22,,,,0.0
ank30_ovp,C3,ank_18_7,1.427100419998169,14.0,,0.0
ank30_ovp,C3,ank_20_6,,,,0.0
ank30_ovp,C3,ank_22_16,,,,0.0
ank30_ovp,C3,ank_22_37,1.478948950767517,10.0,,0.0
ank30_ovp,C3,ank_24_3,,,,4.242640687119285
ank30_ovp,C3,ank_25_16,,,,0.0
ank30_ovp,C3,ank_26_3,1.307105302810669,14.0,,0.0
ank30_ovp,C3,ank_26_5,1.046445369720459,36.0,,0.0
ank30_ovp,C3,ank_27_14,,,,9.433981132056603
ank30_ovp,C3,ank_29_21,,,,0.0
ank30_ovp,C3,ank_2_12,,,,0.0
ank30_ovp,C3,ank_33_3,1.4271080493927002,14.0,,0.0
ank30_ovp,C3,ank_33_34,1.44000244140625,23.0,1.3951892852783203,0.0
ank30_ovp,C3,ank_34_11,1.0,19.0,,0.0
ank30_ovp,C3,ank_35_11,,,,0.0
ank30_ovp,C3,ank_38_22,1.4271061420440674,44.0,1.0467687845230103,0.0
ank30_ovp,C3,ank_3_13,,,,0.0
ank30_ovp,C3,ank_4_41,1.3071072101593018,36.0,1.523030161857605,0.0
ank30_ovp,C3,ank_5_12,1.0,55.0,,0.0
ank30_ovp,C3,ank_5_5,,,,0.0
ank30_ovp,C3,ank_6_10,,,,1.0
ank30_ovp,C3,ank_7_36,,,,8.94427190999916
ank30_ovp,C3,ank_7_8,,,,0.0
ank30_ovp,C3,ank_8_31,,,,0.0
ank30_ovp,C3,ank_9_1,,,,0.0
ank30_ovp,C3,ank_9_25,1.1999969482421875,31.0,,0.0
