gx,gy,easting,northing,nodata,cloud_scl,snow
29,33,674530.0,4315230.0,0.0,0.0,0.0
30,33,677100.0,4315230.0,0.0,0.0,0.0
31,33,679670.0,4315230.0,0.0,0.0,0.0
32,33,682240.0,4315230.0,0.0,0.0,0.0
33,33,684810.0,4315230.0,0.0,0.0,0.0
34,33,687380.0,4315230.0,0.0,0.0,0.0
35,33,689950.0,4315230.0,0.0,0.0,0.0
36,33,692520.0,4315230.0,0.0,0.0,0.0
37,33,695090.0,4315230.0,0.0,0.0,0.0
38,33,697660.0,4315230.0,0.0,0.0,0.0
39,33,700230.0,4315230.0,0.0,0.00024,0.0
40,33,702800.0,4315230.0,0.0,0.0,0.0
41,33,705370.0,4315230.0,0.0,0.0,0.0
0,34,600000.0,4312660.0,0.0,0.0,0.0
1,34,602570.0,4312660.0,0.0,0.0,0.0
2,34,605140.0,4312660.0,0.0,0.0,0.0
3,34,607710.0,4312660.0,0.0,0.0,0.0
4,34,610280.0,4312660.0,2e-05,0.02314,0.0
5,34,612850.0,4312660.0,0.00011,0.07944,0.0
6,34,615420.0,4312660.0,9e-05,0.03497,0.0
7,34,617990.0,4312660.0,0.0,0.01544,0.0
8,34,620560.0,4312660.0,2e-05,0.02704,0.0
9,34,623130.0,4312660.0,0.0,0.0,0.0
10,34,625700.0,4312660.0,0.0,0.0,0.0
11,34,628270.0,4312660.0,0.0,0.0,0.0
12,34,630840.0,4312660.0,0.0,0.0,0.0
13,34,633410.0,4312660.0,0.0,0.0,0.0
14,34,635980.0,4312660.0,0.0,0.0,0.0
15,34,638550.0,4312660.0,0.0,0.0,0.0
16,34,641120.0,4312660.0,0.0,0.0,0.0
17,34,643690.0,4312660.0,0.0,0.0,0.0
18,34,646260.0,4312660.0,0.0,0.0,0.0
19,34,648830.0,4312660.0,0.0,0.0,0.0
20,34,651400.0,4312660.0,0.0,0.0,0.0
21,34,653970.0,4312660.0,0.0,0.0,0.0
22,34,656540.0,4312660.0,0.0,0.0,0.0
23,34,659110.0,4312660.0,0.0,0.0,0.0
24,34,661680.0,4312660.0,0.0,0.0,0.0
25,34,664250.0,4312660.0,0.0,0.0,0.0
26,34,666820.0,4312660.0,0.0,0.0,0.0
27,34,669390.0,4312660.0,0.0,0.0,0.0
28,34,671960.0,4312660.0,0.0,0.0,0.0
29,34,674530.0,4312660.0,0.0,0.0,0.0
30,34,677100.0,4312660.0,0.0,0.0,0.0
31,34,679670.0,4312660.0,0.0,0.0,0.0
32,34,682240.0,4312660.0,0.0,0.0,0.0
33,34,684810.0,4312660.0,0.0,0.0,0.0
34,34,687380.0,4312660.0,0.0,0.0,0.0
35,34,689950.0,4312660.0,0.0,0.0,0.0
36,34,692520.0,4312660.0,0.0,0.0,0.0
37,34,695090.0,4312660.0,0.0,0.0,0.0
38,34,697660.0,4312660.0,0.0,0.0,0.0
39,34,700230.0,4312660.0,0.0,0.0,0.0
40,34,702800.0,4312660.0,0.0,0.0,0.0
41,34,705370.0,4312660.0,0.0,0.0,0.0
0,35,600000.0,4310090.0,0.0,0.0,0.0
1,35,602570.0,4310090.0,0.0,0.0,0.0
2,35,605140.0,4310090.0,0.0,0.0,0.0
3,35,607710.0,4310090.0,0.0,0.0,0.0
4,35,610280.0,4310090.0,0.0,0.0,0.0
5,35,612850.0,4310090.0,0.0,0.0,0.0
6,35,615420.0,4310090.0,0.0,0.00463,0.0
7,35,617990.0,4310090.0,0.0,0.03918,0.0
8,35,620560.0,4310090.0,0.00011,0.13809,0.0
9,35,623130.0,4310090.0,0.0,0.0,0.0
10,35,625700.0,4310090.0,0.0,0.0,0.0
11,35,628270.0,4310090.0,0.0,0.0,0.0
12,35,630840.0,4310090.0,0.0,0.0,0.0
13,35,633410.0,4310090.0,0.0,0.0,0.0
14,35,635980.0,4310090.0,0.0,0.0,0.0
15,35,638550.0,4310090.0,0.0,0.0,0.0
16,35,641120.0,4310090.0,0.0,0.0,0.0
17,35,643690.0,4310090.0,0.0,0.0,0.0
18,35,646260.0,4310090.0,0.0,0.0,0.0
19,35,648830.0,4310090.0,0.0,0.0,0.0
20,35,651400.0,4310090.0,0.0,0.0,0.0
21,35,653970.0,4310090.0,0.0,0.0,0.0
22,35,656540.0,4310090.0,0.0,0.0,0.0
23,35,659110.0,4310090.0,0.0,0.0,0.0
24,35,661680.0,4310090.0,0.0,0.0,0.0
25,35,664250.0,4310090.0,0.0,0.0,0.0
26,35,666820.0,4310090.0,0.0,0.0,0.0
27,35,669390.0,4310090.0,0.0,0.0,0.0
28,35,671960.0,4310090.0,0.0,0.0,0.0
29,35,674530.0,4310090.0,0.0,0.0,0.0
30,35,677100.0,4310090.0,0.0,0.0,0.0
31,35,679670.0,4310090.0,0.0,0.0,0.0
32,35,682240.0,4310090.0,0.0,0.0,0.0
33,35,684810.0,4310090.0,0.0,0.0,0.0
34,35,687380.0,4310090.0,0.0,0.0,0.0
35,35,689950.0,4310090.0,0.0,0.0,0.0
36,35,692520.0,4310090.0,0.0,0.0,0.0
37,35,695090.0,4310090.0,0.0,0.0,0.0
38,35,697660.0,4310090.0,0.0,0.0,0.0
39,35,700230.0,4310090.0,0.0,0.0,0.0
40,35,702800.0,4310090.0,0.0,0.0,0.0
41,35,705370.0,4310090.0,0.0,0.0,0.0
0,36,600000.0,4307520.0,0.0,0.0,0.0
1,36,602570.0,4307520.0,0.0,0.0,0.0
2,36,605140.0,4307520.0,0.0,0.0,0.0
3,36,607710.0,4307520.0,0.0,0.0,0.0
4,36,610280.0,4307520.0,0.0,0.0,0.0
5,36,612850.0,4307520.0,0.0,0.0,0.0
6,36,615420.0,4307520.0,0.0,0.0,0.0
7,36,617990.0,4307520.0,0.0,0.0,0.0
8,36,620560.0,4307520.0,0.0,0.0,0.0
9,36,623130.0,4307520.0,0.0,0.0,0.0
10,36,625700.0,4307520.0,0.0,0.0,0.0
11,36,628270.0,4307520.0,0.0,0.0,0.0
12,36,630840.0,4307520.0,0.0,0.0,0.0
13,36,633410.0,4307520.0,0.0,0.0,0.0
14,36,635980.0,4307520.0,0.0,0.0,0.0
15,36,638550.0,4307520.0,0.0,0.0,0.0
16,36,641120.0,4307520.0,0.0,0.0,0.0
17,36,643690.0,4307520.0,0.0,0.0,0.0
18,36,646260.0,4307520.0,0.0,0.0,0.0
19,36,648830.0,4307520.0,0.0,0.0,0.0
20,36,651400.0,4307520.0,0.0,0.0,0.0
21,36,653970.0,4307520.0,0.0,0.0,0.0
22,36,656540.0,4307520.0,0.0,0.0,0.0
23,36,659110.0,4307520.0,0.0,0.0,0.0
24,36,661680.0,4307520.0,0.0,0.0,0.0
25,36,664250.0,4307520.0,0.0,0.0,0.0
26,36,666820.0,4307520.0,0.0,0.0,0.0
27,36,669390.0,4307520.0,0.0,0.0,0.0
28,36,671960.0,4307520.0,0.0,0.0,0.0
29,36,674530.0,4307520.0,0.0,0.0,0.0
30,36,677100.0,4307520.0,0.0,0.0,0.0
31,36,679670.0,4307520.0,0.0,0.0,0.0
32,36,682240.0,4307520.0,0.0,0.0,0.0
33,36,684810.0,4307520.0,0.0,0.0,0.0
34,36,687380.0,4307520.0,0.0,0.0,0.0
35,36,689950.0,4307520.0,0.0,0.0,0.0
36,36,692520.0,4307520.0,0.0,0.0,0.0
37,36,695090.0,4307520.0,0.0,0.0,0.0
38,36,697660.0,4307520.0,0.0,0.0,0.0
39,36,700230.0,4307520.0,0.0,0.0,0.0
40,36,702800.0,4307520.0,0.0,0.0,0.0
41,36,705370.0,4307520.0,0.0,0.0,0.0
0,37,600000.0,4304950.0,0.0,0.0,0.0
1,37,602570.0,4304950.0,0.0,0.0,0.0
2,37,605140.0,4304950.0,0.0,0.0,0.0
3,37,607710.0,4304950.0,0.0,0.0,0.0
4,37,610280.0,4304950.0,0.0,0.0,0.0
5,37,612850.0,4304950.0,0.0,0.0,0.0
6,37,615420.0,4304950.0,0.0,0.0,0.0
7,37,617990.0,4304950.0,0.0,0.0,0.0
8,37,620560.0,4304950.0,0.0,0.0,0.0
9,37,623130.0,4304950.0,0.0,0.0,0.0
10,37,625700.0,4304950.0,0.0,0.0,0.0
11,37,628270.0,4304950.0,0.0,0.0,0.0
12,37,630840.0,4304950.0,0.0,0.0,0.0
13,37,633410.0,4304950.0,0.0,0.00463,0.0
14,37,635980.0,4304950.0,0.0,0.0,0.0
15,37,638550.0,4304950.0,0.0,0.0,0.0
16,37,641120.0,4304950.0,0.0,0.0,0.0
17,37,643690.0,4304950.0,0.0,0.0,0.0
18,37,646260.0,4304950.0,0.0,0.0,0.0
19,37,648830.0,4304950.0,0.0,0.0,0.0
20,37,651400.0,4304950.0,0.0,0.0,0.0
21,37,653970.0,4304950.0,0.0,0.0,0.0
22,37,656540.0,4304950.0,0.0,0.0,0.0
23,37,659110.0,4304950.0,0.0,0.0,0.0
24,37,661680.0,4304950.0,0.0,0.0,0.0
25,37,664250.0,4304950.0,0.0,0.0,0.0
26,37,666820.0,4304950.0,0.0,0.0,0.0
27,37,669390.0,4304950.0,0.0,0.0,0.0
28,37,671960.0,4304950.0,0.0,0.0,0.0
29,37,674530.0,4304950.0,0.0,0.0,0.0
30,37,677100.0,4304950.0,0.0,0.0,0.0
31,37,679670.0,4304950.0,0.0,0.0,0.0
32,37,682240.0,4304950.0,0.0,0.0,0.0
33,37,684810.0,4304950.0,0.0,0.0,0.0
34,37,687380.0,4304950.0,0.0,0.0,0.0
35,37,689950.0,4304950.0,0.0,0.0,0.0
36,37,692520.0,4304950.0,0.0,0.0,0.0
37,37,695090.0,4304950.0,2e-05,0.0,0.0
38,37,697660.0,4304950.0,0.0,0.0,0.0
39,37,700230.0,4304950.0,0.0,0.0,0.0
40,37,702800.0,4304950.0,0.0,0.0,0.0
41,37,705370.0,4304950.0,0.0,0.0,0.0
0,38,600000.0,4302380.0,0.0,0.0,0.0
1,38,602570.0,4302380.0,0.0,0.0,0.0
2,38,605140.0,4302380.0,0.0,0.0,0.0
3,38,607710.0,4302380.0,0.0,0.0,0.0
4,38,610280.0,4302380.0,0.0,0.0,0.0
5,38,612850.0,4302380.0,0.0,0.0,0.0
6,38,615420.0,4302380.0,3e-05,0.0,0.0
7,38,617990.0,4302380.0,0.0,0.0,0.0
8,38,620560.0,4302380.0,0.0,0.0,0.0
9,38,623130.0,4302380.0,0.0,0.0,0.0
10,38,625700.0,4302380.0,0.0,0.0,0.0
11,38,628270.0,4302380.0,0.0,0.0,0.0
12,38,630840.0,4302380.0,0.0,0.0,0.0
13,38,633410.0,4302380.0,0.0,0.0,0.0
14,38,635980.0,4302380.0,0.0,0.0,0.0
15,38,638550.0,4302380.0,0.0,0.0,0.0
16,38,641120.0,4302380.0,0.0,0.0,0.0
17,38,643690.0,4302380.0,0.0,0.0,0.0
18,38,646260.0,4302380.0,0.0,0.0,0.0
19,38,648830.0,4302380.0,0.0,0.0,0.0
20,38,651400.0,4302380.0,0.0,0.0,0.0
21,38,653970.0,4302380.0,0.0,0.0,0.0
22,38,656540.0,4302380.0,0.0,0.0,0.0
23,38,659110.0,4302380.0,0.0,0.0,0.0
24,38,661680.0,4302380.0,0.0,0.0,0.0
25,38,664250.0,4302380.0,0.0,0.0,0.0
26,38,666820.0,4302380.0,0.0,0.0,0.0
27,38,669390.0,4302380.0,0.0,0.0,0.0
28,38,671960.0,4302380.0,0.0,0.0,0.0
29,38,674530.0,4302380.0,0.0,0.0,0.0
30,38,677100.0,4302380.0,0.0,0.0,0.0
31,38,679670.0,4302380.0,0.0,0.0,0.0
32,38,682240.0,4302380.0,0.0,0.0,0.0
33,38,684810.0,4302380.0,0.0,0.0,0.0
34,38,687380.0,4302380.0,0.0,0.0,0.0
35,38,689950.0,4302380.0,0.0,0.0,0.0
36,38,692520.0,4302380.0,0.0,0.0,0.0
37,38,695090.0,4302380.0,0.0,0.0,0.0
38,38,697660.0,4302380.0,0.0,0.0,0.0
39,38,700230.0,4302380.0,0.0,0.0,0.0
40,38,702800.0,4302380.0,0.0,0.0,0.0
41,38,705370.0,4302380.0,0.0,0.0,0.0
0,39,600000.0,4299810.0,0.0,0.0,0.0
1,39,602570.0,4299810.0,0.0,0.0,0.0
2,39,605140.0,4299810.0,0.0,0.0,0.0
3,39,607710.0,4299810.0,0.0,0.0,0.0
4,39,610280.0,4299810.0,0.0,0.0,0.0
5,39,612850.0,4299810.0,0.0,0.0,0.0
6,39,615420.0,4299810.0,0.0,0.0,0.0
7,39,617990.0,4299810.0,0.0,0.0,0.0
8,39,620560.0,4299810.0,0.0,0.0,0.0
9,39,623130.0,4299810.0,0.0,0.0,0.0
10,39,625700.0,4299810.0,0.0,0.0,0.0
11,39,628270.0,4299810.0,0.0,0.0,0.0
12,39,630840.0,4299810.0,0.0,0.0,0.0
13,39,633410.0,4299810.0,0.0,0.0,0.0
14,39,635980.0,4299810.0,0.0,0.0,0.0
15,39,638550.0,4299810.0,0.0,0.0,0.0
16,39,641120.0,4299810.0,0.0,0.0,0.0
17,39,643690.0,4299810.0,0.0,0.0,0.0
18,39,646260.0,4299810.0,0.0,0.0,0.0
19,39,648830.0,4299810.0,0.0,0.0,0.0
20,39,651400.0,4299810.0,0.0,0.0,0.0
21,39,653970.0,4299810.0,0.0,0.0,0.0
22,39,656540.0,4299810.0,0.0,0.0,0.0
23,39,659110.0,4299810.0,0.0,0.0,0.0
24,39,661680.0,4299810.0,0.0,0.0,0.0
25,39,664250.0,4299810.0,0.0,0.0,0.0
26,39,666820.0,4299810.0,0.0,0.0,0.0
27,39,669390.0,4299810.0,0.0,0.0,0.0
28,39,671960.0,4299810.0,0.0,0.0,0.0
29,39,674530.0,4299810.0,0.0,0.0,0.0
30,39,677100.0,4299810.0,0.0,0.0,0.0
31,39,679670.0,4299810.0,0.0,0.0,0.0
32,39,682240.0,4299810.0,0.0,0.0,0.0
33,39,684810.0,4299810.0,0.0,0.0,0.0
34,39,687380.0,4299810.0,0.0,0.0,0.0
35,39,689950.0,4299810.0,0.0,0.0,0.0
36,39,692520.0,4299810.0,0.0,0.0,0.0
37,39,695090.0,4299810.0,0.0,0.0,0.0
38,39,697660.0,4299810.0,0.0,0.0,0.0
39,39,700230.0,4299810.0,0.0,0.0,0.0
40,39,702800.0,4299810.0,0.0,0.0,0.0
41,39,705370.0,4299810.0,0.0,0.0,0.0
0,40,600000.0,4297240.0,0.0,0.0,0.0
1,40,602570.0,4297240.0,0.0,0.0,0.0
2,40,605140.0,4297240.0,0.0,0.0,0.0
3,40,607710.0,4297240.0,0.0,0.0,0.0
4,40,610280.0,4297240.0,0.0,0.0,0.0
5,40,612850.0,4297240.0,0.0,0.0,0.0
6,40,615420.0,4297240.0,0.0,0.0,0.0
7,40,617990.0,4297240.0,0.0,0.0,0.0
8,40,620560.0,4297240.0,0.0,0.0,0.0
9,40,623130.0,4297240.0,0.0,0.0,0.0
10,40,625700.0,4297240.0,0.0,0.0,0.0
11,40,628270.0,4297240.0,0.0,0.0,0.0
12,40,630840.0,4297240.0,0.0,0.0,0.0
13,40,633410.0,4297240.0,0.0,0.0,0.0
14,40,635980.0,4297240.0,0.0,0.0,0.0
15,40,638550.0,4297240.0,0.0,0.0,0.0
16,40,641120.0,4297240.0,0.0,0.0,0.0
17,40,643690.0,4297240.0,0.0,0.0,0.0
18,40,646260.0,4297240.0,0.0,0.0,0.0
19,40,648830.0,4297240.0,0.0,0.0,0.0
20,40,651400.0,4297240.0,0.0,0.0,0.0
21,40,653970.0,4297240.0,0.0,0.0,0.0
22,40,656540.0,4297240.0,0.0,0.0,0.0
23,40,659110.0,4297240.0,0.0,0.0,0.0
24,40,661680.0,4297240.0,0.0,0.0,0.0
25,40,664250.0,4297240.0,0.0,0.0,0.0
26,40,666820.0,4297240.0,0.0,0.0,0.0
27,40,669390.0,4297240.0,0.0,0.0,0.0
28,40,671960.0,4297240.0,3e-05,0.0,0.0
29,40,674530.0,4297240.0,0.0,0.0,0.0
30,40,677100.0,4297240.0,0.0,0.0,0.0
31,40,679670.0,4297240.0,0.0,0.0,0.0
32,40,682240.0,4297240.0,0.0,0.0,0.0
33,40,684810.0,4297240.0,0.0,0.0,0.0
34,40,687380.0,4297240.0,0.0,0.0,0.0
35,40,689950.0,4297240.0,0.0,0.0,0.0
36,40,692520.0,4297240.0,0.0,0.0,0.0
37,40,695090.0,4297240.0,0.0,0.0,0.0
38,40,697660.0,4297240.0,0.0,0.0,0.0
39,40,700230.0,4297240.0,0.0,0.0,0.0
40,40,702800.0,4297240.0,0.0,0.0,0.0
41,40,705370.0,4297240.0,0.0,0.0,0.0
0,41,600000.0,4294670.0,0.0,0.0,0.0
1,41,602570.0,4294670.0,0.0,0.0,0.0
2,41,605140.0,4294670.0,0.0,0.0,0.0
3,41,607710.0,4294670.0,0.0,0.0,0.0
4,41,610280.0,4294670.0,0.0,0.0,0.0
5,41,612850.0,4294670.0,0.0,0.0,0.0
6,41,615420.0,4294670.0,0.0,0.0,0.0
7,41,617990.0,4294670.0,0.0,0.0,0.0
8,41,620560.0,4294670.0,0.0,0.0,0.0
9,41,623130.0,4294670.0,0.0,0.0,0.0
10,41,625700.0,4294670.0,0.0,0.0,0.0
11,41,628270.0,4294670.0,0.0,0.0,0.0
12,41,630840.0,4294670.0,0.0,0.0,0.0
13,41,633410.0,4294670.0,0.0,0.0,0.0
14,41,635980.0,4294670.0,8e-05,0.0,0.0
15,41,638550.0,4294670.0,0.0,0.0,0.0
16,41,641120.0,4294670.0,0.0,0.0,0.0
17,41,643690.0,4294670.0,0.0,0.0,0.0
18,41,646260.0,4294670.0,0.0,0.0,0.0
19,41,648830.0,4294670.0,0.0,0.0,0.0
20,41,651400.0,4294670.0,0.0,0.0,0.0
21,41,653970.0,4294670.0,0.0,0.0,0.0
22,41,656540.0,4294670.0,0.0,0.0,0.0
23,41,659110.0,4294670.0,0.0,0.0,0.0
24,41,661680.0,4294670.0,0.0,0.0,0.0
25,41,664250.0,4294670.0,0.0,0.0,0.0
26,41,666820.0,4294670.0,0.0,0.0,0.0
27,41,669390.0,4294670.0,5e-05,0.0,0.0
28,41,671960.0,4294670.0,0.0,0.0,0.0
29,41,674530.0,4294670.0,0.0,0.0,0.0
30,41,677100.0,4294670.0,0.0,0.0,0.0
31,41,679670.0,4294670.0,0.0,0.0,0.0
32,41,682240.0,4294670.0,0.0,0.0,0.0
33,41,684810.0,4294670.0,0.0,0.0,0.0
34,41,687380.0,4294670.0,0.0,0.0,0.0
35,41,689950.0,4294670.0,0.0,0.0,0.0
36,41,692520.0,4294670.0,0.0,0.0,0.0
37,41,695090.0,4294670.0,0.0,0.0,0.0
38,41,697660.0,4294670.0,0.0,0.0,0.0
39,41,700230.0,4294670.0,0.0,0.01142,0.0
40,41,702800.0,4294670.0,0.0,0.0,0.0
41,41,705370.0,4294670.0,0.0,0.0,0.0
