gx,gy,easting,northing,nodata,cloud_scl,snow
16,21,641120.0,4346070.0,0.0,0.0,0.0
17,21,643690.0,4346070.0,0.0,0.0,0.0
18,21,646260.0,4346070.0,0.0,0.0,0.0
19,21,648830.0,4346070.0,0.0,0.0,0.0
20,21,651400.0,4346070.0,0.0,0.0,0.0
21,21,653970.0,4346070.0,0.0,0.0,0.0
22,21,656540.0,4346070.0,0.0,0.0,0.0
23,21,659110.0,4346070.0,0.0,0.0,0.0
24,21,661680.0,4346070.0,0.0,0.0,0.0
25,21,664250.0,4346070.0,0.0,0.0,0.0
26,21,666820.0,4346070.0,0.0,0.0,0.0
27,21,669390.0,4346070.0,0.0,0.01713,0.0
28,21,671960.0,4346070.0,0.0,0.0,0.0
29,21,674530.0,4346070.0,0.0,0.0,0.0
30,21,677100.0,4346070.0,0.0,0.0,0.0
31,21,679670.0,4346070.0,0.0,0.0,0.0
32,21,682240.0,4346070.0,0.0,0.0,0.0
33,21,684810.0,4346070.0,0.0,0.0,0.0
34,21,687380.0,4346070.0,0.0,0.0,0.0
35,21,689950.0,4346070.0,0.0,0.0,0.0
36,21,692520.0,4346070.0,0.0,0.0,0.0
37,21,695090.0,4346070.0,0.0,0.0,0.0
38,21,697660.0,4346070.0,0.0,0.0,0.0
39,21,700230.0,4346070.0,0.0,0.0,0.0
40,21,702800.0,4346070.0,0.0,0.0,0.0
41,21,705370.0,4346070.0,0.0,0.0,0.0
0,22,600000.0,4343500.0,0.0,0.0,0.0
1,22,602570.0,4343500.0,0.0,0.0,0.0
2,22,605140.0,4343500.0,0.0,0.0,0.0
3,22,607710.0,4343500.0,0.0,0.0,0.0
4,22,610280.0,4343500.0,0.0,0.0,0.0
5,22,612850.0,4343500.0,0.0,0.0,0.0
6,22,615420.0,4343500.0,0.0,0.0009,0.0
7,22,617990.0,4343500.0,0.0,0.0,0.0
8,22,620560.0,4343500.0,0.0,0.0,0.00264
9,22,623130.0,4343500.0,0.0,0.0,0.0
10,22,625700.0,4343500.0,0.0,0.0,0.0
11,22,628270.0,4343500.0,0.0,0.0,0.0
12,22,630840.0,4343500.0,0.0,0.0,0.0
13,22,633410.0,4343500.0,0.0,0.0,0.0
14,22,635980.0,4343500.0,0.0,0.0,0.0
15,22,638550.0,4343500.0,0.0,0.0,0.0
16,22,641120.0,4343500.0,0.0,0.0,0.0
17,22,643690.0,4343500.0,0.0,0.0,0.0
18,22,646260.0,4343500.0,0.0,0.0,0.0
19,22,648830.0,4343500.0,0.0,0.0,0.0
20,22,651400.0,4343500.0,0.0,0.0,0.0
21,22,653970.0,4343500.0,0.0,0.0,0.0
22,22,656540.0,4343500.0,0.0,0.0,0.0
23,22,659110.0,4343500.0,0.0,0.0,0.0
24,22,661680.0,4343500.0,0.0,0.0,0.0
25,22,664250.0,4343500.0,0.0,0.0,0.0
26,22,666820.0,4343500.0,0.0,0.0,0.0
27,22,669390.0,4343500.0,0.0,0.0,0.0
28,22,671960.0,4343500.0,0.0,0.0,0.0
29,22,674530.0,4343500.0,0.0,0.0,0.0
30,22,677100.0,4343500.0,0.0,0.0,0.0
31,22,679670.0,4343500.0,0.0,0.0,0.0
32,22,682240.0,4343500.0,0.0,0.0,0.0
33,22,684810.0,4343500.0,0.0,0.0,0.0
34,22,687380.0,4343500.0,0.0,0.0,0.0
35,22,689950.0,4343500.0,0.0,0.0,0.0
36,22,692520.0,4343500.0,0.0,0.0,0.0
37,22,695090.0,4343500.0,0.0,0.0,0.0
38,22,697660.0,4343500.0,0.0,0.0,0.0
39,22,700230.0,4343500.0,0.0,0.0,0.0
40,22,702800.0,4343500.0,0.0,0.0,0.0
41,22,705370.0,4343500.0,0.0,0.0,0.0
0,23,600000.0,4340930.0,0.0,0.0,0.0
1,23,602570.0,4340930.0,0.0,0.0,0.0
2,23,605140.0,4340930.0,0.0,0.0,0.0
3,23,607710.0,4340930.0,0.0,0.0,0.0
4,23,610280.0,4340930.0,0.0,0.0,0.0
5,23,612850.0,4340930.0,0.0,0.0,0.0
6,23,615420.0,4340930.0,0.0,0.0,0.0012
7,23,617990.0,4340930.0,0.0,0.0,0.0
8,23,620560.0,4340930.0,0.0,0.04711,0.0015
9,23,623130.0,4340930.0,0.0,0.0,0.0
10,23,625700.0,4340930.0,0.0,0.0,0.0
11,23,628270.0,4340930.0,0.0,0.0,0.0
12,23,630840.0,4340930.0,0.0,0.0,0.0
13,23,633410.0,4340930.0,0.0,0.0,0.0
14,23,635980.0,4340930.0,0.0,0.0,0.0
15,23,638550.0,4340930.0,0.0,0.0,0.0
16,23,641120.0,4340930.0,0.0,0.0,0.0
17,23,643690.0,4340930.0,0.0,0.0,0.0
18,23,646260.0,4340930.0,0.0,0.0,0.0
19,23,648830.0,4340930.0,0.0,0.0,0.0
20,23,651400.0,4340930.0,0.0,0.0,0.0
21,23,653970.0,4340930.0,0.0,0.0,0.0
22,23,656540.0,4340930.0,0.0,0.0,0.0
23,23,659110.0,4340930.0,0.0,0.0,0.0
24,23,661680.0,4340930.0,0.0,0.0,0.0
25,23,664250.0,4340930.0,0.0,0.0,0.0
26,23,666820.0,4340930.0,0.0,0.0,0.0
27,23,669390.0,4340930.0,0.0,0.0,0.0
28,23,671960.0,4340930.0,0.0,0.0,0.0
29,23,674530.0,4340930.0,0.0,0.0,0.0
30,23,677100.0,4340930.0,0.0,0.0,0.0
31,23,679670.0,4340930.0,0.0,0.0,0.0
32,23,682240.0,4340930.0,0.0,0.0,0.0
33,23,684810.0,4340930.0,0.0,0.0,0.0
34,23,687380.0,4340930.0,0.0,0.0,0.0
35,23,689950.0,4340930.0,0.0,0.0,0.0
36,23,692520.0,4340930.0,0.0,0.0,0.0
37,23,695090.0,4340930.0,0.0,0.0,0.0
38,23,697660.0,4340930.0,0.0,0.0,0.0
39,23,700230.0,4340930.0,0.0,0.0,0.0
40,23,702800.0,4340930.0,0.0,0.0,0.0
41,23,705370.0,4340930.0,0.0,0.0,0.0
0,24,600000.0,4338360.0,0.0,0.0,0.0
1,24,602570.0,4338360.0,0.0,0.0,0.0
2,24,605140.0,4338360.0,0.0,0.0,0.0
3,24,607710.0,4338360.0,0.0,0.0,0.0
4,24,610280.0,4338360.0,0.0,0.0,0.0
5,24,612850.0,4338360.0,0.0,0.0,0.0
6,24,615420.0,4338360.0,0.0,0.0,0.0
7,24,617990.0,4338360.0,0.0,0.0,0.0
8,24,620560.0,4338360.0,0.0,0.08052,0.0
9,24,623130.0,4338360.0,0.0,0.0,0.00517
10,24,625700.0,4338360.0,0.0,0.0,0.0
11,24,628270.0,4338360.0,0.0,0.0,0.0
12,24,630840.0,4338360.0,0.0,0.0,0.0
13,24,633410.0,4338360.0,0.0,0.0,0.0
14,24,635980.0,4338360.0,0.0,0.0,0.0
15,24,638550.0,4338360.0,0.0,0.0,0.0
16,24,641120.0,4338360.0,0.0,0.0,0.0
17,24,643690.0,4338360.0,0.0,0.0,0.0
18,24,646260.0,4338360.0,0.0,0.0,0.0
19,24,648830.0,4338360.0,0.0,0.0,0.0
20,24,651400.0,4338360.0,0.0,0.0,0.0
21,24,653970.0,4338360.0,0.0,0.0,0.0
22,24,656540.0,4338360.0,0.0,0.0,0.0
23,24,659110.0,4338360.0,0.0,0.0,0.0
24,24,661680.0,4338360.0,0.0,0.0,0.0
25,24,664250.0,4338360.0,0.0,0.0,0.0
26,24,666820.0,4338360.0,0.0,0.0,0.0
27,24,669390.0,4338360.0,0.0,0.0,0.0
28,24,671960.0,4338360.0,0.0,0.0,0.0
29,24,674530.0,4338360.0,0.0,0.0,0.0
30,24,677100.0,4338360.0,0.0,0.0,0.0
31,24,679670.0,4338360.0,0.0,0.0,0.0
32,24,682240.0,4338360.0,0.0,0.0,0.0
33,24,684810.0,4338360.0,0.0,0.0,0.0
34,24,687380.0,4338360.0,0.0,0.0,0.0
35,24,689950.0,4338360.0,0.0,0.0,0.0
36,24,692520.0,4338360.0,0.0,0.0,0.0
37,24,695090.0,4338360.0,0.0,0.0,0.0
38,24,697660.0,4338360.0,0.0,0.0,0.0
39,24,700230.0,4338360.0,0.0,0.0,0.0
40,24,702800.0,4338360.0,0.0,0.0,0.0
41,24,705370.0,4338360.0,0.0,0.0,0.0
0,25,600000.0,4335790.0,0.0,0.0,0.0
1,25,602570.0,4335790.0,0.0,0.0,0.0
2,25,605140.0,4335790.0,0.0,0.0,0.0
3,25,607710.0,4335790.0,0.0,0.0,0.0
4,25,610280.0,4335790.0,0.0,0.0,0.0
5,25,612850.0,4335790.0,0.0,0.0,0.0
6,25,615420.0,4335790.0,0.0,0.0,0.0
7,25,617990.0,4335790.0,0.0,0.0,0.0
8,25,620560.0,4335790.0,0.0,0.0,0.0
9,25,623130.0,4335790.0,0.0,0.0,0.0
10,25,625700.0,4335790.0,0.0,0.0,0.0
11,25,628270.0,4335790.0,0.0,0.0,0.0
12,25,630840.0,4335790.0,0.0,0.0,0.0
13,25,633410.0,4335790.0,0.0,0.0,0.0
14,25,635980.0,4335790.0,0.0,0.0,0.0
15,25,638550.0,4335790.0,0.0,0.0,0.0
16,25,641120.0,4335790.0,0.0,0.0,0.0
17,25,643690.0,4335790.0,0.0,0.0,0.0
18,25,646260.0,4335790.0,0.0,0.0,0.0
19,25,648830.0,4335790.0,0.0,0.0,0.0
20,25,651400.0,4335790.0,0.0,0.0,0.0
21,25,653970.0,4335790.0,0.0,0.0,0.0
22,25,656540.0,4335790.0,0.0,0.0,0.0
23,25,659110.0,4335790.0,0.0,0.0,0.0
24,25,661680.0,4335790.0,0.0,0.0,0.0
25,25,664250.0,4335790.0,0.0,0.0,0.0
26,25,666820.0,4335790.0,0.0,0.0,0.0
27,25,669390.0,4335790.0,0.0,0.0,0.0
28,25,671960.0,4335790.0,0.0,0.0,0.0
29,25,674530.0,4335790.0,0.0,0.0,0.0
30,25,677100.0,4335790.0,0.0,0.0,0.0
31,25,679670.0,4335790.0,0.0,0.0,0.0
32,25,682240.0,4335790.0,0.0,0.0,0.0
33,25,684810.0,4335790.0,0.0,0.0,0.0
34,25,687380.0,4335790.0,0.0,0.0,0.0
35,25,689950.0,4335790.0,0.00012,0.0,0.0
36,25,692520.0,4335790.0,0.0,0.0,0.0
37,25,695090.0,4335790.0,0.0,0.0,0.0
38,25,697660.0,4335790.0,0.0,0.0,0.0
39,25,700230.0,4335790.0,0.0,0.0,0.0
40,25,702800.0,4335790.0,0.0,0.0,0.0
41,25,705370.0,4335790.0,0.0,0.0,0.0
0,26,600000.0,4333220.0,0.0,0.0,0.0
1,26,602570.0,4333220.0,0.0,0.0,0.0
2,26,605140.0,4333220.0,0.0,0.0,0.0
3,26,607710.0,4333220.0,0.0,0.0,0.0
4,26,610280.0,4333220.0,0.0,0.0,0.0
5,26,612850.0,4333220.0,0.0,0.0,0.0
6,26,615420.0,4333220.0,0.0,0.0,0.0
7,26,617990.0,4333220.0,0.0,0.0,0.0
8,26,620560.0,4333220.0,0.0,0.0,0.0
9,26,623130.0,4333220.0,0.0,0.0,0.0
10,26,625700.0,4333220.0,0.0,0.0,0.0
11,26,628270.0,4333220.0,0.0,0.0,0.0
12,26,630840.0,4333220.0,0.0,0.0,0.0
13,26,633410.0,4333220.0,0.0,0.0,0.01959
14,26,635980.0,4333220.0,0.0,0.0,0.0247
15,26,638550.0,4333220.0,0.0,0.0,0.0
16,26,641120.0,4333220.0,0.0,0.0,0.0
17,26,643690.0,4333220.0,0.0,0.0,0.0
18,26,646260.0,4333220.0,0.0,0.0,0.0
19,26,648830.0,4333220.0,0.0,0.0,0.0
20,26,651400.0,4333220.0,0.0,0.0,0.0
21,26,653970.0,4333220.0,0.0,0.0,0.0
22,26,656540.0,4333220.0,0.0,0.0,0.0
23,26,659110.0,4333220.0,0.0,0.0,0.0
24,26,661680.0,4333220.0,0.0,0.0,0.0
25,26,664250.0,4333220.0,0.0,0.0,0.0
26,26,666820.0,4333220.0,0.0,0.0,0.0
27,26,669390.0,4333220.0,0.0,0.0,0.0
28,26,671960.0,4333220.0,0.0,0.0,0.0
29,26,674530.0,4333220.0,0.0,0.0,0.0
30,26,677100.0,4333220.0,0.0,0.0,0.0
31,26,679670.0,4333220.0,0.0,0.0,0.0
32,26,682240.0,4333220.0,0.0,0.0,0.0
33,26,684810.0,4333220.0,0.0,0.0,0.0
34,26,687380.0,4333220.0,0.0,0.0,0.0
35,26,689950.0,4333220.0,0.0,0.0,0.0
36,26,692520.0,4333220.0,0.0,0.0,0.0
37,26,695090.0,4333220.0,0.0,0.0,0.0
38,26,697660.0,4333220.0,0.0,0.0,0.0
39,26,700230.0,4333220.0,0.0,0.0,0.0
40,26,702800.0,4333220.0,0.0,0.0,0.0
41,26,705370.0,4333220.0,0.0,0.0,0.0
0,27,600000.0,4330650.0,0.0,0.0,0.0
1,27,602570.0,4330650.0,0.0,0.0,0.0
2,27,605140.0,4330650.0,0.0,0.0,0.0
3,27,607710.0,4330650.0,0.0,0.0,0.0
4,27,610280.0,4330650.0,0.0,0.0,0.0
5,27,612850.0,4330650.0,0.0,0.0,0.0
6,27,615420.0,4330650.0,0.0,0.0,0.0
7,27,617990.0,4330650.0,0.0,0.0,0.0
8,27,620560.0,4330650.0,0.0,0.0,0.0
9,27,623130.0,4330650.0,0.0,0.0,0.0
10,27,625700.0,4330650.0,0.0,0.0,0.0
11,27,628270.0,4330650.0,0.0,0.0,0.0
12,27,630840.0,4330650.0,0.0,0.0,0.0
13,27,633410.0,4330650.0,0.0,0.0,0.0
14,27,635980.0,4330650.0,0.0,0.0,0.0
15,27,638550.0,4330650.0,0.0,0.0,0.0
16,27,641120.0,4330650.0,0.0,0.0,0.0
17,27,643690.0,4330650.0,0.0,0.0,0.0
18,27,646260.0,4330650.0,0.0,0.0,0.0
19,27,648830.0,4330650.0,0.0,0.0,0.0
20,27,651400.0,4330650.0,0.0,0.0,0.0
21,27,653970.0,4330650.0,0.0,0.0,0.0
22,27,656540.0,4330650.0,0.0,0.0,0.0
23,27,659110.0,4330650.0,0.0,0.0,0.0
24,27,661680.0,4330650.0,0.0,0.0,0.0
25,27,664250.0,4330650.0,0.0,0.0,0.0
26,27,666820.0,4330650.0,0.0,0.0,0.0
27,27,669390.0,4330650.0,0.0,0.0,0.0
28,27,671960.0,4330650.0,0.0,0.0,0.0
29,27,674530.0,4330650.0,0.0,0.0,0.0
30,27,677100.0,4330650.0,0.0,0.0,0.0
31,27,679670.0,4330650.0,0.0,0.0,0.0
32,27,682240.0,4330650.0,0.0,0.0,0.0
33,27,684810.0,4330650.0,0.0,0.0,0.0
34,27,687380.0,4330650.0,0.0,0.0,0.0
35,27,689950.0,4330650.0,0.0,0.0,0.0
36,27,692520.0,4330650.0,0.0,0.0,0.0
37,27,695090.0,4330650.0,0.0,0.0,0.0
38,27,697660.0,4330650.0,0.0,0.0,0.0
39,27,700230.0,4330650.0,0.0,0.0,0.0
40,27,702800.0,4330650.0,0.0,0.0,0.0
41,27,705370.0,4330650.0,0.0,0.0,0.0
0,28,600000.0,4328080.0,0.0,0.0,0.0
1,28,602570.0,4328080.0,0.0,0.0,0.0
2,28,605140.0,4328080.0,0.0,0.0,0.0
3,28,607710.0,4328080.0,0.0,0.0,0.0
4,28,610280.0,4328080.0,0.0,0.0,0.0
5,28,612850.0,4328080.0,0.0,0.0,0.0
6,28,615420.0,4328080.0,0.0,0.0,0.0
7,28,617990.0,4328080.0,0.0,0.0,0.0
8,28,620560.0,4328080.0,0.0,0.0,0.0
9,28,623130.0,4328080.0,0.0,0.0,0.0
10,28,625700.0,4328080.0,0.0,0.0,0.0
11,28,628270.0,4328080.0,0.0,0.0,0.0
12,28,630840.0,4328080.0,0.0,0.0,0.0
13,28,633410.0,4328080.0,0.0,0.0,0.0
14,28,635980.0,4328080.0,0.0,0.0,0.0
15,28,638550.0,4328080.0,0.0,0.0,0.0
16,28,641120.0,4328080.0,0.0,0.0,0.0
17,28,643690.0,4328080.0,0.0,0.0,0.0
18,28,646260.0,4328080.0,0.0,0.0,0.0
19,28,648830.0,4328080.0,0.0,0.0,0.0
20,28,651400.0,4328080.0,0.0,0.0,0.0
21,28,653970.0,4328080.0,0.0,0.0,0.0
22,28,656540.0,4328080.0,0.0,0.0,0.0
23,28,659110.0,4328080.0,0.0,0.0,0.0
24,28,661680.0,4328080.0,0.0,0.0,0.0
25,28,664250.0,4328080.0,0.0,0.0,0.0
26,28,666820.0,4328080.0,0.0,0.0,0.0
27,28,669390.0,4328080.0,0.0,0.0,0.0
28,28,671960.0,4328080.0,0.0,0.0,0.0
29,28,674530.0,4328080.0,0.0,0.0,0.0
30,28,677100.0,4328080.0,0.0,0.0,0.0
31,28,679670.0,4328080.0,0.0,0.0,0.0
32,28,682240.0,4328080.0,0.0,0.0,0.0
33,28,684810.0,4328080.0,0.0,0.0,0.0
34,28,687380.0,4328080.0,0.0,0.0,0.0
35,28,689950.0,4328080.0,0.0,0.0,0.0
36,28,692520.0,4328080.0,0.0,0.0,0.0
37,28,695090.0,4328080.0,0.0,0.0,0.0
38,28,697660.0,4328080.0,0.0,0.0,0.0
39,28,700230.0,4328080.0,0.0,0.0,0.0
40,28,702800.0,4328080.0,0.0,0.0,0.0
41,28,705370.0,4328080.0,0.0,0.0,0.0
0,29,600000.0,4325510.0,0.0,0.0,0.0
1,29,602570.0,4325510.0,0.0,0.0,0.0
2,29,605140.0,4325510.0,0.0,0.0,0.0
3,29,607710.0,4325510.0,0.0,0.0,0.0
4,29,610280.0,4325510.0,0.0,0.0,0.0
5,29,612850.0,4325510.0,0.0,0.0,0.0
6,29,615420.0,4325510.0,0.0,0.0,0.0
7,29,617990.0,4325510.0,0.0,0.0,0.0
8,29,620560.0,4325510.0,0.0,0.0,0.0
9,29,623130.0,4325510.0,0.0,0.0,0.0
10,29,625700.0,4325510.0,0.0,0.0,0.0
11,29,628270.0,4325510.0,0.0,0.0,0.0
12,29,630840.0,4325510.0,0.0,0.0,0.0
13,29,633410.0,4325510.0,0.0,0.0,0.0
14,29,635980.0,4325510.0,0.0,0.0,0.0
15,29,638550.0,4325510.0,0.0,0.0,0.0
16,29,641120.0,4325510.0,0.0,0.0,0.0
17,29,643690.0,4325510.0,0.0,0.0,0.0
18,29,646260.0,4325510.0,0.0,0.0,0.0
19,29,648830.0,4325510.0,0.0,0.0,0.0
20,29,651400.0,4325510.0,0.0,0.0,0.0
21,29,653970.0,4325510.0,0.0,0.0,0.0
22,29,656540.0,4325510.0,0.0,0.0,0.0
23,29,659110.0,4325510.0,0.0,0.0,0.0
24,29,661680.0,4325510.0,0.0,0.0,0.0
25,29,664250.0,4325510.0,0.0,0.0,0.0
26,29,666820.0,4325510.0,0.0,0.0,0.0
27,29,669390.0,4325510.0,0.0,0.0,0.0
28,29,671960.0,4325510.0,0.0,0.0,0.0
29,29,674530.0,4325510.0,0.0,0.0,0.0
30,29,677100.0,4325510.0,0.0,0.0,0.0
31,29,679670.0,4325510.0,0.0,0.0,0.0
32,29,682240.0,4325510.0,0.0,0.0,0.0
33,29,684810.0,4325510.0,0.0,0.0,0.0
34,29,687380.0,4325510.0,0.0,0.0,0.0
35,29,689950.0,4325510.0,0.0,0.0,0.0
36,29,692520.0,4325510.0,0.0,0.0,0.0
37,29,695090.0,4325510.0,0.0,0.0,0.0
38,29,697660.0,4325510.0,0.0,0.0,0.0
39,29,700230.0,4325510.0,0.0,0.0,0.0
40,29,702800.0,4325510.0,0.0,0.0,0.0
41,29,705370.0,4325510.0,0.0,0.0,0.0
0,30,600000.0,4322940.0,0.0,0.0,0.0
1,30,602570.0,4322940.0,0.0,0.0,0.0
2,30,605140.0,4322940.0,0.0,0.0,0.0
3,30,607710.0,4322940.0,0.0,0.00036,0.0
4,30,610280.0,4322940.0,0.0,0.0,0.0
5,30,612850.0,4322940.0,0.0,0.0,0.0
6,30,615420.0,4322940.0,0.0,0.0,0.0
7,30,617990.0,4322940.0,0.0,0.0,0.0
8,30,620560.0,4322940.0,0.0,0.0,0.0
9,30,623130.0,4322940.0,0.0,0.0,0.0
10,30,625700.0,4322940.0,0.0,0.0,0.0
11,30,628270.0,4322940.0,0.0,0.0,0.0
12,30,630840.0,4322940.0,0.0,0.0,0.0
13,30,633410.0,4322940.0,0.0,0.0,0.0
14,30,635980.0,4322940.0,0.0,0.0,0.0
15,30,638550.0,4322940.0,0.0,0.0,0.0
16,30,641120.0,4322940.0,0.0,0.0,0.0
17,30,643690.0,4322940.0,0.0,0.0,0.0
18,30,646260.0,4322940.0,0.0,0.0,0.0
19,30,648830.0,4322940.0,0.0,0.0,0.0
20,30,651400.0,4322940.0,0.0,0.0,0.0
21,30,653970.0,4322940.0,0.0,0.0,0.0
22,30,656540.0,4322940.0,0.0,0.0,0.0
23,30,659110.0,4322940.0,0.0,0.0,0.0
24,30,661680.0,4322940.0,0.0,0.0,0.0
25,30,664250.0,4322940.0,0.0,0.0,0.0
26,30,666820.0,4322940.0,0.0,0.0,0.0
27,30,669390.0,4322940.0,0.0,0.0,0.0
28,30,671960.0,4322940.0,0.0,0.0,0.0
29,30,674530.0,4322940.0,0.0,0.0,0.0
30,30,677100.0,4322940.0,0.0,0.0,0.0
31,30,679670.0,4322940.0,0.0,0.0,0.0
32,30,682240.0,4322940.0,0.0,0.0,0.0
33,30,684810.0,4322940.0,0.0,0.0,0.0
34,30,687380.0,4322940.0,0.0,0.0,0.0
35,30,689950.0,4322940.0,0.0,0.0,0.0
36,30,692520.0,4322940.0,0.0,0.0,0.0
37,30,695090.0,4322940.0,0.0,0.0,0.0
38,30,697660.0,4322940.0,0.0,0.0,0.0
39,30,700230.0,4322940.0,0.0,0.0,0.0
40,30,702800.0,4322940.0,0.0,0.0,0.0
41,30,705370.0,4322940.0,0.0,0.0,0.0
0,31,600000.0,4320370.0,2e-05,0.0,0.0
1,31,602570.0,4320370.0,0.0,0.0,0.0
2,31,605140.0,4320370.0,0.0,0.0,0.0
3,31,607710.0,4320370.0,0.0,0.0,0.0
4,31,610280.0,4320370.0,0.0,0.0,0.0
5,31,612850.0,4320370.0,0.0,0.0,0.0
6,31,615420.0,4320370.0,0.0,0.0,0.0
7,31,617990.0,4320370.0,0.0,0.0,0.0
8,31,620560.0,4320370.0,0.0,0.0,0.0
9,31,623130.0,4320370.0,0.0,0.0,0.0
10,31,625700.0,4320370.0,0.0,0.0,0.0
11,31,628270.0,4320370.0,0.0,0.0,0.0
12,31,630840.0,4320370.0,0.0,0.0,0.0
13,31,633410.0,4320370.0,0.0,0.0,0.0
14,31,635980.0,4320370.0,0.0,0.0,0.0
15,31,638550.0,4320370.0,0.0,0.0,0.0
16,31,641120.0,4320370.0,0.0,0.0,0.0
17,31,643690.0,4320370.0,0.0,0.0,0.0
18,31,646260.0,4320370.0,0.0,0.0,0.0
19,31,648830.0,4320370.0,0.0,0.0,0.0
20,31,651400.0,4320370.0,0.0,0.0,0.0
21,31,653970.0,4320370.0,0.0,0.0,0.0
22,31,656540.0,4320370.0,0.0,0.0,0.0
23,31,659110.0,4320370.0,0.0,0.0,0.0
24,31,661680.0,4320370.0,0.0,0.0,0.0
25,31,664250.0,4320370.0,0.0,0.0,0.0
26,31,666820.0,4320370.0,0.0,0.0,0.0
27,31,669390.0,4320370.0,0.0,0.0,0.0
28,31,671960.0,4320370.0,0.0,0.0,0.0
29,31,674530.0,4320370.0,0.0,0.0,0.0
30,31,677100.0,4320370.0,0.0,0.0,0.0
31,31,679670.0,4320370.0,0.0,0.0,0.0
32,31,682240.0,4320370.0,0.0,0.0,0.0
33,31,684810.0,4320370.0,0.0,0.0,0.0
34,31,687380.0,4320370.0,0.0,0.0,0.0
35,31,689950.0,4320370.0,0.0,0.0,0.0
36,31,692520.0,4320370.0,0.0,0.0,0.0
37,31,695090.0,4320370.0,0.0,0.0,0.0
38,31,697660.0,4320370.0,0.0,0.0,0.0
39,31,700230.0,4320370.0,0.0,0.0,0.0
40,31,702800.0,4320370.0,0.0,0.0,0.0
41,31,705370.0,4320370.0,0.0,0.0,0.0
0,32,600000.0,4317800.0,8e-05,0.0,0.0
1,32,602570.0,4317800.0,0.0,0.0,0.0
2,32,605140.0,4317800.0,0.0,0.0,0.0
3,32,607710.0,4317800.0,0.0,0.0,0.0
4,32,610280.0,4317800.0,0.0,0.0,0.0
5,32,612850.0,4317800.0,0.0,0.0,0.0
6,32,615420.0,4317800.0,0.0,0.0,0.0
7,32,617990.0,4317800.0,0.0,0.0,0.0
8,32,620560.0,4317800.0,0.0,0.0,0.0
9,32,623130.0,4317800.0,0.0,0.0,0.0
10,32,625700.0,4317800.0,0.0,0.0,0.0
11,32,628270.0,4317800.0,0.0,0.0,0.0
12,32,630840.0,4317800.0,0.0,0.0,0.0
13,32,633410.0,4317800.0,0.0,0.0,0.0
14,32,635980.0,4317800.0,0.0,0.0,0.0
15,32,638550.0,4317800.0,0.0,0.0,0.0
16,32,641120.0,4317800.0,0.0,0.0,0.0
17,32,643690.0,4317800.0,0.0,0.0,0.0
18,32,646260.0,4317800.0,0.0,0.0,0.0
19,32,648830.0,4317800.0,0.0,0.0,0.0
20,32,651400.0,4317800.0,0.0,0.0,0.0
21,32,653970.0,4317800.0,0.0,0.0,0.0
22,32,656540.0,4317800.0,0.0,0.0,0.0
23,32,659110.0,4317800.0,0.0,0.0,0.0
24,32,661680.0,4317800.0,0.0,0.0,0.0
25,32,664250.0,4317800.0,0.0,0.0,0.0
26,32,666820.0,4317800.0,0.0,0.0,0.0
27,32,669390.0,4317800.0,0.0,0.0,0.0
28,32,671960.0,4317800.0,0.0,0.0,0.0
29,32,674530.0,4317800.0,0.0,0.0,0.0
30,32,677100.0,4317800.0,0.0,0.0,0.0
31,32,679670.0,4317800.0,0.0,0.0,0.0
32,32,682240.0,4317800.0,0.0,0.0,0.0
33,32,684810.0,4317800.0,0.0,0.0,0.0
34,32,687380.0,4317800.0,0.0,0.0,0.0
35,32,689950.0,4317800.0,0.0,0.0,0.0
36,32,692520.0,4317800.0,0.0,0.0,0.0
37,32,695090.0,4317800.0,0.0,0.0,0.0
38,32,697660.0,4317800.0,0.0,0.0,0.0
39,32,700230.0,4317800.0,0.0,0.0,0.0
40,32,702800.0,4317800.0,0.0,0.0,0.0
41,32,705370.0,4317800.0,0.0,0.0,0.0
0,33,600000.0,4315230.0,0.0,0.0,0.0
1,33,602570.0,4315230.0,0.0,0.0,0.0
2,33,605140.0,4315230.0,0.0,0.0,0.0
3,33,607710.0,4315230.0,0.0,0.0,0.0
4,33,610280.0,4315230.0,0.0,0.0,0.0
5,33,612850.0,4315230.0,0.0,0.0,0.0
6,33,615420.0,4315230.0,0.0,0.0,0.0
7,33,617990.0,4315230.0,0.0,0.0,0.0
8,33,620560.0,4315230.0,0.0,0.0,0.0
9,33,623130.0,4315230.0,0.0,0.0,0.0
10,33,625700.0,4315230.0,0.0,0.0,0.0
11,33,628270.0,4315230.0,0.0,0.0,0.0
12,33,630840.0,4315230.0,0.0,0.0,0.0
13,33,633410.0,4315230.0,0.0,0.0,0.0
14,33,635980.0,4315230.0,0.0,0.0,0.0
15,33,638550.0,4315230.0,0.0,0.0,0.0
16,33,641120.0,4315230.0,0.0,0.0,0.0
17,33,643690.0,4315230.0,0.0,0.0,0.0
18,33,646260.0,4315230.0,0.0,0.0,0.0
19,33,648830.0,4315230.0,0.0,0.0,0.0
20,33,651400.0,4315230.0,0.0,0.0,0.0
21,33,653970.0,4315230.0,0.0,0.0,0.0
22,33,656540.0,4315230.0,0.0,0.0,0.0
23,33,659110.0,4315230.0,0.0,0.0,0.0
24,33,661680.0,4315230.0,0.0,0.0,0.0
25,33,664250.0,4315230.0,0.0,0.0,0.0
26,33,666820.0,4315230.0,0.0,0.0,0.0
27,33,669390.0,4315230.0,0.0,0.0,0.0
28,33,671960.0,4315230.0,0.0,0.0,0.0
