stem,pre_med,pre_n,C1_med,C1_n,C2_med,C2_n,C4_med,C4_n,C5_med,C5_n
ank_0_10,3.5727471516299905,53,1.585808910051227,78,2.2175218755561366,72,2.0810579006015786,69,1.5239237884739074,88
ank_0_16,1.7794117572928982,77,0.7217121858277589,79,0.5426791486239396,138,0.9453731218301438,100,0.5669883739754685,130
ank_0_30,3.446224904304089,34,2.9244897398256358,34,3.7623319713961356,29,3.2375138344355943,26,2.014383872732827,35
ank_0_41,2.1414429988142,32,0.8796443402396958,45,1.0531396444943733,49,1.529488429729624,40,0.7100052826614531,60
ank_10_1,1.4076327083073523,74,1.292845321061102,94,0.6066848615119201,146,1.3748846300095816,94,0.7056996816199597,155
ank_11_14,1.8192047515453464,53,1.335507644556227,68,0.6007809194617975,96,2.1020585435790036,50,0.777568832389647,98
ank_12_21,3.6687100519133344,55,2.9472748010022345,53,3.384118942137855,58,3.868461364955721,48,2.3788302341336705,70
ank_12_28,4.148737253943167,29,3.796596052037235,33,2.501246206768253,27,3.4463243026222,36,3.2960298775013754,36
ank_12_35,1.8827222694319123,56,0.45575034185899915,133,0.40129913205788326,263,0.7453770299001818,118,0.45709692032364957,226
ank_13_12,1.8296589099999625,83,2.0879890503713376,75,0.7231717470372098,123,1.3004332395158198,99,0.7118759192401597,112
ank_13_17,2.40932319308119,48,2.5649761518569525,41,1.0784309763337374,68,2.798964777800433,66,1.047234508109225,75
ank_13_21,2.361124845412062,56,3.685679795849471,51,2.2431682394296883,52,2.926162156615911,43,2.305359246049661,75
ank_13_29,2.4747231628745565,44,3.6653854612187597,48,1.2119571701240845,48,3.5965106203402564,31,1.2547966324117388,82
ank_13_34,2.6576811136475333,21,4.556997748886256,23,3.417929598477181,40,3.6173638352561555,26,2.927233774658756,47
ank_13_6,1.8831103007537435,72,1.2776602798910202,121,0.5349374381438101,160,0.9378088797815854,97,0.5585151766252283,168
ank_14_33,3.023045039824054,24,0.8792312243403421,32,0.8287876654543144,71,1.6375927436234567,35,0.6906925474522134,63
ank_14_9,2.641791696683742,60,0.9746382171049366,76,0.7317549688248257,85,2.473483715895493,80,1.0427682447004747,76
ank_15_22,3.388774697360242,47,2.784610957992346,75,1.650255428938917,59,3.2130953605658097,51,1.7167273823041795,104
ank_15_41,3.6136167013673552,30,4.141517012709869,38,1.8914815166970307,44,3.1088659712078277,34,2.579890966069612,51
ank_15_6,2.5788618794043954,58,0.9254430482407168,90,0.5231201136306667,175,1.160974411247904,109,0.530446307584884,135
ank_16_36,3.8246085668434584,11,3.582030916365815,15,2.961240786761139,24,4.4747952190502405,15,2.7485815836703695,22
ank_16_9,2.458009300731516,38,1.8655736738342577,69,0.6370654385019765,105,1.7623863798121806,65,0.5141192708194842,84
ank_17_17,3.2964406701328497,62,3.060456731466707,44,2.870061152242798,46,3.1504152455372436,41,3.037494451472371,79
ank_17_19,2.732016847994027,55,3.685151481633547,67,1.3428730079696969,70,3.6766237901535517,66,2.1763416695443962,59
ank_17_22,4.044052899922436,41,3.1945245120140955,50,2.3747938753761195,62,2.4172107620554963,53,2.1147981115321537,74
ank_17_31,2.5965451202702488,61,0.6381379646089433,121,0.4222793371266239,159,0.7764359804805705,94,0.5473927219397317,232
ank_17_32,3.0338922631839655,41,1.8623120852732051,34,2.405388334642837,49,2.549587582139388,39,1.2375129971169765,74
ank_18_16,3.662567148824515,46,1.88792886667042,68,1.7053772719271358,85,2.2084644944707224,64,1.9789376346782568,88
ank_18_27,2.731841450892978,37,2.824920276626255,62,2.9239478364107883,39,3.5155832291527402,55,2.002868790419804,75
ank_18_29,2.108913983042069,56,0.7896298200936795,64,0.6797757060336628,92,1.848679642908607,72,0.8651018723340416,105
ank_18_37,1.3963166307531871,33,0.9210773293559233,49,0.7422545400684023,69,0.8720608325054242,46,0.7189307259536558,66
ank_18_39,1.7130964755298188,56,1.1040634028359428,64,0.3486585957794715,75,0.6078098154448262,55,0.5473623820723718,94
ank_18_7,2.5973855611610084,54,1.326581379842362,82,0.703055796499195,103,1.4612118924143218,90,0.7842674793470564,111
ank_19_15,2.79484842385336,51,1.3179010605986816,77,0.6599332807111344,90,1.6299846366590056,64,0.983570921158947,108
ank_19_33,4.31472540924909,19,4.366618329832989,21,3.803198387052941,21,4.523058289499795,15,2.5004965341069063,25
ank_19_6,2.617815815166602,60,3.3940701287637074,65,1.9646000385445201,81,2.732223221256128,46,2.9689527824118125,66
ank_19_9,2.625465191897572,32,1.9167523742006582,47,0.5041790669915592,58,2.383401947001252,63,1.8455790375010135,94
ank_1_34,3.473055132023447,26,2.0051173063428807,45,1.2428703992140209,57,2.1552329423813767,44,0.9209315437049709,69
ank_20_10,2.3238447686911368,42,0.6563887917920641,114,0.38790588006929116,144,0.6786251920261861,108,0.34509972659606014,147
ank_20_19,3.339545118262882,43,3.10406951467274,45,2.7646787696096555,52,2.8422796835262476,49,2.846766603164957,64
