stem,pre_med,pre_n,C1_med,C1_n,C2_med,C2_n,C4_med,C4_n,C5_med,C5_n
ank_0_10,3.5727471516299905,53,2.7977333465567815,66,1.90788077572184,55,2.130522763674925,65,1.6134691852044096,74
ank_0_16,1.7794117572928982,77,0.9135578298157868,83,0.48986732468386784,121,0.5384096167925186,95,0.5996330883331745,144
ank_0_30,3.446224904304089,34,4.235753181529278,37,3.3654459230052964,29,4.559393899855136,26,1.985285554350603,40
ank_0_41,2.1414429988142,32,0.8487772991939361,29,0.8158524418606713,47,0.8479508656595679,39,0.9162007837806305,58
ank_10_1,1.4076327083073523,74,1.482417316849278,77,0.5749323094557337,162,1.2955212764337296,103,0.7946609245489699,147
ank_11_14,1.8192047515453464,53,2.5010496937152875,78,0.696083866397648,98,2.8709566499218147,61,1.1705369843843543,112
ank_12_21,3.6687100519133344,55,4.3467414851951585,51,2.4315124517131164,45,3.5168425104965055,47,2.7398116454621984,71
ank_12_28,4.148737253943167,29,4.207128321007467,20,2.4704678771395825,32,2.967995176856791,37,3.3576183993779356,39
ank_12_35,1.8827222694319123,56,0.49669516519639456,135,0.3749807098213993,243,0.7487737812468561,113,0.47429116092445506,252
ank_13_12,1.8296589099999625,83,1.2505861727685592,88,0.7662997213655576,118,1.3017078042915546,119,0.7923595744051164,154
ank_13_17,2.40932319308119,48,3.4187696249098094,54,1.0161212375686421,69,2.143615673352447,60,0.6949222416192323,66
ank_13_21,2.361124845412062,56,3.5887638526256636,62,2.650431310287835,69,2.8186310784719777,40,2.7897693004585826,75
ank_13_29,2.4747231628745565,44,2.862897553595161,42,1.4793793039980208,50,2.2419625343669045,50,0.9802227727029849,78
ank_13_34,2.6576811136475333,21,4.099905084009514,28,1.850672656930809,48,5.0571375422212235,22,3.611555018691158,37
ank_13_6,1.8831103007537435,72,1.2511228479385292,128,0.5521938074609227,180,0.6461939822376191,122,0.5263099788491966,177
ank_14_33,3.023045039824054,24,0.9480501866822241,61,0.7190546618261171,52,1.4265697452683443,38,0.7876166812851559,65
ank_14_9,2.641791696683742,60,1.6406926259028594,93,0.7146471918543453,90,1.8029942692168563,84,0.8540046019315055,106
ank_15_22,3.388774697360242,47,3.0816502176761507,70,1.5545255732345158,65,2.700300133151681,58,1.5216782945551668,102
ank_15_41,3.6136167013673552,30,1.8248990866933121,45,1.7048694744705903,41,2.9497957563806674,36,1.4467336256709855,50
ank_15_6,2.5788618794043954,58,0.8232425752368332,90,0.41452640587304934,162,1.2213760960708728,102,0.5492060353119689,159
ank_16_36,3.8246085668434584,11,3.5469460164489224,18,3.971336643441343,18,4.697598175536976,12,3.0275039537923414,30
ank_16_9,2.458009300731516,38,2.126576146014238,63,0.5813170002154849,87,1.8534313450611235,64,0.8818342815229381,116
ank_17_17,3.2964406701328497,62,3.2097898438090047,64,2.1483729953154906,68,2.796222730824768,52,3.034053990819522,75
ank_17_19,2.732016847994027,55,2.36941614743895,58,1.4718197114517224,58,2.332605957466055,53,2.4323053340479017,56
ank_17_22,4.044052899922436,41,2.919582930360034,57,1.722370393951835,61,3.238259327150942,52,2.5552712891400358,69
ank_17_31,2.5965451202702488,61,0.6790473924833988,108,0.4806729369376817,177,0.5942727546611901,96,0.5121524135253244,213
ank_17_32,3.0338922631839655,41,2.38505202446631,43,1.0148985575074163,63,2.0738262310941336,41,2.412086863751455,75
ank_18_16,3.662567148824515,46,2.2547082427340377,65,1.7687654860662436,56,2.5045154832526366,72,1.624017949241818,81
ank_18_27,2.731841450892978,37,2.869946560500665,49,2.175199704718718,49,2.5499421829233198,46,2.6853389821012428,74
ank_18_29,2.108913983042069,56,1.1550677451504627,76,0.8001942142752473,102,1.7352260449192285,90,0.7616090067049867,103
