set,arm,band,matcher,chip,med,n
ank130,C1,bt601,klt,ank_33_25,0.5610517687493666,260
ank130,C1,bt601,klt,ank_33_3,1.155470368861663,125
ank130,C1,bt601,klt,ank_33_34,0.6101942549827499,328
ank130,C1,bt601,klt,ank_33_36,0.5831504522764592,193
ank130,C1,bt601,klt,ank_34_11,1.094685338267288,114
ank130,C1,bt601,klt,ank_34_15,1.1131787363180443,104
ank130,C1,bt601,klt,ank_34_21,0.899518239926223,79
ank130,C1,bt601,klt,ank_34_30,0.6640504027546121,199
ank130,C1,bt601,klt,ank_35_11,0.8881510024125514,119
ank130,C1,bt601,klt,ank_35_28,0.6717000441690488,267
ank130,C1,bt601,klt,ank_35_39,1.9494401994304984,72
ank130,C1,bt601,klt,ank_35_7,0.7135713732323556,79
ank130,C1,bt601,klt,ank_36_40,3.479978865653508,51
ank130,C1,bt601,klt,ank_38_19,3.8659063420666375,27
ank130,C1,bt601,klt,ank_38_22,0.5268958370946737,184
ank130,C1,bt601,klt,ank_38_24,1.2877872339832634,70
ank130,C1,bt601,klt,ank_38_27,1.530244070358588,68
ank130,C1,bt601,klt,ank_38_40,2.594620218859121,55
ank130,C1,bt601,klt,ank_38_9,0.8175767892650315,116
ank130,C1,bt601,klt,ank_39_1,3.8199111635601852,48
ank130,C1,bt601,klt,ank_3_13,2.904640784548017,67
ank130,C1,bt601,klt,ank_3_25,3.8717498315384855,39
ank130,C1,bt601,klt,ank_3_29,3.411654235054492,23
ank130,C1,bt601,klt,ank_3_34,0.7762047824187248,105
ank130,C1,bt601,klt,ank_3_39,2.20130778576699,36
ank130,C1,bt601,klt,ank_3_9,0.9180868410544192,78
ank130,C1,bt601,klt,ank_40_19,0.5474367935767377,118
ank130,C1,bt601,klt,ank_40_2,2.5906083348626283,47
ank130,C1,bt601,klt,ank_40_40,4.668339345275766,31
ank130,C1,bt601,klt,ank_41_0,1.6305014839495957,59
ank130,C1,bt601,klt,ank_41_1,3.6477673663787336,47
ank130,C1,bt601,klt,ank_41_19,3.09402847249324,31
ank130,C1,bt601,klt,ank_41_40,3.6281866038833077,23
ank130,C1,bt601,klt,ank_4_23,1.7147895745374453,56
ank130,C1,bt601,klt,ank_4_41,1.7757724657620075,33
ank130,C1,bt601,klt,ank_5_12,1.0611767439270137,145
ank130,C1,bt601,klt,ank_5_40,3.534159344367166,26
ank130,C1,bt601,klt,ank_5_5,1.6424895192889584,92
ank130,C1,bt601,klt,ank_6_10,2.605900259972559,79
ank130,C1,bt601,klt,ank_6_38,3.9535366266304983,18
ank130,C1,bt601,klt,ank_7_36,2.922411222749981,21
ank130,C1,bt601,klt,ank_7_8,1.7035278635248838,74
ank130,C1,bt601,klt,ank_8_19,3.504991909010058,42
ank130,C1,bt601,klt,ank_8_22,1.7579175252804666,75
ank130,C1,bt601,klt,ank_8_31,1.6012295435409019,62
ank130,C1,bt601,klt,ank_8_41,0.6158726754587002,122
ank130,C1,bt601,klt,ank_9_1,2.780393792674937,65
ank130,C1,bt601,klt,ank_9_24,1.665980866216317,50
ank130,C1,bt601,klt,ank_9_25,0.9470023278707449,74
ank130,C1,mean,klt,ank_0_10,2.1128714101448627,55
ank130,C1,mean,klt,ank_0_16,0.7014655404471705,95
ank130,C1,mean,klt,ank_0_30,3.5051870890639742,28
ank130,C1,mean,klt,ank_0_41,1.2332176745371453,52
ank130,C1,mean,klt,ank_10_1,1.7290160170496356,99
ank130,C1,mean,klt,ank_11_14,2.388588907933201,74
ank130,C1,mean,klt,ank_12_21,4.830566365790432,39
ank130,C1,mean,klt,ank_12_28,3.3880393642605657,33
ank130,C1,mean,klt,ank_12_35,0.5205489021632791,136
ank130,C1,mean,klt,ank_13_12,2.0089814866582345,77
ank130,C1,mean,klt,ank_13_17,3.1349564619435464,56
ank130,C1,mean,klt,ank_13_21,4.1917058469036,56
ank130,C1,mean,klt,ank_13_29,3.110143846263856,40
ank130,C1,mean,klt,ank_13_34,4.759127635438698,28
ank130,C1,mean,klt,ank_13_6,1.2289404070743386,116
ank130,C1,mean,klt,ank_14_33,0.8140719071316943,60
ank130,C1,mean,klt,ank_14_9,1.0600044006769234,86
ank130,C1,mean,klt,ank_15_22,2.7454288441837735,69
ank130,C1,mean,klt,ank_15_41,3.763595572514401,37
ank130,C1,mean,klt,ank_15_6,1.086588816104262,91
ank130,C1,mean,klt,ank_16_36,3.435336348929496,11
ank130,C1,mean,klt,ank_16_9,1.6377248067094703,60
ank130,C1,mean,klt,ank_17_17,2.903784170840388,67
ank130,C1,mean,klt,ank_17_19,2.439966255449911,51
ank130,C1,mean,klt,ank_17_22,3.3898741029889137,59
ank130,C1,mean,klt,ank_17_31,0.6048087172854174,132
ank130,C1,mean,klt,ank_17_32,1.8311738496732888,42
ank130,C1,mean,klt,ank_18_16,2.4431726310535087,63
ank130,C1,mean,klt,ank_18_27,3.324412301080682,48
ank130,C1,mean,klt,ank_18_29,1.1792105698914863,83
ank130,C1,mean,klt,ank_18_37,0.6777891893965999,61
ank130,C1,mean,klt,ank_18_39,0.579315957490679,58
ank130,C1,mean,klt,ank_18_7,1.183822430466471,92
ank130,C1,mean,klt,ank_19_15,1.4607660162312,75
ank130,C1,mean,klt,ank_19_33,4.050055402446402,32
ank130,C1,mean,klt,ank_19_6,2.084569982893893,70
ank130,C1,mean,klt,ank_19_9,2.089067433685801,70
ank130,C1,mean,klt,ank_1_34,1.8824109648414455,46
ank130,C1,mean,klt,ank_20_10,0.7153729196003356,94
ank130,C1,mean,klt,ank_20_19,3.2895845191704853,49
ank130,C1,mean,klt,ank_20_37,0.47424973113784147,157
ank130,C1,mean,klt,ank_20_6,2.866901649918631,58
ank130,C1,mean,klt,ank_22_10,1.0085021692740654,154
ank130,C1,mean,klt,ank_22_16,3.1636636292547045,51
ank130,C1,mean,klt,ank_22_37,1.154248648448946,63
ank130,C1,mean,klt,ank_23_14,2.019259757187802,72
ank130,C1,mean,klt,ank_23_28,0.6359454672896164,118
ank130,C1,mean,klt,ank_24_0,1.89333851017492,100
ank130,C1,mean,klt,ank_24_12,1.797849492908341,50
ank130,C1,mean,klt,ank_24_14,1.2750687760415351,90
ank130,C1,mean,klt,ank_24_3,2.8692918004628423,57
ank130,C1,mean,klt,ank_25_1,1.2078081343995826,125
ank130,C1,mean,klt,ank_25_14,3.0105820035893,54
ank130,C1,mean,klt,ank_25_16,1.764861118528164,48
ank130,C1,mean,klt,ank_25_37,0.9972122761201947,72
ank130,C1,mean,klt,ank_26_21,2.666779007489356,34
ank130,C1,mean,klt,ank_26_22,1.1891454372542032,46
ank130,C1,mean,klt,ank_26_29,0.6089406516437674,274
ank130,C1,mean,klt,ank_26_3,1.3264387239985358,84
ank130,C1,mean,klt,ank_26_35,3.690861948657994,40
ank130,C1,mean,klt,ank_26_5,1.194533590047993,120
ank130,C1,mean,klt,ank_27_14,3.638792408338226,46
ank130,C1,mean,klt,ank_27_40,2.4900292178679773,57
ank130,C1,mean,klt,ank_28_27,1.898424693994865,56
ank130,C1,mean,klt,ank_28_37,0.5571312495084749,205
ank130,C1,mean,klt,ank_28_38,0.9730691731535711,50
ank130,C1,mean,klt,ank_28_9,2.9867811273663376,66
ank130,C1,mean,klt,ank_29_0,1.1262448702041499,104
ank130,C1,mean,klt,ank_29_11,3.777852898445265,37
ank130,C1,mean,klt,ank_29_21,2.3593506744593404,53
ank130,C1,mean,klt,ank_29_24,0.7884456041515996,145
ank130,C1,mean,klt,ank_29_26,0.5920220744178841,65
ank130,C1,mean,klt,ank_2_12,1.7620553817460964,87
ank130,C1,mean,klt,ank_2_23,0.9039568650070323,61
ank130,C1,mean,klt,ank_30_30,0.6033298404925642,123
ank130,C1,mean,klt,ank_30_7,1.1373004567377671,105
ank130,C1,mean,klt,ank_31_32,0.593504845520637,185
ank130,C1,mean,klt,ank_31_7,0.825917916897715,108
ank130,C1,mean,klt,ank_32_12,3.6974496309078875,50
ank130,C1,mean,klt,ank_32_21,1.2466406116194233,79
ank130,C1,mean,klt,ank_32_37,0.5670167817227534,282
ank130,C1,mean,klt,ank_33_25,0.5861552300644399,250
ank130,C1,mean,klt,ank_33_3,1.0453055131969478,126
ank130,C1,mean,klt,ank_33_34,0.5829433270051676,338
ank130,C1,mean,klt,ank_33_36,0.5899580172435352,194
ank130,C1,mean,klt,ank_34_11,0.9841696251633923,114
ank130,C1,mean,klt,ank_34_15,1.2193061436348795,104
ank130,C1,mean,klt,ank_34_21,1.154333857209338,72
ank130,C1,mean,klt,ank_34_30,0.6024758267618073,192
ank130,C1,mean,klt,ank_35_11,1.060941083327916,140
ank130,C1,mean,klt,ank_35_28,0.7424738401457203,255
ank130,C1,mean,klt,ank_35_39,0.7761170491595816,49
ank130,C1,mean,klt,ank_35_7,1.0135563026595342,91
ank130,C1,mean,klt,ank_36_40,3.5952736276515678,42
ank130,C1,mean,klt,ank_38_19,3.5678548008429125,28
ank130,C1,mean,klt,ank_38_22,0.47679690380149076,161
ank130,C1,mean,klt,ank_38_24,1.207156560289054,61
ank130,C1,mean,klt,ank_38_27,1.446313931383158,78
ank130,C1,mean,klt,ank_38_40,1.788286307281025,48
ank130,C1,mean,klt,ank_38_9,0.7315873801713378,109
ank130,C1,mean,klt,ank_39_1,3.8752216775649106,43
ank130,C1,mean,klt,ank_3_13,2.2896955958354464,53
ank130,C1,mean,klt,ank_3_25,3.700973693942982,45
ank130,C1,mean,klt,ank_3_29,3.4467622182450173,29
ank130,C1,mean,klt,ank_3_34,0.8378915483917773,95
ank130,C1,mean,klt,ank_3_39,2.206963167203168,45
ank130,C1,mean,klt,ank_3_9,1.3690595429652737,70
ank130,C1,mean,klt,ank_40_19,0.5971668066062598,119
ank130,C1,mean,klt,ank_40_2,2.8736186179056005,44
ank130,C1,mean,klt,ank_40_40,4.085779998746618,28
ank130,C1,mean,klt,ank_41_0,2.50453069438513,58
ank130,C1,mean,klt,ank_41_1,3.608368775175028,44
ank130,C1,mean,klt,ank_41_19,3.1847337923862575,32
ank130,C1,mean,klt,ank_41_40,3.443233996941191,25
ank130,C1,mean,klt,ank_4_23,2.527866470229885,41
ank130,C1,mean,klt,ank_4_41,1.4178745357074716,46
ank130,C1,mean,klt,ank_5_12,0.8296644896455413,123
ank130,C1,mean,klt,ank_5_40,3.96328464991804,24
ank130,C1,mean,klt,ank_5_5,1.5441590165475876,76
ank130,C1,mean,klt,ank_6_10,2.3453982913098246,76
ank130,C1,mean,klt,ank_6_38,2.9689795718643754,16
ank130,C1,mean,klt,ank_7_36,3.874692043015207,22
ank130,C1,mean,klt,ank_7_8,2.2748621918261906,75
ank130,C1,mean,klt,ank_8_19,3.345300162505411,37
ank130,C1,mean,klt,ank_8_22,1.5831561619528163,63
ank130,C1,mean,klt,ank_8_31,1.578707809575651,52
ank130,C1,mean,klt,ank_8_41,0.5996987531585074,126
ank130,C1,mean,klt,ank_9_1,1.974941049801791,59
ank130,C1,mean,klt,ank_9_24,1.4275881746019647,57
ank130,C1,mean,klt,ank_9_25,0.9771696977651274,69
ank130,C2,bt601,klt,ank_0_10,1.1370773523625421,63
ank130,C2,bt601,klt,ank_0_16,0.4364113334649657,128
ank130,C2,bt601,klt,ank_0_30,3.551439294826993,26
ank130,C2,bt601,klt,ank_0_41,0.8426831669124335,80
ank130,C2,bt601,klt,ank_10_1,0.4548552924970065,138
ank130,C2,bt601,klt,ank_11_14,0.746466727757244,106
ank130,C2,bt601,klt,ank_12_21,3.602660497467584,41
ank130,C2,bt601,klt,ank_12_28,4.679913239713164,23
ank130,C2,bt601,klt,ank_12_35,0.4227703602107183,257
ank130,C2,bt601,klt,ank_13_12,0.6464632610148735,115
ank130,C2,bt601,klt,ank_13_17,0.6558358372470029,54
ank130,C2,bt601,klt,ank_13_21,2.266939033194658,65
ank130,C2,bt601,klt,ank_13_29,0.674825630632775,43
ank130,C2,bt601,klt,ank_13_34,2.2741924179801165,37
ank130,C2,bt601,klt,ank_13_6,0.5348068553203765,161
ank130,C2,bt601,klt,ank_14_33,0.7546557060800352,74
ank130,C2,bt601,klt,ank_14_9,0.7524300677372474,109
ank130,C2,bt601,klt,ank_15_22,1.2235539322792177,63
ank130,C2,bt601,klt,ank_15_41,1.626503315542621,49
ank130,C2,bt601,klt,ank_15_6,0.4123633101935143,157
ank130,C2,bt601,klt,ank_16_36,3.4201639263755363,15
ank130,C2,bt601,klt,ank_16_9,0.6649482816330626,97
ank130,C2,bt601,klt,ank_17_17,2.5062756264167456,49
ank130,C2,bt601,klt,ank_17_19,1.4746487531171675,64
ank130,C2,bt601,klt,ank_17_22,1.3492316048409114,55
ank130,C2,bt601,klt,ank_17_31,0.5207612622736107,166
ank130,C2,bt601,klt,ank_17_32,0.8786239443056414,48
ank130,C2,bt601,klt,ank_18_16,1.431180281248221,83
ank130,C2,bt601,klt,ank_18_27,2.271953462315855,38
ank130,C2,bt601,klt,ank_18_29,0.653454221850077,91
ank130,C2,bt601,klt,ank_18_37,0.802676455167199,81
ank130,C2,bt601,klt,ank_18_39,0.401005434156808,87
ank130,C2,bt601,klt,ank_18_7,0.5829560921306596,119
ank130,C2,bt601,klt,ank_19_15,0.8811781989851086,94
ank130,C2,bt601,klt,ank_19_33,2.4381766322854626,21
ank130,C2,bt601,klt,ank_19_6,2.192745448078681,86
ank130,C2,bt601,klt,ank_19_9,1.1963740544842403,78
ank130,C2,bt601,klt,ank_1_34,1.035787717853968,73
ank130,C2,bt601,klt,ank_20_10,0.37966390640487496,170
ank130,C2,bt601,klt,ank_20_19,3.2011888471782237,52
ank130,C2,bt601,klt,ank_20_37,0.46889810321639114,210
ank130,C2,bt601,klt,ank_20_6,1.2849554325072339,90
ank130,C2,bt601,klt,ank_22_10,0.5418104346506982,160
ank130,C2,bt601,klt,ank_22_16,1.0942332233654575,41
ank130,C2,bt601,klt,ank_22_37,0.7550182725335721,79
ank130,C2,bt601,klt,ank_23_14,1.0185696673413802,59
ank130,C2,bt601,klt,ank_23_28,0.507386415718547,170
ank130,C2,bt601,klt,ank_24_0,0.9751758948354821,100
ank130,C2,bt601,klt,ank_24_12,1.8046997624747143,63
ank130,C2,bt601,klt,ank_24_14,0.41643478783575044,122
ank130,C2,bt601,klt,ank_24_3,2.8451755297545156,30
ank130,C2,bt601,klt,ank_25_1,0.7454302413701298,153
ank130,C2,bt601,klt,ank_25_14,0.812476698455789,50
ank130,C2,bt601,klt,ank_25_16,0.8972909453396055,53
ank130,C2,bt601,klt,ank_25_37,0.8994189637481944,90
ank130,C2,bt601,klt,ank_26_21,1.193564388017609,52
ank130,C2,bt601,klt,ank_26_22,0.8528276714873985,63
ank130,C2,bt601,klt,ank_26_29,0.5278482466155445,422
ank130,C2,bt601,klt,ank_26_3,0.7972495973282523,123
ank130,C2,bt601,klt,ank_26_35,2.546199495340883,36
ank130,C2,bt601,klt,ank_26_5,0.49182262638349855,150
ank130,C2,bt601,klt,ank_27_14,3.7829979542313317,43
ank130,C2,bt601,klt,ank_27_40,1.3800077121837953,51
ank130,C2,bt601,klt,ank_28_27,1.3921626488216383,86
ank130,C2,bt601,klt,ank_28_37,0.5200790753680946,240
ank130,C2,bt601,klt,ank_28_38,1.5260254075526305,40
ank130,C2,bt601,klt,ank_28_9,2.0086396887796103,51
ank130,C2,bt601,klt,ank_29_0,0.7070978458822166,121
ank130,C2,bt601,klt,ank_29_11,2.8589180280541404,46
ank130,C2,bt601,klt,ank_29_21,1.549246160772026,55
ank130,C2,bt601,klt,ank_29_24,0.5364446890762761,187
ank130,C2,bt601,klt,ank_29_26,0.5127809640350645,95
ank130,C2,bt601,klt,ank_2_12,0.9520331923377834,104
ank130,C2,bt601,klt,ank_2_23,0.6668848037840761,87
ank130,C2,bt601,klt,ank_30_30,0.5453148338946642,236
ank130,C2,bt601,klt,ank_30_7,0.6146953443945038,130
ank130,C2,bt601,klt,ank_31_32,0.48888085925183167,276
ank130,C2,bt601,klt,ank_31_7,0.3966808508202336,191
ank130,C2,bt601,klt,ank_32_12,2.1638403891262246,69
ank130,C2,bt601,klt,ank_32_21,0.7642778210107566,135
ank130,C2,bt601,klt,ank_32_37,0.5342387067008073,365
ank130,C2,bt601,klt,ank_33_25,0.49437784523799644,298
ank130,C2,bt601,klt,ank_33_3,0.4987728460518935,209
ank130,C2,bt601,klt,ank_33_34,0.4791417090567634,465
ank130,C2,bt601,klt,ank_33_36,0.5208053200394164,231
ank130,C2,bt601,klt,ank_34_11,0.48231527469963137,191
ank130,C2,bt601,klt,ank_34_15,0.6252684204101588,111
ank130,C2,bt601,klt,ank_34_21,0.6459522754569427,115
ank130,C2,bt601,klt,ank_34_30,0.5694920652271807,347
ank130,C2,bt601,klt,ank_35_11,0.4901552537501102,227
ank130,C2,bt601,klt,ank_35_28,0.4705982220996393,458
ank130,C2,bt601,klt,ank_35_39,1.0619656648383147,95
ank130,C2,bt601,klt,ank_35_7,0.5625616104164963,127
ank130,C2,bt601,klt,ank_36_40,3.037135478314073,31
ank130,C2,bt601,klt,ank_38_19,3.3884912969552237,33
ank130,C2,bt601,klt,ank_38_22,0.5153967348763895,246
ank130,C2,bt601,klt,ank_38_24,0.7668064532685277,78
ank130,C2,bt601,klt,ank_38_27,0.8161948279340832,83
ank130,C2,bt601,klt,ank_38_40,1.8457393653402954,64
ank130,C2,bt601,klt,ank_38_9,0.493739794053909,167
ank130,C2,bt601,klt,ank_39_1,2.4230598403940173,47
ank130,C2,bt601,klt,ank_3_13,0.7720203101168389,87
ank130,C2,bt601,klt,ank_3_25,1.9345453057877244,57
ank130,C2,bt601,klt,ank_3_29,3.3593883713655375,21
ank130,C2,bt601,klt,ank_3_34,0.5077424421926239,121
ank130,C2,bt601,klt,ank_3_39,1.262483706935836,41
ank130,C2,bt601,klt,ank_3_9,0.9010076658882041,97
ank130,C2,bt601,klt,ank_40_19,0.39354764775493833,120
ank130,C2,bt601,klt,ank_40_2,1.901838390339271,52
ank130,C2,bt601,klt,ank_40_40,1.7118413306991305,34
ank130,C2,bt601,klt,ank_41_0,1.6131215654841682,76
ank130,C2,bt601,klt,ank_41_1,1.71994645024385,56
ank130,C2,bt601,klt,ank_41_19,2.7724530170945187,37
ank130,C2,bt601,klt,ank_41_40,3.1275476053774263,18
ank130,C2,bt601,klt,ank_4_23,1.3337373123349678,42
ank130,C2,bt601,klt,ank_4_41,0.8711943502825072,50
ank130,C2,bt601,klt,ank_5_12,0.38948408574954835,226
ank130,C2,bt601,klt,ank_5_40,4.060556454752366,20
ank130,C2,bt601,klt,ank_5_5,0.4581345241611224,137
ank130,C2,bt601,klt,ank_6_10,0.8653505591877406,115
ank130,C2,bt601,klt,ank_6_38,1.9208713368479344,17
ank130,C2,bt601,klt,ank_7_36,3.9904302652936425,23
ank130,C2,bt601,klt,ank_7_8,0.9065261705838017,106
ank130,C2,bt601,klt,ank_8_19,2.4686451810844523,36
ank130,C2,bt601,klt,ank_8_22,0.6724439909125839,84
ank130,C2,bt601,klt,ank_8_31,1.607071394124782,67
ank130,C2,bt601,klt,ank_8_41,0.5045871501247381,115
ank130,C2,bt601,klt,ank_9_1,1.1208277537711653,78
ank130,C2,bt601,klt,ank_9_24,0.7264625274512784,70
ank130,C2,bt601,klt,ank_9_25,0.40775568075896595,66
ank130,C2,mean,klt,ank_0_10,1.3842448626090524,72
ank130,C2,mean,klt,ank_0_16,0.47225424261945986,146
ank130,C2,mean,klt,ank_0_30,3.556334407363382,32
ank130,C2,mean,klt,ank_0_41,0.7861869035497437,72
ank130,C2,mean,klt,ank_10_1,0.5962349450163813,158
ank130,C2,mean,klt,ank_11_14,0.8099474566525106,109
ank130,C2,mean,klt,ank_12_21,3.091165437914983,45
ank130,C2,mean,klt,ank_12_28,2.2003060901449967,18
ank130,C2,mean,klt,ank_12_35,0.35756337994739573,250
ank130,C2,mean,klt,ank_13_12,0.620590959785631,120
ank130,C2,mean,klt,ank_13_17,1.1297417499840452,58
ank130,C2,mean,klt,ank_13_21,2.4705344611919706,70
ank130,C2,mean,klt,ank_13_29,0.9187200299056029,60
ank130,C2,mean,klt,ank_13_34,2.6355936262472297,30
ank130,C2,mean,klt,ank_13_6,0.5334856975929638,173
ank130,C2,mean,klt,ank_14_33,0.6551881670385844,65
ank130,C2,mean,klt,ank_14_9,0.6852938243229709,103
ank130,C2,mean,klt,ank_15_22,1.1987586168102362,59
ank130,C2,mean,klt,ank_15_41,1.5799653404491252,49
ank130,C2,mean,klt,ank_15_6,0.4958682705992054,161
ank130,C2,mean,klt,ank_16_36,2.0246457398821205,17
ank130,C2,mean,klt,ank_16_9,0.7250017256163633,92
ank130,C2,mean,klt,ank_17_17,2.5224579486253598,48
ank130,C2,mean,klt,ank_17_19,2.076148781666729,82
ank130,C2,mean,klt,ank_17_22,1.5917115902991221,51
ank130,C2,mean,klt,ank_17_31,0.5395137246732045,176
ank130,C2,mean,klt,ank_17_32,0.8815113186128283,54
ank130,C2,mean,klt,ank_18_16,1.5889694692459742,66
ank130,C2,mean,klt,ank_18_27,2.261806281594408,44
ank130,C2,mean,klt,ank_18_29,0.6476724773913833,103
ank130,C2,mean,klt,ank_18_37,0.7302856382638734,76
ank130,C2,mean,klt,ank_18_39,0.3719822444582065,89
ank130,C2,mean,klt,ank_18_7,0.6147454367110524,117
ank130,C2,mean,klt,ank_19_15,0.7142430645338598,90
ank130,C2,mean,klt,ank_19_33,2.605456838755246,32
ank130,C2,mean,klt,ank_19_6,0.8500862168645851,53
ank130,C2,mean,klt,ank_19_9,1.0425067603460962,68
ank130,C2,mean,klt,ank_1_34,0.8881233087979881,69
ank130,C2,mean,klt,ank_20_10,0.35272556558898926,178
ank130,C2,mean,klt,ank_20_19,3.331628282198098,40
ank130,C2,mean,klt,ank_20_37,0.47059829139505643,215
ank130,C2,mean,klt,ank_20_6,1.758449076117559,76
ank130,C2,mean,klt,ank_22_10,0.5176756154605535,147
ank130,C2,mean,klt,ank_22_16,1.359781855949941,51
ank130,C2,mean,klt,ank_22_37,0.6268586275906511,80
ank130,C2,mean,klt,ank_23_14,1.274040400287937,77
ank130,C2,mean,klt,ank_23_28,0.5021847461591608,174
ank130,C2,mean,klt,ank_24_0,0.7748781846996169,99
ank130,C2,mean,klt,ank_24_12,1.5751283420640605,57
ank130,C2,mean,klt,ank_24_14,0.38308960484419796,120
ank130,C2,mean,klt,ank_24_3,2.7316452484769687,39
ank130,C2,mean,klt,ank_25_1,0.7886404027979788,166
ank130,C2,mean,klt,ank_25_14,0.8655329871359484,63
ank130,C2,mean,klt,ank_25_16,1.360914587560845,58
ank130,C2,mean,klt,ank_25_37,0.8404064172714072,93
ank130,C2,mean,klt,ank_26_21,0.9795663801995141,51
ank130,C2,mean,klt,ank_26_22,0.8376217009279652,64
ank130,C2,mean,klt,ank_26_29,0.5270687272238521,400
ank130,C2,mean,klt,ank_26_3,0.778971597097198,138
ank130,C2,mean,klt,ank_26_35,3.1828459383519414,37
ank130,C2,mean,klt,ank_26_5,0.5244536758198686,146
ank130,C2,mean,klt,ank_27_14,3.6588783094265556,41
ank130,C2,mean,klt,ank_27_40,1.6117277220078905,44
ank130,C2,mean,klt,ank_28_27,0.7788685637969655,63
ank130,C2,mean,klt,ank_28_37,0.5315197075970527,221
ank130,C2,mean,klt,ank_28_38,0.8502393470643632,52
ank130,C2,mean,klt,ank_28_9,2.5427339179017436,55
ank130,C2,mean,klt,ank_29_0,0.7042013548892213,103
ank130,C2,mean,klt,ank_29_11,2.8434554019145035,38
ank130,C2,mean,klt,ank_29_21,1.4759602300126076,56
ank130,C2,mean,klt,ank_29_24,0.5527763645055748,208
ank130,C2,mean,klt,ank_29_26,0.540489785794019,100
ank130,C2,mean,klt,ank_2_12,0.9320552281484664,102
ank130,C2,mean,klt,ank_2_23,0.7895637114315105,91
ank130,C2,mean,klt,ank_30_30,0.5514681895062432,223
ank130,C2,mean,klt,ank_30_7,0.6050040787747895,149
ank130,C2,mean,klt,ank_31_32,0.4819465897726557,304
ank130,C2,mean,klt,ank_31_7,0.4147967549031777,202
ank130,C2,mean,klt,ank_32_12,2.498770320896627,68
ank130,C2,mean,klt,ank_32_21,0.8124613661831954,131
ank130,C2,mean,klt,ank_32_37,0.5134599597587293,350
ank130,C2,mean,klt,ank_33_25,0.45775714549655655,293
ank130,C2,mean,klt,ank_33_3,0.4972484976877111,209
ank130,C2,mean,klt,ank_33_34,0.49134950053951987,473
ank130,C2,mean,klt,ank_33_36,0.47144301741873135,233
ank130,C2,mean,klt,ank_34_11,0.4738337080559609,185
ank130,C2,mean,klt,ank_34_15,0.6559677368377745,90
ank130,C2,mean,klt,ank_34_21,0.6523549709526626,99
ank130,C2,mean,klt,ank_34_30,0.5597878644252574,354
ank130,C2,mean,klt,ank_35_11,0.4431662719724403,190
ank130,C2,mean,klt,ank_35_28,0.49287962937886404,441
ank130,C2,mean,klt,ank_35_39,0.8134638751825554,100
ank130,C2,mean,klt,ank_35_7,0.5898527083002634,125
ank130,C2,mean,klt,ank_36_40,3.3577943158840204,46
ank130,C2,mean,klt,ank_38_19,2.3821093291458517,33
ank130,C2,mean,klt,ank_38_22,0.48121913624059603,224
ank130,C2,mean,klt,ank_38_24,0.7059985378223441,78
ank130,C2,mean,klt,ank_38_27,0.8563798646187806,80
ank130,C2,mean,klt,ank_38_40,1.4259926889802395,54
ank130,C2,mean,klt,ank_38_9,0.5694486811937829,166
ank130,C2,mean,klt,ank_39_1,2.2734397643375996,47
ank130,C2,mean,klt,ank_3_13,0.8047078506266048,75
ank130,C2,mean,klt,ank_3_25,1.9807886830933552,62
ank130,C2,mean,klt,ank_3_29,3.9443477432074077,19
ank130,C2,mean,klt,ank_3_34,0.5463739288427523,136
ank130,C2,mean,klt,ank_3_39,0.7667349125639052,35
ank130,C2,mean,klt,ank_3_9,0.9114683965899739,107
ank130,C2,mean,klt,ank_40_19,0.4132689399680794,135
ank130,C2,mean,klt,ank_40_2,2.106848414557502,51
ank130,C2,mean,klt,ank_40_40,3.1372771142885942,43
ank130,C2,mean,klt,ank_41_0,1.3603071918969163,69
ank130,C2,mean,klt,ank_41_1,1.829146613251789,47
ank130,C2,mean,klt,ank_41_19,2.5413806613213685,46
ank130,C2,mean,klt,ank_41_40,3.1945882992456456,18
ank130,C2,mean,klt,ank_4_23,1.2072791265089973,50
ank130,C2,mean,klt,ank_4_41,0.6598657667601644,47
ank130,C2,mean,klt,ank_5_12,0.36965634044830736,221
ank130,C2,mean,klt,ank_5_40,3.994794100755956,12
ank130,C2,mean,klt,ank_5_5,0.4377726717125335,159
ank130,C2,mean,klt,ank_6_10,1.0454890687012812,109
ank130,C2,mean,klt,ank_6_38,2.439975602355679,21
ank130,C2,mean,klt,ank_7_36,4.1165480736914315,22
ank130,C2,mean,klt,ank_7_8,0.8160898892174806,107
ank130,C2,mean,klt,ank_8_19,2.763296540952869,45
ank130,C2,mean,klt,ank_8_22,0.8010939232141365,84
ank130,C2,mean,klt,ank_8_31,1.65322757136923,64
ank130,C2,mean,klt,ank_8_41,0.44411233207584166,108
ank130,C2,mean,klt,ank_9_1,0.8257071885844157,78
ank130,C2,mean,klt,ank_9_24,0.6908546277402536,83
ank130,C2,mean,klt,ank_9_25,0.522293281505405,72
ank30_prod,pretrained,bt601,klt,ank_24_3,2.956376751053796,41
ank30_prod,pretrained,bt601,klt,ank_27_14,3.193648467394026,52
ank30_prod,pretrained,bt601,klt,ank_0_30,3.614482133385568,23
ank30_prod,pretrained,bt601,klt,ank_13_34,2.5670077658254367,35
ank30_prod,pretrained,bt601,klt,ank_9_25,3.067642000145887,42
ank30_prod,pretrained,bt601,klt,ank_7_36,4.313601469686581,13
ank30_prod,pretrained,bt601,klt,ank_25_16,3.3404799826020932,62
ank30_prod,pretrained,bt601,klt,ank_7_8,2.8219457995562607,68
