sitevar,arm,stem,stratum,n_mean32,med_mean32,n_single,med_single,delta
ank_overpass,C1,ank_10_1,4,86,1.6328425427090847,77,1.9580838349179766,-0.32524129220889186
ank_overpass,C1,ank_11_14,4,64,2.19245934468592,68,2.345440533670546,-0.15298118898462576
ank_overpass,C1,ank_12_21,1,44,3.5358486211237294,43,3.724547833088947,-0.18869921196521755
ank_overpass,C1,ank_12_28,1,24,3.319003377839241,28,4.489326819252064,-1.1703234414128225
ank_overpass,C1,ank_12_35,4,142,0.533428307622899,142,0.6101228730242881,-0.07669456540138919
ank_overpass,C1,ank_13_12,4,85,1.4250146278445328,93,1.5452335295558728,-0.12021890171133998
ank_overpass,C1,ank_13_17,1,58,3.3167537075906153,53,3.8088046476721193,-0.4920509400815041
ank_overpass,C1,ank_13_21,1,50,3.022056912809954,57,2.788656835636773,0.2334000771731808
ank_overpass,C1,ank_13_29,2,46,3.3345339714242073,43,3.0655534298904565,0.2689805415337507
ank_overpass,C1,ank_13_34,1,21,3.961222314857066,28,4.405139551795694,-0.4439172369386277
ank_overpass,C1,ank_13_6,4,97,1.204977821400849,94,1.19664286843838,0.008334952962469
ank_overpass,C1,ank_14_33,2,46,0.7038800712964418,47,0.6705769615743894,0.033303109722052415
ank_overpass,C1,ank_14_9,4,66,1.6222474380166134,75,2.381286714875563,-0.7590392768589496
ank_overpass,C1,ank_15_22,2,62,2.6637941550175834,71,2.888374993849663,-0.22458083883207935
ank_overpass,C1,ank_15_41,1,33,3.3364158944526445,27,4.159758916152636,-0.8233430216999911
ank_overpass,C1,ank_15_6,4,84,1.0491456973959288,89,1.2883585294182867,-0.23921283202235788
ank_overpass,C1,ank_16_36,1,17,3.5650702286660847,14,4.494292569924396,-0.9292223412583116
ank_overpass,C1,ank_16_9,4,61,1.5234741927037427,69,1.4703328021494089,0.05314139055433387
ank_overpass,C1,ank_17_17,1,51,3.151668825071185,59,4.080957798949764,-0.9292889738785788
ank_overpass,C1,ank_17_19,3,61,2.87120986408683,65,2.8755574512980004,-0.004347587211170456
ank_overpass,C1,ank_17_22,3,53,3.4363060799692815,57,3.5465699116478566,-0.11026383167857512
ank_overpass,C1,ank_17_31,3,118,0.6346720454434955,120,0.6077804664519635,0.02689157899153205
ank_overpass,C1,ank_17_32,1,30,2.3529347613917544,43,2.829996212117352,-0.4770614507255977
ank_overpass,C1,ank_18_16,3,50,2.197242538898881,55,2.1110728937061576,0.08616964519272363
ank_overpass,C1,ank_18_27,2,52,3.5331452500281397,53,3.1839279802188694,0.34921726980927037
ank_overpass,C1,ank_18_29,3,81,1.148675664405166,73,1.0284479591902742,0.1202277052148919
ank_overpass,C1,ank_18_37,4,53,0.7921900569962642,56,0.7924796155009866,-0.00028955850472234257
ank_overpass,C1,ank_18_39,3,68,0.7927283815290562,55,0.7232365564851931,0.06949182504386309
ank_overpass,C1,ank_18_7,4,84,1.1974814151041135,84,1.0469852575539567,0.15049615755015688
ank_overpass,C1,ank_19_15,4,69,1.4447643202795064,69,1.3576652853808646,0.08709903489864179
ank_overpass,C1,ank_19_33,1,20,3.8064737626834164,29,3.575423940018337,0.23104982266507923
ank_overpass,C1,ank_19_6,2,87,2.932022500386027,66,2.5449363490947214,0.38708615129130575
ank_overpass,C1,ank_19_9,2,87,1.367867052562359,61,1.8279226236338966,-0.4600555710715375
ank_overpass,C1,ank_1_34,3,51,1.7894015380204948,47,1.608197902523688,0.18120363549680674
ank_overpass,C1,ank_20_10,3,108,0.5415489271581937,113,0.6243450802446036,-0.08279615308640986
ank_overpass,C1,ank_20_19,1,59,4.132746161844476,24,3.975234615271571,0.15751154657290467
ank_overpass,C1,ank_20_37,5,122,0.5797501602644506,139,0.5664083325198206,0.013341827744629997
ank_overpass,C1,ank_20_6,3,63,3.8379599222650946,50,3.681078444880024,0.15688147738507086
ank_overpass,C1,ank_22_10,5,109,1.060250572845476,108,1.1274695416940932,-0.06721896884861711
ank_overpass,C1,ank_22_16,2,40,3.5023734651334504,57,2.949409793774824,0.5529636713586266
ank_overpass,C1,ank_22_37,4,52,1.2005565847369177,59,1.2644815904971183,-0.06392500576020055
ank_overpass,C1,ank_23_14,3,62,2.252891984755059,52,2.935885360949574,-0.6829933761945153
ank_overpass,C1,ank_23_28,5,100,0.7564641366572253,93,0.6268245258311119,0.12963961082611342
ank_overpass,C1,ank_24_0,4,90,2.446222084018414,79,2.4792194444263074,-0.03299736040789325
ank_overpass,C1,ank_24_12,3,41,2.7962821311936676,42,2.2490538427097904,0.5472282884838773
ank_overpass,C1,ank_24_14,4,73,1.2482825959332118,74,1.4131770586948413,-0.16489446276162956
ank_overpass,C1,ank_24_3,1,47,2.827340172589811,59,2.8649273748294846,-0.03758720223967371
ank_overpass,C1,ank_25_1,5,98,1.4688250754706185,102,1.5248833278463954,-0.056058252375776885
ank_overpass,C1,ank_25_14,2,49,3.3228216403234296,64,2.8023619004145432,0.5204597399088864
ank_overpass,C1,ank_25_16,2,62,2.2137914659105653,54,2.356482357711994,-0.1426908918014287
ank_overpass,C1,ank_25_37,4,64,0.9774183824848728,71,1.7788730290956276,-0.8014546466107548
ank_overpass,C1,ank_26_21,3,33,1.795784736927634,38,2.741008096435464,-0.9452233595078299
ank_overpass,C1,ank_26_22,4,34,1.4511084947525639,37,1.8048671006640489,-0.353758605911485
ank_overpass,C1,ank_26_29,5,268,0.6784555752467405,266,0.7103899709716163,-0.031934395724875775
ank_overpass,C1,ank_26_3,4,82,2.0572131668393006,72,1.3866114865993708,0.6706016802399297
ank_overpass,C1,ank_26_35,2,31,3.963464676032872,42,2.986497538829277,0.9769671372035948
ank_overpass,C1,ank_26_5,5,109,1.262346383280457,119,1.2679324630592357,-0.005586079778778785
ank_overpass,C1,ank_27_14,1,46,3.32676515577663,55,3.184952558794532,0.1418125969820978
ank_overpass,C1,ank_27_40,2,55,2.0066907931385467,45,2.426731249392337,-0.4200404562537905
ank_overpass,C1,ank_28_27,3,46,1.2058058232148583,50,1.4729611851578275,-0.2671553619429692
ank_overpass,C1,ank_28_37,5,168,0.6890247266815857,167,0.6148310383329665,0.07419368834861917
ank_overpass,C1,ank_28_38,2,57,1.8089113863765078,47,1.7402209890911102,0.06869039728539761
ank_overpass,C1,ank_28_9,2,61,3.2514777036901146,46,3.169120050745941,0.08235765294417341
ank_overpass,C1,ank_29_0,5,99,1.6573863592628546,66,2.040294235224473,-0.38290787596161846
ank_overpass,C1,ank_29_11,1,39,3.9201409846796813,58,4.151796457092824,-0.23165547241314277
ank_overpass,C1,ank_29_21,3,42,3.3442240984586613,43,2.5917983095370074,0.7524257889216539
ank_overpass,C1,ank_29_24,4,138,0.7603600555934997,124,0.7622009988278138,-0.001840943234314052
ank_overpass,C1,ank_29_26,3,66,0.5075912262307025,81,0.8869290211240087,-0.3793377948933062
ank_overpass,C1,ank_2_12,3,83,2.0892458023085623,68,1.8488372706486023,0.24040853165996
ank_overpass,C1,ank_2_23,3,47,1.1068696770604356,58,1.1042515221722349,0.002618154888200719
ank_overpass,C1,ank_30_30,5,116,0.5896930900703201,124,0.5660784029817222,0.02361468708859793
ank_overpass,C1,ank_30_7,5,94,1.362091493663493,103,1.5469717650218764,-0.18488027135838347
ank_overpass,C1,ank_31_32,5,191,0.49678636989986197,198,0.5092138199390996,-0.012427450039237675
ank_overpass,C1,ank_31_7,5,111,0.8846542327983762,111,0.9334256799529206,-0.0487714471545444
ank_overpass,C1,ank_32_12,3,54,3.632335244197516,45,3.543639996974869,0.08869524722264677
ank_overpass,C1,ank_32_21,4,92,1.5257926301058762,88,0.9857569341239543,0.5400356959819219
ank_overpass,C1,ank_32_37,5,223,0.6304081431486254,220,0.610517702999386,0.019890440149239352
ank_overpass,C1,ank_33_25,5,210,0.6202781052345441,214,0.657771262057562,-0.037493156823017904
ank_overpass,C1,ank_33_3,5,118,1.1166591822689345,111,1.0181896766266023,0.09846950564233214
ank_overpass,C1,ank_33_34,5,324,0.5424473051046059,331,0.5404765875113329,0.0019707175932730525
ank_overpass,C1,ank_33_36,5,180,0.5342970622085568,191,0.5936773949009172,-0.05938033269236043
ank_overpass,C1,ank_34_11,5,93,1.305577756140291,92,1.3052032006098193,0.00037455553047172074
ank_overpass,C1,ank_34_15,5,87,1.5027135434323637,84,1.2473490565322642,0.2553644869000995
ank_overpass,C1,ank_34_21,5,46,0.5822019408758414,62,0.789317538417043,-0.20711559754120157
ank_overpass,C1,ank_34_30,5,186,0.6545693518706703,173,0.4695065329589796,0.18506281891169074
ank_overpass,C1,ank_35_11,5,107,1.13537807046299,104,1.0271082610721134,0.10826980939087671
ank_overpass,C1,ank_35_28,5,261,0.6421352024930166,254,0.6798286163993654,-0.03769341390634884
ank_overpass,C1,ank_35_39,3,56,1.255232832017434,67,1.7829067464602768,-0.5276739144428428
ank_overpass,C1,ank_35_7,4,70,1.4820878350921651,76,1.554328497374863,-0.07224066228269788
ank_overpass,C1,ank_36_40,1,38,3.142996408522137,51,3.650059680660775,-0.5070632721386379
ank_overpass,C1,ank_38_19,2,26,3.7812789622833574,31,3.4730099745568714,0.3082689877264859
ank_overpass,C1,ank_38_22,5,149,0.5513848400300516,146,0.5181827495305769,0.03320209049947476
ank_overpass,C1,ank_38_24,4,38,1.4520842634661304,56,1.7426444983471063,-0.29056023488097593
ank_overpass,C1,ank_38_27,4,66,1.6352939895055303,62,1.3532223503845628,0.28207163912096744
ank_overpass,C1,ank_38_40,2,47,1.8837890011203882,36,2.4207481155170854,-0.5369591143966972
ank_overpass,C1,ank_38_9,5,101,0.8975522430448993,97,0.8705936608907947,0.026958582154104627
ank_overpass,C1,ank_39_1,1,40,3.4460481315115383,48,3.52233105225224,-0.07628292074070187
ank_overpass,C1,ank_3_13,2,54,2.6333062638019737,52,2.8476216397629504,-0.2143153759609766
ank_overpass,C1,ank_3_25,1,42,3.826255851254273,38,3.611122189788926,0.21513366146534718
ank_overpass,C1,ank_3_29,1,14,3.415169045261221,17,3.3228252324658576,0.09234381279536352
ank_overpass,C1,ank_3_34,2,98,0.7787370644729729,79,0.8825105826507691,-0.10377351817779623
ank_overpass,C1,ank_3_39,4,38,2.4012810673777567,34,3.1616342918195315,-0.7603532244417748
ank_overpass,C1,ank_3_9,3,78,1.3776098466762978,70,1.6181411376305608,-0.24053129095426296
ank_overpass,C1,ank_40_19,4,112,0.6933477886213398,100,0.6238103362466808,0.06953745237465903
ank_overpass,C1,ank_40_2,2,39,2.8138204663804496,52,3.676383095929639,-0.8625626295491893
ank_overpass,C1,ank_40_40,1,39,4.187277467007624,25,4.8985907254702035,-0.7113132584625799
ank_overpass,C1,ank_41_0,2,65,2.9289902698753734,58,2.694807015210188,0.2341832546651852
ank_overpass,C1,ank_41_1,3,32,3.621173960696146,28,3.258922276424344,0.362251684271802
ank_overpass,C1,ank_41_19,2,30,3.4528937311446635,30,3.2279290834105385,0.22496464773412495
ank_overpass,C1,ank_41_40,1,25,3.1220630495489132,40,3.7981261846204033,-0.6760631350714901
ank_overpass,C1,ank_4_23,2,46,2.623782840514174,51,1.9134234272950694,0.7103594132191047
ank_overpass,C1,ank_4_41,2,44,1.7548389659898125,33,1.6784378294264015,0.07640113656341097
ank_overpass,C1,ank_5_12,4,133,0.9549162241938268,122,0.8135802292861791,0.1413359949076477
ank_overpass,C1,ank_5_40,1,17,4.030282876160859,21,3.303897163355096,0.7263857128057629
ank_overpass,C1,ank_5_5,4,71,1.5170890789388274,75,1.8508809953759344,-0.33379191643710704
ank_overpass,C1,ank_6_10,3,67,2.3440709260366988,62,3.1650110758835472,-0.8209401498468485
ank_overpass,C1,ank_6_38,1,14,3.2802292186966984,14,1.7171732668755078,1.5630559518211906
ank_overpass,C1,ank_7_36,1,12,2.6328696206210918,16,3.5360273125902575,-0.9031576919691657
ank_overpass,C1,ank_7_8,2,65,2.6737658511418543,93,2.96828132815535,-0.2945154770134959
ank_overpass,C1,ank_8_19,1,44,2.775204797306206,58,3.7406981138739654,-0.9654933165677595
ank_overpass,C1,ank_8_22,3,53,2.500354895030252,59,1.6303168483537058,0.870038046676546
ank_overpass,C1,ank_8_31,2,42,1.3580632889212905,29,1.0723421171749756,0.28572117174631484
ank_overpass,C1,ank_8_41,3,103,0.5982072726278403,105,0.5757830894320346,0.022424183195805747
ank_overpass,C1,ank_9_1,3,75,2.4090939618965677,71,2.7185992986954934,-0.3095053367989258
ank_overpass,C1,ank_9_24,2,62,1.6304410893697008,56,1.6436596880629888,-0.013218598693288008
ank_overpass,C1,ank_9_25,1,64,1.2853655495487404,47,0.9810368850975079,0.3043286644512325
ank_overpass,C2,ank_0_10,3,59,1.8933430463845085,65,1.0149354295487538,0.8784076168357546
ank_overpass,C2,ank_0_16,5,119,0.5657533616392761,104,0.47252132221180887,0.09323203942746727
ank_overpass,C2,ank_0_30,1,30,2.9970056618918166,24,3.3332707388128595,-0.3362650769210429
ank_overpass,C2,ank_0_41,2,48,0.8278190985205742,52,0.852308599360555,-0.024489500839980805
ank_overpass,C2,ank_10_1,4,152,0.5700150689963905,147,0.5526770785171392,0.01733799047925133
ank_overpass,C2,ank_11_14,4,78,0.42000304806566763,108,0.7247096211311514,-0.3047065730654838
ank_overpass,C2,ank_12_21,1,51,3.221521548360408,51,3.397959734278238,-0.17643818591783011
ank_overpass,C2,ank_12_28,1,23,2.873010886015946,27,3.848841754794837,-0.9758308687788912
ank_overpass,C2,ank_12_35,4,259,0.38874032381568036,238,0.3894968768595762,-0.0007565530438958246
ank_overpass,C2,ank_13_12,4,108,0.7306940043299506,113,0.6454909229298132,0.08520308140013733
ank_overpass,C2,ank_13_17,1,62,0.9343591011424437,62,0.964220494130793,-0.029861392988349333
ank_overpass,C2,ank_13_21,1,48,2.927483204545431,51,2.295003023831257,0.632480180714174
ank_overpass,C2,ank_13_29,2,49,1.2610798047562135,42,1.2977392237636407,-0.036659419007427196
ank_overpass,C2,ank_13_34,1,30,3.163614211128997,27,2.011038390603862,1.152575820525135
ank_overpass,C2,ank_13_6,4,159,0.5303171621248647,160,0.549861279880622,-0.019544117755757262
ank_overpass,C2,ank_14_33,2,69,0.8737022805883289,57,0.8383305996689803,0.035371680919348614
ank_overpass,C2,ank_14_9,4,76,0.6463781660413469,80,0.6485802274215127,-0.002202061380165765
ank_overpass,C2,ank_15_22,2,64,1.5373878306092903,65,1.437723933263442,0.09966389734584835
ank_overpass,C2,ank_15_41,1,54,1.8685107758242436,50,2.158739563584745,-0.2902287877605012
ank_overpass,C2,ank_15_6,4,173,0.49574760457426287,149,0.4067527448949116,0.08899485967935128
ank_overpass,C2,ank_16_36,1,29,3.6381001932726287,21,4.4455966582722155,-0.8074964649995868
ank_overpass,C2,ank_16_9,4,104,0.647032870890092,107,0.5965021210382703,0.05053074985182171
ank_overpass,C2,ank_17_17,1,48,2.2249762175818866,47,2.4565176045191808,-0.2315413869372942
ank_overpass,C2,ank_17_19,3,81,1.4547173426075735,75,1.5540510179125655,-0.09933367530499204
ank_overpass,C2,ank_17_22,3,59,2.436016577019893,44,2.8998233821508883,-0.46380680513099515
ank_overpass,C2,ank_17_31,3,181,0.4759749762074582,174,0.463506591990411,0.012468384217047213
ank_overpass,C2,ank_17_32,1,49,1.3901301690211014,62,1.6304446953954774,-0.240314526374376
ank_overpass,C2,ank_18_16,3,56,1.3997016071516457,75,1.6438518935143716,-0.24415028636272584
ank_overpass,C2,ank_18_27,2,34,2.8526297492018102,56,2.0615035801848896,0.7911261690169207
ank_overpass,C2,ank_18_29,3,73,0.602766735854335,90,0.6444990082902755,-0.041732272435940465
ank_overpass,C2,ank_18_37,4,73,0.7616915141270382,61,0.6414900432654511,0.12020147086158706
ank_overpass,C2,ank_18_39,3,74,0.3542390399879385,94,0.37145176289437043,-0.017212722906431943
ank_overpass,C2,ank_18_7,4,99,0.994606737317911,97,1.0566053411372716,-0.06199860381936051
ank_overpass,C2,ank_19_15,4,89,0.7503774578882232,87,0.6917285183317134,0.05864893955650974
ank_overpass,C2,ank_19_33,1,21,3.1844235639279135,22,3.0054539192172838,0.1789696447106297
ank_overpass,C2,ank_19_6,2,70,1.517849608599052,67,1.809936806564279,-0.29208719796522686
ank_overpass,C2,ank_19_9,2,80,1.0883908442763572,70,1.218575961849944,-0.13018511757358686
ank_overpass,C2,ank_1_34,3,65,1.3337006790844992,67,1.1522021121657353,0.18149856691876387
ank_overpass,C2,ank_20_10,3,154,0.3526754636757195,159,0.3896793071403552,-0.0370038434646357
ank_overpass,C2,ank_20_19,1,47,2.480673387219456,54,2.6371502190734697,-0.15647683185401373
ank_overpass,C2,ank_20_37,5,220,0.5535523417658168,212,0.5427697294529179,0.010782612312898898
ank_overpass,C2,ank_20_6,3,82,2.282945218864937,72,2.13764460759085,0.1453006112740871
ank_overpass,C2,ank_22_10,5,146,0.5704976640958194,136,0.5543922085525592,0.01610545554326015
ank_overpass,C2,ank_22_16,2,53,2.290151825385935,50,1.7442415879349185,0.5459102374510165
ank_overpass,C2,ank_22_37,4,74,0.911530912123917,83,0.8014649420011895,0.11006597012272756
ank_overpass,C2,ank_23_14,3,66,1.9200323950279172,54,1.3776934986856795,0.5423388963422378
ank_overpass,C2,ank_23_28,5,157,0.4548754922612453,155,0.498807715306869,-0.04393222304562372
ank_overpass,C2,ank_24_0,4,119,1.0579917247117898,111,1.4460434049118405,-0.38805168020005065
ank_overpass,C2,ank_24_12,3,49,1.0461824388204792,50,1.2868688590858692,-0.24068642026539
ank_overpass,C2,ank_24_14,4,98,0.44385929782507394,102,0.44201151612031375,0.0018477817047601874
ank_overpass,C2,ank_24_3,1,36,3.056939015432423,43,2.876906504640699,0.18003251079172422
ank_overpass,C2,ank_25_1,5,146,0.9340143300834918,153,1.0383937622918609,-0.1043794322083691
ank_overpass,C2,ank_25_14,2,66,1.9564020036408936,50,1.832869866277535,0.12353213736335866
ank_overpass,C2,ank_25_16,2,67,1.5651225412027403,68,1.421940598874978,0.14318194232776227
ank_overpass,C2,ank_25_37,4,72,0.8112473524803356,70,0.9257038907413375,-0.11445653826100188
ank_overpass,C2,ank_26_21,3,48,0.7872258167977348,51,1.171065405570968,-0.3838395887732331
ank_overpass,C2,ank_26_22,4,58,1.014775037577468,60,0.8392594316257415,0.17551560595172655
ank_overpass,C2,ank_26_29,5,371,0.56224669052259,359,0.5876671279014386,-0.02542043737884858
ank_overpass,C2,ank_26_3,4,129,0.9819427492324456,128,0.9629204580780959,0.019022291154349724
ank_overpass,C2,ank_26_35,2,41,3.2639192150773844,34,3.2018816668050816,0.06203754827230279
ank_overpass,C2,ank_26_5,5,127,0.6039728934588144,130,0.5950375362536717,0.008935357205142713
ank_overpass,C2,ank_27_14,1,49,3.5474569734390915,44,3.4291154478350037,0.11834152560408784
ank_overpass,C2,ank_27_40,2,45,2.827777615732956,44,2.3217661225981487,0.5060114931348072
ank_overpass,C2,ank_28_27,3,48,0.6073243487054834,60,0.9845557307574623,-0.3772313820519789
ank_overpass,C2,ank_28_37,5,202,0.6240364415045485,193,0.6296833170354083,-0.005646875530859741
ank_overpass,C2,ank_28_38,2,54,1.3096288650917396,47,1.3084428805012849,0.001185984590454714
ank_overpass,C2,ank_28_9,2,55,2.8125072210086945,61,3.210338767809523,-0.39783154680082866
ank_overpass,C2,ank_29_0,5,96,1.0153677948027022,76,0.7971331919736093,0.2182346028290929
ank_overpass,C2,ank_29_11,1,37,2.6992763227714724,41,2.471419976003354,0.22785634676811828
ank_overpass,C2,ank_29_21,3,53,2.078846885889871,51,1.5662013462394404,0.5126455396504308
ank_overpass,C2,ank_29_24,4,205,0.6244453496357358,189,0.603242388673271,0.02120296096246488
ank_overpass,C2,ank_29_26,3,86,0.5469232182492437,95,0.5766254405118678,-0.02970222226262409
ank_overpass,C2,ank_2_12,3,83,0.7293566182240182,101,1.019406210690357,-0.29004959246633877
ank_overpass,C2,ank_2_23,3,73,0.6029889250644384,76,0.7439869514642954,-0.14099802639985703
