stem,silent_frac,ref_edge,pretrained,C1,C2,C4,C5
ank_0_10,0.8282740843336411,0.6075434888635994,1.2495125960472495,1.311173974540311,0.10099774456210099,1.323062808211323,1.3375893573913376
ank_0_16,0.6485072329947676,0.8831276696725202,0.8781741233373639,0.8721953513368265,0.25886739218057236,0.9047427112723363,0.9554950960634152
ank_0_30,0.9586218836565097,0.84460096723055,0.8927035567487942,0.970657416427095,0.1330276319228302,1.0594929791632017,1.059065313977524
ank_0_41,0.9380001538935057,0.837370029326716,1.1071244887462959,1.0041635032205922,0.39171217947148,0.9806029732311234,1.0268668413705273
ank_10_1,0.7575600184672207,0.5788070389274015,1.2177327366850927,1.3416688602263753,0.14837237869614814,1.2072036500833554,1.3585153987891552
ank_11_14,0.7892236072637735,0.5514904818777878,1.4364006010784052,1.2716344028993192,0.16246795721736054,1.444002475028728,1.5475117121895166
ank_12_21,0.9719721452754694,0.6283373245987294,1.0621141489227668,1.3027277308806855,0.0751228423837722,1.351108731258662,1.4387048003023812
ank_12_28,0.9538896583564174,0.7784701635509307,0.956867519817626,1.1415988808870006,0.09805191440857987,1.136132842857883,1.1462877571110306
ank_12_35,0.8380847953216374,0.8732297381045286,1.0075176111870465,0.9947166438860268,0.5149563663126906,1.039086321101882,1.0544369677215855
ank_13_12,0.7532702369959988,0.5598600541396395,0.7376271495689458,1.181042740500844,0.12977238516626374,1.2014778999224558,1.1101582812571271
ank_13_17,0.9257848568790397,0.788534264223081,0.9273762154470474,1.009196553268861,0.15165089989196026,1.0957073967693485,1.143956362486495
ank_13_21,0.9445791012619268,0.5831619249333034,1.2819277108433735,1.4651999301554042,0.06858739305046273,1.3894185437401783,1.5410162388685178
ank_13_29,0.9066251154201292,0.8806492679821769,0.8898205035537887,0.8927840019274788,0.17903867003975424,0.9673292374412722,0.9866522105770389
ank_13_34,0.9328062480763312,0.7945598152234435,1.001453450647564,0.8574839731111631,0.032209504529056035,1.0467440110046977,1.1110592021594123
ank_13_6,0.6938288704216682,0.5818731285349895,0.9796540715681135,1.2684042502501547,0.18339924715299946,1.2495830752370516,1.2702148949349596
ank_14_33,0.9412511542012927,0.6874923359901901,1.3232557448200004,1.2479562412675762,0.5111626386040014,1.21151044918101,1.2779809150093642
ank_14_9,0.7510195444752231,0.7802822673599549,1.0588582871023866,1.0235039227915832,0.3190099464924663,1.0894856054886255,1.1115779798444014
ank_15_22,0.9064712219144352,0.6872373838122321,1.1970108695652173,1.0531435276679841,0.2545701581027668,1.2038661067193674,1.2802309782608694
ank_15_41,0.9984033548784241,0.7820273212462188,0.9989652113925298,1.1626342761407313,0.17712131664531386,1.1628067409086429,1.1604907854538287
ank_15_6,0.7161819021237303,0.6905989793177545,1.079615728676442,0.8991093306366925,0.205787406168566,1.04406674186146,1.15977597137412
ank_16_36,0.9506001846722069,0.6942488262910798,0.9913137260617367,1.2434780074037368,0.06642959162853063,1.287346605648993,1.3253563412714606
ank_16_9,0.8563211757463836,0.8605413905425138,0.8945623515284413,0.9856684156942596,0.3770329182655911,0.9824314094029811,1.0107030046727752
ank_17_17,0.9187249923053247,0.6143554094516217,1.2190450223237108,0.9986708019494904,0.07024300466923418,1.0456017177328651,1.3916703588834736
ank_17_19,0.8120960295475531,0.6472901269660792,1.079557930176389,1.2368074361414036,0.35932811242040547,1.2381614579521334,1.360718729415209
ank_17_22,0.851762080640197,0.7991553367360766,0.6926663840610428,0.8641514766143846,0.08181432810512929,0.8074890490320757,1.0444821251942913
ank_17_31,0.9542166820560173,0.9022457866301105,0.9895430678136521,1.028935314490001,0.6207127695229583,1.0120656909842476,1.0357501955088817
ank_17_32,0.971375807940905,0.6293567807351077,1.2500629326620516,1.4477344241661423,0.35446821900566394,1.4207992448080555,1.442196349905601
ank_18_16,0.8534164358264081,0.7465737985754215,1.167627789016032,0.9767821019896742,0.1816370278675161,1.1150931433229674,1.1182633374596178
ank_18_27,0.9496191135734072,0.8217968196090347,0.908252810096628,0.9286136856635772,0.18899132321041215,0.9455482153421416,1.0910569907316112
ank_18_29,0.8474338257925516,0.8875899484711597,0.9290299480831693,0.9660878238408225,0.3582261323239815,0.9426868878033811,0.996087056597018
ank_18_37,0.7458064019698368,0.7532370389476399,1.1211861795021059,0.9218231003664007,0.2548710748895661,1.1435468958668629,1.192891141321097
ank_18_39,0.8321021852877809,0.7714536711670057,1.0882828888222955,1.1063829787234043,0.28888222954749776,1.147587653581061,1.189721306562781
ank_18_7,0.7730455524776855,0.8170009456029463,0.963511208576998,0.7973318713450293,0.2872807017543859,0.950505604288499,1.0699926900584795
ank_19_15,0.8262157586949831,0.8659138533178115,0.9867709929821731,0.9281546610739156,0.34325508859670345,0.9692398698609878,0.9969078540507111
ank_19_33,0.9989035087719298,0.841180888555087,0.9234890109890109,1.0714972527472528,0.1016941391941392,1.107852564102564,1.0747481684981683
ank_19_6,0.8849838411819021,0.6214976632974677,1.1472789591494124,1.2212856743144935,0.0800223838836038,1.1440263010632346,1.3393606603245662
ank_19_9,0.8895814096645122,0.8960730040653923,0.907910613446595,0.9380520295381052,0.15577489261064723,0.9916501761668035,1.0193542159370625
ank_1_34,0.8960257002154509,0.790785547134975,1.0774284628332518,1.056686756800782,0.41942227290003803,1.0495194657110278,1.0603789976652007
ank_20_10,0.884599107417667,0.9170599108404914,0.949443930663252,0.9396030447463897,0.4527044651537787,0.963316022859311,1.0011619359275332
ank_20_19,0.9560826408125577,0.6830446067483552,1.1714975845410627,1.3275008837044893,0.11488158359844466,1.1869624131023917,1.3323023447625781
ank_20_37,0.6025892582333026,0.9261612130885873,1.0020681097476907,0.9720805184061768,0.6814766303598512,0.9523990073073212,0.9986557286640011
ank_20_6,0.8065366266543552,0.6077706489851409,1.3456165136174554,1.330821756534024,0.08578604505140883,1.2307118750490542,1.3639039321874264
ank_22_10,0.697329947676208,0.8086896551724138,1.060105747910626,1.0539314344192392,0.4060037523452158,0.9837625788845302,1.0092103018932288
ank_22_16,0.858264081255771,0.73191231845078,0.9983157250038279,0.9008115143163374,0.046026642168121266,0.9693461950696677,1.104884397488899
ank_22_37,0.8751154201292706,0.9195902576277147,1.0119280967633981,0.9864703351341015,0.5355691542764259,0.9980637758760816,0.9939283836114166
ank_23_14,0.817174515235457,0.8291666666666667,0.7514976009993469,0.8711921187860204,0.0634244669676064,0.8424892825710473,0.8183573233398631
ank_23_28,0.5041551246537396,0.7886523199023199,1.1316948086506362,1.0020320286419275,0.715467608495815,1.1802699695195704,1.1397745415840148
