stem,informative_frac,ref_edge,C1,C2,C4,C5
ank_0_10,0.17207217605417052,0.8543320290665176,1.0697461397539911,1.0177963883800052,1.061763936142371,1.101151531012824
ank_0_16,0.3539358264081256,0.922332735474754,0.9741308190925163,0.9549204478491455,0.9574543311726577,1.0101944608131999
ank_0_30,0.04178208679593721,0.91804788213628,0.9648946840521564,0.9242728184553661,1.0195586760280841,1.0351053159478436
ank_0_41,0.06169205909510619,0.9706891175553477,0.9726951493735946,0.9312560231288146,0.9935753292643752,1.0096370061034372
ank_10_1,0.24413281009541396,0.8964620597273658,1.0313790981805397,0.9641381735079547,0.977322668541795,1.0297090621429201
ank_11_14,0.21181517389966142,0.8279901916265553,1.0971810902709225,1.0530876384775694,1.0927936821322803,1.1239442799166393
ank_12_21,0.027816251154201294,0.9557399723374828,1.007959479015919,0.9464544138929087,1.0151953690303908,1.0267727930535455
ank_12_28,0.045225453985841796,0.9846873670778392,0.9814254859611231,0.9697624190064795,0.9900647948164146,1.0004319654427645
ank_12_35,0.16280009233610343,0.9032258064516129,1.0567765567765568,1.0362375719518577,1.076138147566719,1.0769230769230769
ank_13_12,0.24957679285934134,0.8554801911515338,1.0591945220290115,1.0026128480043246,1.0479322461483016,1.0519866654653571
ank_13_17,0.07350338565712528,0.9701648783041089,0.9964931211222012,0.9616940922578904,1.0083625573239816,1.0053951982735365
ank_13_21,0.05509387503847338,0.9039804469273743,1.0679799150251061,1.022788721514098,1.0799536500579374,1.086519891850135
ank_13_29,0.0943367189904586,0.9486133768352365,0.9600171969045572,0.9183147033533964,0.9793637145313844,1.003439380911436
ank_13_34,0.06698214835333949,0.9215967834577828,0.9922094110314741,0.931442817076971,1.0507946400747896,1.0408226861950765
ank_13_6,0.30849876885195443,0.8858888819604664,1.0376574927852467,0.9903568663334975,1.0111212782431196,1.0355458576757937
ank_14_33,0.05851800554016621,0.9178172255095332,1.02865329512894,0.9817335243553009,1.042621776504298,1.0590974212034385
ank_14_9,0.2502308402585411,0.8374077490774908,1.098962636555586,1.0504911410997888,1.10474616726338,1.1303589461121821
ank_15_22,0.09454832256078793,0.817090539165819,1.1008466135458168,1.035109561752988,1.1182768924302788,1.1499003984063745
ank_15_41,0.001615881809787627,0.9523809523809523,1.0,0.8750000000000001,1.0250000000000001,1.0375
ank_15_6,0.28541474299784547,0.9255914268383096,0.9633000800990315,0.9432025049151679,0.9322799097065463,0.9979611155610573
ank_16_36,0.049707602339181284,0.9268575851393189,0.9866388308977035,0.872651356993737,1.0346555323590814,1.012108559498956
ank_16_9,0.14419821483533396,0.9262273212379936,1.0007201497911566,0.9740746075183638,1.0008641797493878,1.0309664410197321
ank_17_17,0.08225607879347492,0.706267539756782,1.2317880794701987,1.143046357615894,1.2241721854304637,1.3311258278145695
ank_17_19,0.1882694675284703,0.7666292020026566,1.1880581100892975,1.1507397041183527,1.2131147540983607,1.2408369985339198
ank_17_22,0.14893044013542628,0.8703177473521054,1.0200356188780053,0.9867913327396853,0.9945087563075097,1.0694568121104184
ank_17_31,0.04553324099722992,0.9594423320659062,1.0140907089387936,0.9678555702333774,1.0158520475561428,1.0198150594451783
ank_17_32,0.028412588488765773,0.9113067027758971,1.0683506686478454,0.9806835066864784,1.0713224368499257,1.0713224368499257
ank_18_16,0.14804555247768544,0.7635135135135135,1.1497617426820967,1.0823689584751532,1.1465282505105514,1.1994554118447924
ank_18_27,0.05020775623268698,0.942911877394636,0.9735879723689557,0.9362047947988622,0.9764323445753759,1.0182852498984154
ank_18_29,0.15291243459526008,0.9251478173355139,1.0069350013598042,0.9719880337231439,0.9787870546641284,1.0410660864835464
ank_18_37,0.253251000307787,0.9521458412457273,0.9898683685680095,0.9889908256880734,1.0116473873155165,1.0254487435181492
ank_18_39,0.16703216374269006,0.9692502591270298,0.9789686311787072,0.9847908745247148,1.006059885931559,1.0165161596958177
ank_18_7,0.2288781163434903,0.9230122709699109,0.980149335275906,0.9535603715170279,0.9727736295756693,1.0291385904206884
ank_19_15,0.17436134195136965,0.9286187113857016,0.9931091837947014,0.9640014256861115,1.0154449328739457,1.02494950695022
ank_19_33,0.0009618344105878732,1.0,1.0,0.96,0.96,1.0
ank_19_6,0.11542012927054478,0.8583333333333333,1.0811650485436894,0.9988349514563106,1.0730097087378643,1.1097087378640778
ank_19_9,0.11036088027085257,0.9484050897681715,0.9963242051093549,0.9705936408748391,1.0305090975923543,1.028854989891564
ank_1_34,0.10366651277316097,0.9307849322694377,1.0045853269537481,0.9876395534290271,1.011762360446571,1.018939393939394
ank_20_10,0.11572791628193291,0.944813829787234,1.0015833919774806,0.9512667135819846,1.0130190007037299,1.0260380014074595
ank_20_19,0.04401354262850108,0.9353146853146853,1.019626168224299,0.9556074766355139,1.029906542056075,1.0280373831775702
ank_20_37,0.39623730378578026,0.9797553160501019,1.0011396858431199,0.990981616371835,1.0077795946682524,1.0097616570041128
ank_20_6,0.19407894736842105,0.7448706512042819,1.1952095808383234,1.1630073186959415,1.1807052561543578,1.2718562874251498
ank_22_10,0.30505540166204986,0.9134190944633623,1.0241629271660337,0.9818432861580946,0.995719710044874,1.0169140490162236
ank_22_16,0.1424092028316405,0.8896393354045657,0.990889766170665,0.9594594594594594,1.0013665350744003,1.057849984816277
