stem,informative_frac,ref_edge,C1,C2,C4,C5
ank_0_10,0.17207217605417052,0.8543320290665176,1.06385762889296,1.0007851347814707,1.0562679926720755,1.101151531012824
ank_0_16,0.3539358264081256,0.922332735474754,0.9871538008249854,0.9437242192103713,0.9841484973482617,1.0073070123747792
ank_0_30,0.04178208679593721,0.91804788213628,0.9954864593781344,0.9042126379137412,0.9824473420260782,1.0361083249749248
ank_0_41,0.06169205909510619,0.9706891175553477,0.9922903951172503,0.9402505621586894,0.9961451975586251,1.0096370061034372
ank_10_1,0.24413281009541396,0.8964620597273658,1.035070756790015,0.9405818757141602,0.9899797837742814,1.0290058890744485
ank_11_14,0.21181517389966142,0.8279901916265553,1.102445980037293,1.0340024130744763,1.1055171657343423,1.1216408906438522
ank_12_21,0.027816251154201294,0.9557399723374828,1.0231548480463095,0.9356005788712012,1.0137481910274964,1.0195369030390737
ank_12_28,0.045225453985841796,0.9846873670778392,0.980561555075594,0.9628509719222462,0.9809935205183585,1.005183585313175
ank_12_35,0.16280009233610343,0.9032258064516129,1.0624018838304554,1.032967032967033,1.065541601255887,1.076268969126112
ank_13_12,0.24957679285934134,0.8554801911515338,1.0498243084962608,0.9698171006396973,1.0577529507162806,1.0538787278133166
ank_13_17,0.07350338565712528,0.9701648783041089,1.009171837065012,0.9719449689776098,1.0043161586188292,1.0045859185325061
ank_13_21,0.05509387503847338,0.9039804469273743,1.0730011587485515,1.0281962147547317,1.0760911548860563,1.0923136346079567
ank_13_29,0.0943367189904586,0.9486133768352365,0.9587274290627688,0.9189595872742906,0.9840928632846088,1.0023645743766123
ank_13_34,0.06698214835333949,0.9215967834577828,1.015269554378311,0.9164848862574011,1.030850732315363,1.04487379245871
ank_13_6,0.30849876885195443,0.8858888819604664,1.0410361089603717,0.9733230097839093,1.0419511508411345,1.029914830717252
ank_14_33,0.05851800554016621,0.9178172255095332,1.0250716332378225,0.9813753581661891,1.0265042979942693,1.048352435530086
ank_14_9,0.2502308402585411,0.8374077490774908,1.1137427705866152,1.0391076838336546,1.0943725328192417,1.129716331589094
ank_15_22,0.09454832256078793,0.817090539165819,1.0953685258964143,1.002988047808765,1.0766932270916334,1.1461653386454183
ank_15_41,0.001615881809787627,0.9523809523809523,1.0375,0.9375000000000001,1.0375,1.0250000000000001
ank_15_6,0.28541474299784547,0.9255914268383096,0.9643923396198937,0.9349741498580062,0.9303138425689943,0.9964319522318503
ank_16_36,0.049707602339181284,0.9268575851393189,1.0062630480167014,0.8697286012526095,1.0359081419624216,1.0154488517745301
ank_16_9,0.14419821483533396,0.9262273212379936,1.0012962696240817,0.9706178885208123,0.9886216332997264,1.024485092899323
ank_17_17,0.08225607879347492,0.706267539756782,1.2509933774834436,1.1284768211920528,1.1963576158940399,1.323841059602649
ank_17_19,0.1882694675284703,0.7666292020026566,1.2079168332666934,1.145008663201386,1.2111155537784886,1.2417699586831934
ank_17_22,0.14893044013542628,0.8703177473521054,1.020629266844761,0.977144553279905,0.9953992282576433,1.0756901157613534
ank_17_31,0.04553324099722992,0.9594423320659062,1.004403346543373,0.9682959048877147,1.0127697049757816,1.025099075297226
ank_17_32,0.028412588488765773,0.9113067027758971,1.0676077265973254,0.9933135215453195,1.0289747399702822,1.0601783060921248
ank_18_16,0.14804555247768544,0.7635135135135135,1.162355343771273,1.0517358747447243,1.1404016337644656,1.1897549353301566
ank_18_27,0.05020775623268698,0.942911877394636,1.0065014221861033,0.9276716781796018,0.9500203169443315,1.0146281999187323
