stem,informative_frac,ref_edge,C1,C2,C4,C5
ank_0_10,0.17207217605417052,0.8543320290665176,1.0533891651400158,1.0181889557707406,1.0633342057053128,1.097749280293117
ank_0_16,0.3539358264081256,0.922332735474754,0.9813789039481439,0.9470241602828521,0.9776664702416028,1.012080141426046
ank_0_30,0.04178208679593721,0.91804788213628,0.979939819458375,0.9247743229689067,0.9894684052156469,1.030591775325978
ank_0_41,0.06169205909510619,0.9706891175553477,0.9781561194988756,0.9328621908127208,0.9877931256023129,1.0112431737873433
ank_10_1,0.24413281009541396,0.8964620597273658,1.0082622835545398,0.952887404412411,1.0032521754416805,1.0313790981805397
ank_11_14,0.21181517389966142,0.8279901916265553,1.0916968300976198,1.0402544696720413,1.0957551826258638,1.126028298782494
ank_12_21,0.027816251154201294,0.9557399723374828,1.007959479015919,0.9442836468885673,1.0209840810419681,1.0209840810419681
ank_12_28,0.045225453985841796,0.9846873670778392,0.9714902807775377,0.9650107991360691,0.9961123110151188,1.0060475161987041
ank_12_35,0.16280009233610343,0.9032258064516129,1.053636839351125,1.0345368916797488,1.0710361067503924,1.075876504447933
ank_13_12,0.24957679285934134,0.8554801911515338,1.0609964861699253,0.9888278223263357,1.0677538516983511,1.0582034417515092
ank_13_17,0.07350338565712528,0.9701648783041089,0.9978419206905853,0.9668195306177502,1.0102508767197194,1.0110601564607498
ank_13_21,0.05509387503847338,0.9039804469273743,1.0679799150251061,1.034376207029741,1.0737736577829278,1.0880648899188876
ank_13_29,0.0943367189904586,0.9486133768352365,0.95335339638865,0.9307824591573517,0.975494411006019,1.0055889939810836
ank_13_34,0.06698214835333949,0.9215967834577828,0.9990651293237769,0.9255219694608913,1.0339669679027734,1.0442505453412279
ank_13_6,0.30849876885195443,0.8858888819604664,1.0328711198704865,0.9718448652072921,1.0245653551066376,1.0294925036953615
ank_14_33,0.05851800554016621,0.9178172255095332,1.0333094555873925,0.9756446991404012,1.0329512893982808,1.0501432664756447
ank_14_9,0.2502308402585411,0.8374077490774908,1.091618470577435,1.0484714954557972,1.1016248967226658,1.1303589461121821
ank_15_22,0.09454832256078793,0.817090539165819,1.084910358565737,1.030129482071713,1.1075697211155378,1.147410358565737
ank_15_41,0.001615881809787627,0.9523809523809523,1.0375,0.9875,1.0375,1.0375
ank_15_6,0.28541474299784547,0.9255914268383096,0.9591494939197553,0.9333721692274084,0.9335906211315809,0.9993446442874827
ank_16_36,0.049707602339181284,0.9268575851393189,1.0050104384133611,0.8509394572025052,1.0354906054279749,1.0112734864300625
ank_16_9,0.14419821483533396,0.9262273212379936,0.9929425320466657,0.9758029670171396,1.004176868788708,1.0285179317297999
ank_17_17,0.08225607879347492,0.706267539756782,1.2016556291390728,1.144701986754967,1.2437086092715233,1.3288079470198677
ank_17_19,0.1882694675284703,0.7666292020026566,1.1852592296414768,1.1439424230307875,1.2035185925629748,1.24416899906704
ank_17_22,0.14893044013542628,0.8703177473521054,1.01662214306916,0.981300089047195,1.018699910952805,1.068417928168596
ank_17_31,0.04553324099722992,0.9594423320659062,1.0035226772346983,0.968736239542052,1.0189343901365038,1.0220167327168648
ank_17_32,0.028412588488765773,0.9113067027758971,1.0527488855869243,1.0156017830609212,1.0646359583952452,1.0601783060921248
ank_18_16,0.14804555247768544,0.7635135135135135,1.1480599046970728,1.0743703199455412,1.1642273655547992,1.1958815520762425
ank_18_27,0.05020775623268698,0.942911877394636,0.9670865501828525,0.9447379114181227,0.9431125558715969,1.008126777732629
ank_18_29,0.15291243459526008,0.9251478173355139,1.007478923035083,0.9702202882784878,0.9759314658689149,1.0365787326624967
ank_18_37,0.253251000307787,0.9521458412457273,0.9787794176306341,0.9864379736737136,1.0112485041882728,1.023693657758277
ank_18_39,0.16703216374269006,0.9692502591270298,0.9907319391634981,0.9859790874524715,0.9997623574144487,1.0186549429657796
ank_18_7,0.2288781163434903,0.9230122709699109,0.9760517209979968,0.9432708067747222,0.9907120743034056,1.0306865780367875
ank_19_15,0.17436134195136965,0.9286187113857016,0.9958417488416301,0.9656647261494595,1.0086729238446002,1.0267316145895213
ank_19_33,0.0009618344105878732,1.0,1.0,0.96,0.98,1.0
ank_19_6,0.11542012927054478,0.8583333333333333,1.0642718446601942,1.003106796116505,1.0654368932038836,1.1089320388349515
ank_19_9,0.11036088027085257,0.9484050897681715,1.0124977026281934,0.973350487042823,1.0248116155118545,1.028119830913435
ank_1_34,0.10366651277316097,0.9307849322694377,1.012360446570973,0.9904306220095694,1.018341307814992,1.0187400318979267
ank_20_10,0.11572791628193291,0.944813829787234,0.9968332160450387,0.9470443349753696,1.0038705137227304,1.0265657987332863
ank_20_19,0.04401354262850108,0.9353146853146853,1.0294392523364486,0.9663551401869159,1.0434579439252336,1.0266355140186916
ank_20_37,0.39623730378578026,0.9797553160501019,1.0020811654526536,0.9883553837768198,1.007928249343442,1.0094147960953372
ank_20_6,0.19407894736842105,0.7448706512042819,1.1984031936127746,1.1598137059214904,1.2035928143712575,1.2721224218230207
