stem,informative_frac,ref_edge,C1,C2,C4,C5
ank_0_10,0.17207217605417052,0.8543320290665176,1.0529965977492803,1.0085056267992671,1.0723632556922271,1.1015440984035594
ank_0_16,0.3539358264081256,0.922332735474754,0.973836181496759,0.9433706540954626,0.9691219799646436,1.008898055391868
ank_0_30,0.04178208679593721,0.91804788213628,0.9719157472417251,0.9207622868605817,1.0110330992978935,1.0320962888665997
ank_0_41,0.06169205909510619,0.9706891175553477,0.9804047542563443,0.9486026341150016,0.9913266945069065,1.0125281079344683
ank_10_1,0.24413281009541396,0.8964620597273658,1.0222378482904106,0.9438340511558407,0.9821569833875362,1.0239078843280303
ank_11_14,0.21181517389966142,0.8279901916265553,1.1013491280026324,1.0423384885378961,1.1221893166611823,1.1266864100032905
ank_12_21,0.027816251154201294,0.9557399723374828,1.0065123010130246,0.9522431259044862,1.0347322720694645,1.0267727930535455
ank_12_28,0.045225453985841796,0.9846873670778392,0.9779697624190066,0.9624190064794816,0.9831533477321814,1.003023758099352
ank_12_35,0.16280009233610343,0.9032258064516129,1.055729984301413,1.033490319204605,1.0688121402407116,1.0745682888540031
ank_13_12,0.24957679285934134,0.8554801911515338,1.058293539958555,0.9965762681322642,1.059374718443103,1.0577529507162806
ank_13_17,0.07350338565712528,0.9701648783041089,1.0,0.9692473698408416,1.009441596978689,1.0026975991367681
ank_13_21,0.05509387503847338,0.9039804469273743,1.0722286597141752,1.03051371185786,1.0795674005407494,1.0884511394360756
ank_13_29,0.0943367189904586,0.9486133768352365,0.9503439380911436,0.9103611349957008,0.973774720550301,1.004299226139295
ank_13_34,0.06698214835333949,0.9215967834577828,1.0043627298223747,0.9354939233406047,1.0567154876908693,1.0433156746650047
ank_13_6,0.30849876885195443,0.8858888819604664,1.0504680791159289,0.9783909340465967,1.03181530231576,1.036038572534666
ank_14_33,0.05851800554016621,0.9178172255095332,1.022922636103152,0.9967765042979944,1.037249283667622,1.0551575931232091
ank_14_9,0.2502308402585411,0.8374077490774908,1.0920774809510694,1.0423207564490957,1.1149361975580647,1.1302671440374552
ank_15_22,0.09454832256078793,0.817090539165819,1.0846613545816732,1.0293824701195218,1.0831673306772909,1.1508964143426295
