stem,informative_frac,ref_edge,C1,C2,C4,C5
ank_0_10,0.17207217605417052,0.8543320290665176,1.0643810520806072,1.0197592253336822,1.0621565035331066,1.0974875686992933
ank_0_16,0.3539358264081256,0.922332735474754,0.9742486741308192,0.9482616381850324,0.9730111962286387,1.0045963464938126
ank_0_30,0.04178208679593721,0.91804788213628,0.9839518555667001,0.9202607823470411,0.9864593781344032,1.0346038114343028
ank_0_41,0.06169205909510619,0.9706891175553477,0.9922903951172503,0.9399293286219081,0.99743013170575,1.0025698682942499
ank_10_1,0.24413281009541396,0.8964620597273658,1.0173156368111103,0.9589522721279775,0.9992968269315285,1.0299727520435968
ank_11_14,0.21181517389966142,0.8279901916265553,1.0891740704179005,1.0404738400789733,1.0768893276297027,1.1242733355270373
ank_12_21,0.027816251154201294,0.9557399723374828,1.0267727930535455,0.9450072358900145,1.0094066570188134,1.02821997105644
ank_12_28,0.045225453985841796,0.9846873670778392,0.9784017278617712,0.9563714902807775,0.9848812095032398,1.0025917926565875
ank_12_35,0.16280009233610343,0.9032258064516129,1.0501046572475143,1.0375457875457876,1.0698587127158556,1.0779696493982207
ank_13_12,0.24957679285934134,0.8554801911515338,1.0466708712496622,0.9830615370754121,1.0582034417515092,1.065501396522209
ank_13_17,0.07350338565712528,0.9701648783041089,1.0070137577555975,0.9754518478554087,1.0105206366333963,1.0102508767197194
ank_13_21,0.05509387503847338,0.9039804469273743,1.070297412128235,1.0220162224797218,1.06720741599073,1.0946311317110853
ank_13_29,0.0943367189904586,0.9486133768352365,0.9587274290627688,0.9299226139294927,0.9651762682717112,1.0
ank_13_34,0.06698214835333949,0.9215967834577828,1.0127765659083827,0.9330009348706763,1.0535992521034592,1.0395761919601123
ank_13_6,0.30849876885195443,0.8858888819604664,1.0358977968607024,0.9737453368058,1.0121067079608643,1.0354754698388118
ank_14_33,0.05851800554016621,0.9178172255095332,1.0476361031518626,0.9874641833810889,1.0494269340974212,1.05121776504298
ank_14_9,0.2502308402585411,0.8374077490774908,1.0918020747268888,1.0450748186909025,1.109703479298632,1.1272376755714677
ank_15_22,0.09454832256078793,0.817090539165819,1.0913844621513944,1.032121513944223,1.0502988047808763,1.142430278884462
ank_15_41,0.001615881809787627,0.9523809523809523,1.0375,1.0125000000000002,1.05,1.0125000000000002
ank_15_6,0.28541474299784547,0.9255914268383096,0.9729847811840093,0.9370130342969489,0.9440034952304667,0.9986892885749654
ank_16_36,0.049707602339181284,0.9268575851393189,1.0041753653444676,0.8697286012526095,1.0329853862212943,1.0079331941544885
ank_16_9,0.14419821483533396,0.9262273212379936,0.9868932738009506,0.9779634163906094,1.0067694080368716,1.0289500216044938
ank_17_17,0.08225607879347492,0.706267539756782,1.2182119205298014,1.1543046357615894,1.2231788079470198,1.333112582781457
ank_17_19,0.1882694675284703,0.7666292020026566,1.1933893109422897,1.1542049846727975,1.1980541116886578,1.2403038784486207
ank_17_22,0.14893044013542628,0.8703177473521054,1.0262689225289403,0.9900563965568417,0.9986642920747996,1.0678242802018403
ank_17_31,0.04553324099722992,0.9594423320659062,1.0096873623954206,0.964332892998679,1.0140907089387936,1.0215763980625274
ank_17_32,0.028412588488765773,0.9113067027758971,1.0713224368499257,0.9903417533432393,1.0549777117384844,1.063150074294205
ank_18_16,0.14804555247768544,0.7635135135135135,1.1295098706603133,1.0658611300204222,1.1536759700476515,1.1887338325391423
ank_18_27,0.05020775623268698,0.942911877394636,0.9918732222673711,0.942299878098334,0.9764323445753759,1.0166598943518894
ank_18_29,0.15291243459526008,0.9251478173355139,1.0093826488985587,0.9760674462877347,0.9902094098449823,1.0363067718248573
ank_18_37,0.253251000307787,0.9521458412457273,0.9929796569605106,0.9896290386916633,1.005025927403271,1.025767850019944
ank_18_39,0.16703216374269006,0.9692502591270298,0.9874049429657795,0.9855038022813689,1.0036834600760456,1.0141397338403042
ank_18_7,0.2288781163434903,0.9230122709699109,0.9760517209979968,0.9515570934256055,0.9661263886359498,1.0285922418503004
ank_19_15,0.17436134195136965,0.9286187113857016,0.9889509326363313,0.9672092194368541,1.0112866817155757,1.0261375787097542
ank_19_33,0.0009618344105878732,1.0,1.0,0.98,1.0,1.0
ank_19_6,0.11542012927054478,0.8583333333333333,1.069126213592233,0.9951456310679612,1.0565048543689322,1.1097087378640778
ank_19_9,0.11036088027085257,0.9484050897681715,1.0044109538687742,0.9727991178092262,1.0253629847454513,1.0272008821907737
ank_1_34,0.10366651277316097,0.9307849322694377,1.0151515151515151,0.9950159489633174,1.0095693779904307,1.0213317384370018
ank_20_10,0.11572791628193291,0.944813829787234,1.0100281491907108,0.9558409570724842,1.0123152709359606,1.025686136523575
ank_20_19,0.04401354262850108,0.9353146853146853,1.0186915887850467,0.9556074766355139,1.0271028037383176,1.0158878504672897
ank_20_37,0.39623730378578026,0.9797553160501019,1.0012883405183093,0.9860760120905803,1.007730043109856,1.0084733164858035
ank_20_6,0.19407894736842105,0.7448706512042819,1.1936127744510978,1.1669993346640053,1.1638057218895543,1.2649367930805058
ank_22_10,0.30505540166204986,0.9134190944633623,1.015740421125302,0.9759061097687263,1.004211253020366,1.0223679668622714
ank_22_16,0.1424092028316405,0.8896393354045657,1.010780443364713,0.9514120862435468,0.987245672638931,1.0537503795930763
ank_22_37,0.12515389350569406,0.9469720258223179,1.0053562733322512,0.9649407563707191,1.013958772926473,1.0113617919168967
ank_23_14,0.18417205293936595,0.8974305410486735,0.9920856610800746,0.929352886405959,0.9756750465549348,1.0286312849162011
ank_23_28,0.4958833487226839,0.9555434866940802,1.0008931471256903,0.9737739525820072,1.0110831438778825,1.0058460539136083
