stem,stratum,conf_D,conf_B,conf_S,osm_fraction,err_C2,n_C2,err_C1,conf_COMB
33TWF_1161_00,3,0.405193072436265,-25.147461290728,-1.6418379545211792,0.012505866856424776,1.5116559677712287,75.0,2.5954824718797416,-0.19946671629465523
33TWF_1416_00,1,0.23403778331788064,-20.6059984601151,-1.9975395202636719,0.0033611409710972155,0.9845129554774084,69.0,3.083169388162448,-0.5867560008354159
33UWS_0309_00,5,1.1915939638466762,-14.761515285973038,-0.9268724918365479,0.07332435010371088,1.2727986656810792,104.0,1.923274350224892,1.0092261576772565
33UWT_0062_00,3,0.8126124829860302,-23.714196755440597,-0.774884819984436,0.026313797332283607,2.199829764071609,74.0,2.287827247238272,0.7350043745591026
33UWT_0167_00,3,0.6435031536688931,-31.332852270148322,-1.3743712902069092,0.03657890354131024,1.6250278851811033,51.0,2.3725754647606756,0.19835524637305352
33UWT_0872_00,3,0.6628439824507235,-42.74113877946013,-1.192471981048584,0.02330088267801178,2.1175198077035806,79.0,2.9589239597087604,0.3300943346094167
33UWT_0956_00,2,0.3812497115906568,-41.17373031124922,-1.9160102605819702,0.02764614150100683,2.812968215879934,57.0,3.0823006027244615,-0.3929681236104375
33UWT_1630_00,3,0.6174848852774728,-40.0806765462853,-1.5403705835342407,0.011597450377749853,1.5895463282922206,73.0,2.020217379879663,0.06999322491183688
33UWT_2290_00,2,0.34721826632330427,-78.97225386360715,-3.0068416595458984,0.00015140274644582052,3.2097605501172897,47.0,3.49731760928893,-1.1032894731249565
33UWT_2410_00,4,0.8549456242984993,-12.380524149084495,-1.8452608585357666,0.06744992354161304,1.4849820756570353,60.0,1.715263113800595,0.11165121872137837
33VXG_1377_00,2,0.4960391296048701,-90.21514878501921,-1.9880602359771729,0.004390679646928795,2.730530574639782,76.0,2.796406340806297,-0.32605997262661124
34TCR_0072_00,3,0.5034562185088151,-27.46241988766716,-1.7177319526672363,0.01099183939196657,1.998970549104346,51.0,3.012606572930973,-0.15101778527423904
34TCR_0106_00,3,0.6131632225596544,-34.33165554777154,-3.139064073562622,0.1423185816590713,2.074947958526802,78.0,3.5002382397307414,-0.9267311193242291
34TCR_0112_00,1,0.25953526657875536,-132.76548827366614,-1.8589081764221191,0.00752471649835728,3.0056512211629705,49.0,3.3215657401380136,-0.4758913915741431
34TCR_0339_00,4,0.7259565379502564,-19.311813967168188,-2.174621105194092,0.04536026283516783,1.0780844766133695,51.0,2.8775934222074264,-0.21827551913055238
34TCR_0343_00,4,0.697356758901437,-19.200661346554458,-2.1762027740478516,0.05529228300201366,1.4721514435003493,48.0,2.6073556692813757,-0.2470723573143529
34TCR_0361_00,1,0.2609259258912539,-62.9593294082798,-1.970851182937622,0.008539114899544278,2.82116415165222,56.0,3.2231554739004276,-0.5440367827743455
34TCR_0369_00,5,1.6067792821109015,-13.25602990870741,-1.3745625019073486,0.21971566564217476,0.703072776120423,125.0,0.7666631145892492,1.1350765020586429
34TCR_0421_00,2,0.5273792167913792,-19.31617172286699,-1.693037986755371,0.2511014549803933,2.5743045654126306,81.0,2.588009415104829,-0.11242050714790035
34TCR_0769_00,1,0.22500996242389187,-59.51416287876989,-2.8403658866882324,0.006222652878923224,3.33860855614503,39.0,4.278915473274416,-1.1187902779272818
34TCR_0850_00,1,0.3956249698843933,-165.38499914989575,-1.9256535768508911,0.00042392769004829747,3.057855884671146,40.0,2.541256933035668,-0.38497426670282203
34TCR_1120_00,2,0.38652917943397896,-40.30330186795436,-2.061038017272949,0.006162091780344895,2.781655512044357,58.0,2.72269053123368,-0.47787152742073385
34TCR_1124_00,4,0.9996197318604115,-4.819445167334367,-6.083856582641602,0.6288967281866493,1.3978962382946514,140.0,1.369129022708069,-2.3791041763815426
34TCR_1129_00,2,0.4388796116589677,-159.6195675318515,-3.019404888153076,1.5140274644582053e-05,2.7780105079504813,51.0,3.249426309395258,-1.0219433467510732
34TCR_1162_00,4,0.953686466592843,-11.748040514390109,-2.204939842224121,0.3475298641917364,1.9392373727500871,81.0,2.17975870592928,-0.015618278600324775
34TCR_1204_00,1,0.21105768957988036,-35.3791860178446,-2.3690273761749268,0.011173522687701555,3.050652776428273,37.0,3.958311403472234,-0.8397372579657602
34TCR_1346_00,4,0.8878070153370891,-12.587619614337097,-2.7449228763580322,0.3497403442898454,2.134274228198776,95.0,2.5691456146770077,-0.41492888859244803
34TCR_1412_00,2,0.42246659086674615,-22.731138315866723,-2.8483939170837402,0.06596617662644401,2.3473254884131043,72.0,2.697519796515851,-0.9317367159313751
34TCS_0235_00,5,1.97925481249035,-4.556875156871434,-2.8878283500671387,0.5266544535117867,1.1034133625427107,148.0,0.9818518054373406,0.557844802313072
34TCS_0241_00,1,0.16470499149889334,-42.72347118660211,-2.777405261993408,0.004027313055458826,3.1096859179932146,27.0,3.807948917553858,-1.1383522203227232
34TCT_0129_00,2,0.5228579814891807,-34.00961383389648,-3.8948068618774414,0.08446759224212327,1.4608794450936111,68.0,1.3224731596006465,-1.483747900250639
34TCT_0362_00,1,0.29287669554396484,-29.369969084786852,-2.11488676071167,0.009841178518978335,2.705393624757865,45.0,3.691552143643362,-0.6023848751485557
34TCT_0468_00,2,0.3286267550296725,-43.66769378645584,-2.0221917629241943,0.007736680343381429,2.7665958333970377,29.0,3.789030884609782,-0.5100678498118365
34TCT_0686_00,2,0.4798529070675487,-33.637697772889794,-4.595180511474609,0.12884373722539327,3.217717353323783,42.0,3.656042553355996,-1.960387645917846
34TCT_0701_00,1,0.23289181060613767,-36.87055793313934,-3.788844585418701,0.003724507562567185,2.717056574934906,61.0,4.674728427165078,-1.6999713837499952
34TCT_0757_00,1,0.2043549345862067,-36.04277064935168,-2.5724992752075195,0.002331602295265636,3.3093035983854486,31.0,3.6446981014034234,-0.972578082295037
34TCT_0853_00,5,1.7723640294817962,-7.003798543938286,-2.301506996154785,0.28643885600084784,0.5958205725400818,190.0,0.6546327959958135,0.7206394345775683
34TCT_0997_00,1,0.16733773349317332,-67.98036000785858,-3.156619071960449,0.0011052400490544898,3.4253766543406163,34.0,3.0486282116774834,-1.371220086057587
34TCT_1134_00,5,2.65897638734706,-1.3417466179319426,-2.291363477706909,0.6049599539735651,0.5270759397937166,340.0,0.6402570701645707,1.5892170201767786
34TCT_1281_00,3,0.36824896780755545,-20.09379737183874,-2.2116050720214844,0.004617783766597526,1.475093023883956,37.0,2.4269314475740535,-0.589127016237941
34TCT_1282_00,4,0.619021217277936,-21.67900601219617,-0.811708927154541,0.002891792457115172,1.865246317022714,107.0,2.5245350689113684,0.5238644180603735
34TCT_1573_00,3,0.6178888960686608,-15.971244174198283,-2.7929069995880127,0.021786855213553575,2.278582298993431,72.0,3.2742105073985086,-0.7072294870422293
34TCT_1595_00,1,0.12893290150300274,-46.21509688631147,-1.675152063369751,0.0007418734575845206,3.447252192679062,69.0,3.52711642112411,-0.48882768960526857
34TCT_1673_00,2,0.43950944846896234,-34.74529811972065,-2.2687220573425293,0.0015897288376811155,2.1249376589249507,71.0,2.6303341006716168,-0.5552823045170335
34TCT_1710_00,1,0.34265688675388273,-47.67325630637756,-2.2269339561462402,0.001135520598343654,2.7665415510413376,53.0,3.0171355801397937,-0.6235334212713768
34TCT_1726_00,2,0.39663845847453405,-32.7329339055527,-2.1824216842651367,0.006328634801435298,2.720620620298137,51.0,2.8391207330244317,-0.5433986440645622
34TCT_1903_00,2,0.40767031504613827,-20.613769360745906,-3.4305522441864014,0.10268134263955549,3.175774511133273,36.0,3.1130604744473,-1.30754988116749
34TCT_2072_00,1,0.25357913824095996,-45.383572700081196,-2.7255759239196777,0.0006964526336507744,2.3651134903448012,42.0,2.8197603414522936,-1.0197397859957051
