================ Training Loss (Tue Aug 25 18:49:32 2026) ================
(epoch: 1, iters: 20, time: 0.043, data: 0.314) G_GAN: 0.847 G_LPIPS: 62.584 D_real: 0.742 D_fake: 0.782 
(epoch: 1, iters: 40, time: 0.044, data: 0.001) G_GAN: 0.916 G_LPIPS: 69.326 D_real: 0.699 D_fake: 0.626 
(epoch: 1, iters: 60, time: 0.043, data: 0.002) G_GAN: 0.853 G_LPIPS: 62.617 D_real: 0.697 D_fake: 0.672 
(epoch: 1, iters: 80, time: 0.044, data: 0.003) G_GAN: 0.818 G_LPIPS: 59.032 D_real: 0.718 D_fake: 0.724 
(epoch: 1, iters: 100, time: 0.044, data: 0.003) G_GAN: 0.838 G_LPIPS: 57.072 D_real: 0.733 D_fake: 0.732 
(epoch: 1, iters: 120, time: 0.044, data: 0.003) G_GAN: 0.754 G_LPIPS: 53.342 D_real: 0.756 D_fake: 0.814 
(epoch: 1, iters: 140, time: 0.043, data: 0.002) G_GAN: 1.130 G_LPIPS: 62.622 D_real: 0.712 D_fake: 0.467 
(epoch: 1, iters: 160, time: 0.043, data: 0.002) G_GAN: 0.780 G_LPIPS: 55.710 D_real: 0.642 D_fake: 0.723 
(epoch: 1, iters: 180, time: 0.044, data: 0.002) G_GAN: 0.837 G_LPIPS: 53.211 D_real: 0.662 D_fake: 0.696 
(epoch: 1, iters: 200, time: 0.043, data: 0.003) G_GAN: 0.762 G_LPIPS: 55.426 D_real: 0.597 D_fake: 0.815 
(epoch: 1, iters: 220, time: 0.044, data: 0.002) G_GAN: 0.908 G_LPIPS: 58.970 D_real: 0.548 D_fake: 0.720 
(epoch: 1, iters: 240, time: 0.044, data: 0.003) G_GAN: 0.916 G_LPIPS: 58.252 D_real: 0.452 D_fake: 0.666 
(epoch: 1, iters: 260, time: 0.044, data: 0.002) G_GAN: 0.862 G_LPIPS: 53.322 D_real: 0.529 D_fake: 0.678 
(epoch: 1, iters: 280, time: 0.044, data: 0.003) G_GAN: 1.098 G_LPIPS: 56.375 D_real: 0.379 D_fake: 0.575 
(epoch: 1, iters: 300, time: 0.043, data: 0.002) G_GAN: 0.955 G_LPIPS: 56.003 D_real: 0.603 D_fake: 0.639 
(epoch: 1, iters: 320, time: 0.043, data: 0.002) G_GAN: 1.280 G_LPIPS: 53.653 D_real: 0.430 D_fake: 0.584 
