i,j,x,y,dens,boundary,building,forest,water,water_edge,score,rank
0,1,466780.0,4443460.0,0.27687,0.06965,0.00018,0.04047,0.02145,0.0089,0.31911,1
0,0,466780.0,4446030.0,0.19595,0.04956,0.0,0.03037,0.01294,0.00488,0.2204,2
