stem,pre_med,pre_n,C1_med,C1_n,C2_med,C2_n,C4_med,C4_n,C5_med,C5_n
ank_0_10,3.5727471516299905,53,2.3933698101454866,75,1.9561769853380016,82,1.5832199298407632,70,2.075929784334593,80
ank_0_16,1.7794117572928982,77,0.6989647869086728,81,0.5368314945766768,126,0.8087731518308209,121,0.5416024123717416,129
ank_0_30,3.446224904304089,34,3.5497581644763856,25,2.6564851116554578,24,3.899965336335713,32,2.7603819857941607,38
ank_0_41,2.1414429988142,32,0.9884240449478451,39,0.78543904429069,64,1.3902484647887388,44,0.9099171552171351,63
ank_10_1,1.4076327083073523,74,1.3790466132794212,97,0.6780867846201344,153,1.0271064097545297,92,0.6560179983681416,140
ank_11_14,1.8192047515453464,53,2.3749023179371083,65,0.8343651654445787,100,1.5214823647004017,61,1.1412008234468323,98
ank_12_21,3.6687100519133344,55,3.5348380563674495,45,3.2087873464729633,49,3.590317114047828,44,3.356363056260416,71
ank_12_28,4.148737253943167,29,3.8685737402915006,26,2.1612683224427283,26,3.693704640795466,27,2.5436409962287567,47
ank_12_35,1.8827222694319123,56,0.4637228298672147,122,0.395628315838236,240,0.7206536778611068,97,0.449227130046192,254
ank_13_12,1.8296589099999625,83,1.694616789637931,82,0.653402558596521,124,1.355893915139552,107,0.9712460541919465,132
ank_13_17,2.40932319308119,48,2.4573480322377153,61,1.1077050344185095,78,2.952631703203859,42,0.885064950625902,86
ank_13_21,2.361124845412062,56,2.7488684934196503,41,1.9716108523177818,55,2.921394840589529,64,2.267697165265064,88
ank_13_29,2.4747231628745565,44,3.4189291872089607,51,0.9749375309693139,46,4.0073495993063055,44,1.496015859061412,71
ank_13_34,2.6576811136475333,21,3.4545853785472884,24,1.672921871820683,24,4.9140847815130995,27,3.0197485169961187,37
ank_13_6,1.8831103007537435,72,0.9799034689476459,106,0.5618748844502055,160,0.7629645440693381,122,0.4980714288699533,187
ank_14_33,3.023045039824054,24,1.1563442872187235,40,0.8739622808916976,53,2.2524529775422577,36,0.6589860810275303,54
ank_14_9,2.641791696683742,60,1.352349830681336,64,0.5854087059266087,84,1.5728866821042475,69,0.9826797057993996,105
ank_15_22,3.388774697360242,47,3.2754379520926187,65,1.8042940298157921,72,2.5975647327802642,56,1.4724257156121587,104
ank_15_41,3.6136167013673552,30,3.286051425872469,36,1.9364660087364876,38,3.55114583186945,30,1.7374550476492592,59
ank_15_6,2.5788618794043954,58,0.6958472369255407,77,0.5000132374015165,158,0.880219129502813,115,0.6826305822618107,152
ank_16_36,3.8246085668434584,11,3.312475022687036,19,4.035033545540311,23,3.8538491602519716,20,2.631522054495091,35
ank_16_9,2.458009300731516,38,1.53646507803681,60,0.6364720202610088,97,1.3745248552124822,71,1.0983525475129279,108
ank_17_17,3.2964406701328497,62,2.70431786184972,39,2.6329409105703006,38,3.70760552586143,41,2.7673397034199096,70
ank_17_19,2.732016847994027,55,2.64544113438351,64,2.0679159243309453,72,2.5161338776632585,54,1.8682591631780612,72
ank_17_22,4.044052899922436,41,2.9550774545235683,57,2.3930295648042588,50,2.655774943106605,47,1.9706967554235542,80
ank_17_31,2.5965451202702488,61,0.6383999274758594,126,0.4647799377259232,174,0.7746632491467711,99,0.5165384705812396,201
ank_17_32,3.0338922631839655,41,2.144059807309241,49,1.114078994344123,61,2.8226528783034412,48,1.2296745922802677,56
ank_18_16,3.662567148824515,46,3.5801991040971646,60,1.1937458389612867,61,2.4594811316582956,59,1.3442649131813451,80
ank_18_27,2.731841450892978,37,3.289267156396653,52,3.1662786706533086,49,2.2396900466063827,37,1.812202702636107,79
ank_18_29,2.108913983042069,56,0.8931979637920511,84,0.6863336090116129,97,1.3416294640530857,105,0.7397390233506168,97
ank_18_37,1.3963166307531871,33,0.7153560742309105,61,0.7172641522662323,62,0.9536259804454933,46,0.6793745048723507,84
ank_18_39,1.7130964755298188,56,0.7521017627920756,61,0.4192294342185199,80,0.7259813676918182,59,0.4581140919350384,98
