stem,pre_med,pre_n,C1_med,C1_n,C2_med,C2_n,C4_med,C4_n,C5_med,C5_n
ank_0_10,3.5727471516299905,53,2.543593713245541,75,2.2555505642616063,67,2.077942203146783,74,1.9912411145746076,88
ank_0_16,1.7794117572928982,77,0.982425386789188,75,0.5334997104265269,119,0.764403919292453,80,0.5995987567142738,137
ank_0_30,3.446224904304089,34,2.872705026843847,26,2.8825380010515484,30,3.1946930661235573,24,2.5416663185456203,36
ank_0_41,2.1414429988142,32,1.2955803139472173,51,1.0705679069303402,59,0.9945286042294862,43,0.894897008953116,56
ank_10_1,1.4076327083073523,74,1.7919061632784723,88,0.5836354558998835,154,0.718446851045123,89,0.6887778861382624,170
ank_11_14,1.8192047515453464,53,3.026252799528142,62,0.9668489548916219,111,2.3164982670335497,62,1.3304314018317982,104
ank_12_21,3.6687100519133344,55,2.6771892754246776,49,3.6400297162769997,70,3.2481073044438142,38,2.980598804770816,76
ank_12_28,4.148737253943167,29,3.96939760296567,19,2.021512046700722,28,3.0359614860768156,26,1.738584236348332,44
ank_12_35,1.8827222694319123,56,0.5976069674880021,119,0.4009338068187765,237,0.620337949851581,131,0.459074644250196,240
ank_13_12,1.8296589099999625,83,1.6758903639405445,76,0.7300041813013245,132,1.429234709186259,99,0.732865854158211,136
ank_13_17,2.40932319308119,48,2.7163158974928465,56,0.9717081254569672,61,3.3263525012091595,44,1.6713841945939174,69
ank_13_21,2.361124845412062,56,3.350932166028159,61,2.5826619190587303,74,2.8717589330458053,59,2.933670620059955,89
ank_13_29,2.4747231628745565,44,3.7200614062340636,48,0.9390444840299446,47,3.8051992173462255,45,1.861571849617069,74
ank_13_34,2.6576811136475333,21,4.844695706409228,23,1.5539955492560331,25,4.252258411941364,22,2.247005147535993,33
ank_13_6,1.8831103007537435,72,0.8553450807092394,96,0.5768103787420924,186,0.7900447944975155,131,0.5398688704913445,167
ank_14_33,3.023045039824054,24,1.0754382675246021,38,0.7243919284268094,50,1.2784961375893606,31,0.6835513280477024,43
ank_14_9,2.641791696683742,60,1.740552898064943,76,0.9516614971257901,105,1.8672327001977282,67,1.246147410229131,113
ank_15_22,3.388774697360242,47,2.869523726261904,66,1.6418703816495985,68,2.8943768820469784,47,1.5497711597152333,92
ank_15_41,3.6136167013673552,30,4.582290506093271,40,1.297522974890815,42,3.4193546238706887,45,2.180969219706721,69
ank_15_6,2.5788618794043954,58,0.9099327254650478,77,0.6127626102548898,155,0.7562761905674167,75,0.5639251535354621,137
ank_16_36,3.8246085668434584,11,4.060695947727817,18,2.245778442083661,16,5.188976880905329,17,2.794051320440276,29
ank_16_9,2.458009300731516,38,1.8031952224499124,82,0.7240760355767366,96,1.7425292042533476,66,0.8452360801570897,103
ank_17_17,3.2964406701328497,62,2.9870509899693323,63,2.305131181130477,46,3.004678193571991,46,3.1786110802116636,55
ank_17_19,2.732016847994027,55,2.8480479634091695,66,1.6383290887360606,76,2.405020758639478,71,2.20558132499541,80
ank_17_22,4.044052899922436,41,2.4121207009304513,39,2.2980412473562057,62,2.6136168565639606,44,2.5518669940266108,81
ank_17_31,2.5965451202702488,61,0.8793519977450472,107,0.4183317513493511,165,0.6727894007778147,111,0.5306738066018869,175
ank_17_32,3.0338922631839655,41,2.6772087086461545,34,0.9283456348247374,43,1.758903261586006,41,0.8363733872477606,62
ank_18_16,3.662567148824515,46,2.118804630577357,59,1.7544678575868007,68,2.938415711973939,57,1.8506453984137128,103
ank_18_27,2.731841450892978,37,3.0726746747240004,47,2.9226477184753485,47,2.1756024841069395,46,2.2634994231668273,81
ank_18_29,2.108913983042069,56,0.9843893003792001,80,0.6066906344377164,93,1.8963856954674134,88,1.076462166939216,126
ank_18_37,1.3963166307531871,33,0.653252411640294,49,0.6074817461662337,61,0.8484189048259385,47,0.5748382578687494,57
ank_18_39,1.7130964755298188,56,0.6682360193867019,84,0.36557412702047787,81,0.4612537822527837,58,0.47542510290763557,92
ank_18_7,2.5973855611610084,54,1.8012510349403876,86,0.6731765138890362,102,1.9638819739198379,82,1.1395671934543654,131
ank_19_15,2.79484842385336,51,2.3728836327068707,76,0.9099822684423009,111,1.5791236493413412,66,1.048140707645477,115
ank_19_33,4.31472540924909,19,3.772087920146401,32,2.839480785420611,37,4.291572601656139,17,3.169199488930481,30
ank_19_6,2.617815815166602,60,3.3266422934335624,53,2.3106497768060965,72,2.851239535357263,70,2.202426002712446,81
ank_19_9,2.625465191897572,32,1.439801421295496,57,1.438515149749727,84,1.818928770389202,57,1.5621568681189,109
ank_1_34,3.473055132023447,26,2.5145134887960965,36,1.0500844308265513,58,1.4148054328797088,46,1.465258489437729,76
ank_20_10,2.3238447686911368,42,0.7507971696082963,93,0.3847161076667637,167,0.7612403488426677,115,0.36107825930343235,172
ank_20_19,3.339545118262882,43,2.7817447871701617,46,2.937749192519615,53,2.0660855654867207,41,2.868573332451365,77
ank_20_37,1.0153386685246166,105,0.5314206814052845,129,0.5405093972241182,215,0.6212903596090318,157,0.5728507773749174,206
ank_20_6,2.953198259465808,53,3.0594462100217292,66,1.9488378267752684,84,3.1418773735567678,72,1.8214954267282173,91
ank_22_10,1.9163009480003148,79,1.0784482160702114,130,0.49272365068001855,131,0.8896539926228315,102,0.7518161693610365,165
ank_22_16,3.183092814088014,51,3.126616829406119,48,2.5441146433749338,38,3.1762179214541897,41,1.580309294868439,55
ank_22_37,1.8768363310702,39,1.7239891497202748,59,0.7791274632074616,58,1.168119642209195,56,0.8719947760818226,68
ank_23_14,2.28414728193807,66,2.56113126760144,63,1.5881415991894805,52,2.55402638554983,55,1.7254765340496125,78
ank_23_28,1.0840761626184352,66,0.6215956850273174,105,0.43013573007384875,136,0.8154291491278408,113,0.593822069322841,141
ank_24_0,2.849717206309148,66,1.9527708615871209,95,1.2072991630674124,119,2.3353519211813785,88,1.210454234638962,104
ank_24_12,2.2243788583002155,51,3.1222534042172136,44,1.7096954443918633,51,2.234528562858606,50,1.5071747958350736,74
ank_24_14,2.8929374480514225,42,1.7570222723555804,84,0.43351621012110364,123,1.1008582400024758,93,0.5177909727732078,123
ank_24_3,3.493766352589964,61,2.691560525274306,52,3.149766706891347,42,3.3659700734361717,54,3.6161138149607286,52
ank_25_1,2.324888068299498,68,1.2707641223662727,97,0.8625900455378457,128,1.4473383389318721,103,0.6535105280258835,138
ank_25_14,3.0427482489735964,50,2.357697715457445,68,1.0885813328055816,52,3.3664108178348173,73,1.4456613789560095,88
ank_25_16,3.184549785322961,58,2.4670230119233905,64,1.1965032030325133,60,3.0007719786080864,57,1.7140333617122219,85
ank_25_37,2.8801973886597163,37,1.0289100757115286,64,0.7327702523386574,69,2.195000460192112,72,1.1573421670096922,91
ank_26_21,2.3878711270619757,50,2.5540543480075555,50,0.9509017222268991,44,3.8437395800637684,42,1.6800328582755402,59
ank_26_22,2.949241989452295,35,1.8958514137793963,58,1.1409749281090857,55,1.3669229387862707,66,1.076576763995992,80
ank_26_29,0.843267860813069,96,0.672259375625333,286,0.6024974703131092,369,0.7149434700059719,215,0.6027644995482482,375
